cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,3,0;2;4,oscillatory,-1.1645929109858977,9.672687235815289e-17,23,2.0869565217391304,UNDERRESOLVED,-0.997233534239;-0.997233163777;-0.997231508834,1.0041754020331903,1.0041777799915217,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
1,3,1;3;5,oscillatory,1.1645929109858977,9.672687235815289e-17,23,2.0869565217391304,UNDERRESOLVED,0.997231508834;0.997233163777;0.997233534239,1.0041754020331903,1.0041777799915217,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
2,3,6;8;10,oscillatory,-0.9414961810891151,1.0552022439071224e-17,23,2.0869565217391304,UNDERRESOLVED,-0.991393173944;-0.991377623657;-0.991336223723,1.0113319997697183,1.0113741406797987,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
3,3,7;9;11,oscillatory,0.9414961810891151,1.0552022439071224e-17,23,2.0869565217391304,UNDERRESOLVED,0.991336223723;0.991377623657;0.991393173944,1.0113319997697183,1.0113741406797987,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
4,2,12;14,oscillatory,-0.7727764637330747,5.473861640268198e-17,21,2.1818181818181817,UNDERRESOLVED,-0.986188120508;-0.986032252537,1.020728688346009,1.0208143734203028,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
5,2,13;15,oscillatory,0.7727764637330747,5.473861640268198e-17,21,2.1818181818181817,UNDERRESOLVED,0.986032252537;0.986188120508,1.020728688346009,1.0208143734203028,False,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
6,1,16,oscillatory,-0.7711368665280511,-8.44161795125698e-17,22,2.1818181818181817,UNDERRESOLVED,-0.98586764006,1.0215157411196107,1.0215157411196107,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
7,1,17,oscillatory,0.7711368665280511,-8.44161795125698e-17,22,2.1818181818181817,UNDERRESOLVED,0.98586764006,1.0215157411196107,1.0215157411196107,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
8,1,18,oscillatory,-0.6614047248080118,0.0,19,2.526315789473684,UNDERRESOLVED,-0.987125535553,1.0254789660278707,1.0254789660278707,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
9,1,19,oscillatory,0.6614047248080118,0.0,19,2.526315789473684,UNDERRESOLVED,0.987125535553,1.0254789660278707,1.0254789660278707,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
10,1,20,oscillatory,-0.6555960551288399,2.638005609767806e-18,19,2.526315789473684,UNDERRESOLVED,-0.983653719692,1.029297317433621,1.029297317433621,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
11,1,21,oscillatory,0.6555960551288399,2.638005609767806e-18,19,2.526315789473684,UNDERRESOLVED,0.983653719692,1.029297317433621,1.029297317433621,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
12,1,22,oscillatory,-0.6465779990367246,-1.292622748786225e-16,18,2.6666666666666665,UNDERRESOLVED,-0.984767476877,1.0326768232177757,1.0326768232177757,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
13,1,23,oscillatory,0.6465779990367246,-1.292622748786225e-16,18,2.6666666666666665,UNDERRESOLVED,0.984767476877,1.0326768232177757,1.0326768232177757,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
14,1,24,oscillatory,-0.5956356668348501,-4.748410097582051e-17,18,2.6666666666666665,UNDERRESOLVED,-0.986582783137,1.0252577357533246,1.0252577357533246,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
15,1,25,oscillatory,0.5956356668348501,-4.748410097582051e-17,18,2.6666666666666665,UNDERRESOLVED,0.986582783137,1.0252577357533246,1.0252577357533246,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
16,1,26,oscillatory,-0.5751338017645455,3.1656067317213673e-17,17,2.823529411764706,UNDERRESOLVED,-0.989538529698,1.0267628368889008,1.0267628368889008,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
17,1,27,oscillatory,0.5751338017645455,3.1656067317213673e-17,17,2.823529411764706,UNDERRESOLVED,0.989538529698,1.0267628368889008,1.0267628368889008,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
18,1,28,oscillatory,-0.54885154310447,-2.2159247122049573e-16,17,2.823529411764706,UNDERRESOLVED,-0.971926289913,1.0360486224291559,1.0360486224291559,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
19,1,29,oscillatory,0.54885154310447,-2.2159247122049573e-16,17,2.823529411764706,UNDERRESOLVED,0.971926289913,1.0360486224291559,1.0360486224291559,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
20,1,30,oscillatory,-0.5173005135739286,-3.693207853674929e-17,16,3.0,UNDERRESOLVED,-0.986692016563,1.0294156156056433,1.0294156156056433,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
21,1,31,oscillatory,0.5173005135739286,-3.693207853674929e-17,16,3.0,UNDERRESOLVED,0.986692016563,1.0294156156056433,1.0294156156056433,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
22,1,32,oscillatory,-0.4842919669454563,2.110404487814245e-17,16,3.0,UNDERRESOLVED,-0.96293497642,1.0403275787838717,1.0403275787838717,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
23,1,33,oscillatory,0.4842919669454563,2.110404487814245e-17,16,3.0,UNDERRESOLVED,0.96293497642,1.0403275787838717,1.0403275787838717,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
24,1,34,oscillatory,-0.44912950511058153,1.0552022439071224e-17,15,3.2,UNDERRESOLVED,-0.982134366487,1.0297174949374779,1.0297174949374779,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
25,1,35,oscillatory,0.44912950511058153,1.0552022439071224e-17,15,3.2,UNDERRESOLVED,0.982134366487,1.0297174949374779,1.0297174949374779,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
26,1,36,oscillatory,-0.4071907063476915,2.4269651609863817e-16,15,3.2,UNDERRESOLVED,-0.924952791007,1.0833949427570633,1.0833949427570633,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
27,1,37,oscillatory,0.4071907063476915,2.4269651609863817e-16,15,3.2,UNDERRESOLVED,0.924952791007,1.0833949427570633,1.0833949427570633,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
28,1,38,oscillatory,-0.3731307246236495,3.1656067317213673e-17,14,3.4285714285714284,UNDERRESOLVED,-0.975022997064,1.035999750003503,1.035999750003503,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
29,1,39,oscillatory,0.3731307246236495,3.1656067317213673e-17,14,3.4285714285714284,UNDERRESOLVED,0.975022997064,1.035999750003503,1.035999750003503,True,2.2107596499573745,UNDERRESOLVED,frozen_geometry_only
