cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-1.2811984832383958,-1.1211523841513177e-17,47,2.0425531914893615,UNDERRESOLVED,-0.999985869948,1.0000141302512946,1.0000141302512946,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
1,1,1,oscillatory,1.2811984832383958,-1.1211523841513177e-17,47,2.0425531914893615,UNDERRESOLVED,0.999985869948,1.0000141302512946,1.0000141302512946,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
2,2,2;26,oscillatory,-1.2792059583616535,6.26526332319854e-17,47,2.0425531914893615,UNDERRESOLVED,-0.999985818716;-0.999985818716,1.0277262332878774,1.055438285091091,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
3,2,3;27,oscillatory,1.2792059583616535,6.26526332319854e-17,47,2.0425531914893615,UNDERRESOLVED,0.999985818716;0.999985818716,1.0277262332878774,1.055438285091091,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
4,2,4;28,oscillatory,-1.263323769992891,-1.444308071347876e-16,45,2.1333333333333333,UNDERRESOLVED,-0.999985401224;-0.999985401224,1.9446395188198513,2.8233947031509263,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
5,2,5;29,oscillatory,1.263323769992891,-1.444308071347876e-16,45,2.1333333333333333,UNDERRESOLVED,0.999985401224;0.999985401224,1.9446395188198513,2.8233947031509263,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
6,2,6;30,oscillatory,-1.2495114377221284,8.705418512233828e-17,44,2.1818181818181817,UNDERRESOLVED,-0.999985024498;-0.999985024498,8.095478499045033,10.728256965743848,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
7,2,7;31,oscillatory,1.2495114377221284,8.705418512233828e-17,44,2.1818181818181817,UNDERRESOLVED,0.999985024498;0.999985024498,8.095478499045033,10.728256965743848,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
8,2,8;32,oscillatory,-1.2318686872909312,1.1574249612856182e-16,43,2.2325581395348837,UNDERRESOLVED,-0.999984523869;-0.999984523869,97.04267369687976,193.08533191738948,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
9,2,9;33,oscillatory,1.2318686872909312,1.1574249612856182e-16,43,2.2325581395348837,UNDERRESOLVED,0.999984523869;0.999984523869,97.04267369687976,193.08533191738948,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
10,2,10;36,oscillatory,-1.210482420977631,-4.451634466483173e-18,42,2.2857142857142856,UNDERRESOLVED,-0.99998388605;-0.99998388605,14.425717474950934,27.844538235057396,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
11,2,11;37,oscillatory,1.210482420977631,-4.451634466483173e-18,42,2.2857142857142856,UNDERRESOLVED,0.99998388605;0.99998388605,14.425717474950934,27.844538235057396,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
12,2,12;14,oscillatory,-1.2732380527304623,-1.5828033658606837e-17,46,2.0869565217391304,UNDERRESOLVED,-0.999985663758;-0.999985663758,8.02826606118436,15.05527765356931,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
13,2,13;15,oscillatory,1.2732380527304623,-1.5828033658606837e-17,46,2.0869565217391304,UNDERRESOLVED,0.999985663758;0.999985663758,8.02826606118436,15.05527765356931,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
14,2,16;18,oscillatory,-1.1854587616137708,0.0,41,2.341463414634146,UNDERRESOLVED,-0.999983093483;-0.999983093483,3.3903053259839293,5.756339883875889,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
15,2,17;19,oscillatory,1.1854587616137708,0.0,41,2.341463414634146,UNDERRESOLVED,0.999983093483;0.999983093483,3.3903053259839293,5.756339883875889,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
16,2,20;22,oscillatory,-1.156922978783863,2.110404487814245e-17,40,2.4,UNDERRESOLVED,-0.999982123389;-0.999982123389,11.093789043032523,21.18371869663759,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
17,2,21;23,oscillatory,1.156922978783863,2.110404487814245e-17,40,2.4,UNDERRESOLVED,0.999982123389;0.999982123389,11.093789043032523,21.18371869663759,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
18,2,24;34,oscillatory,-1.1250193843183673,-1.253052664639717e-16,39,2.4615384615384617,UNDERRESOLVED,-0.999980946462;-0.999980946462,6.3746867182376885,10.59414265179196,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
19,2,25;35,oscillatory,1.1250193843183673,-1.253052664639717e-16,39,2.4615384615384617,UNDERRESOLVED,0.999980946462;0.999980946462,6.3746867182376885,10.59414265179196,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
20,2,38;40,oscillatory,-1.0899111885881168,1.4772831414699715e-16,38,2.526315789473684,UNDERRESOLVED,-0.999979525096;-0.999979525096,4.464157338768051,7.891345335979991,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
21,2,39;41,oscillatory,1.0899111885881168,1.4772831414699715e-16,38,2.526315789473684,UNDERRESOLVED,0.999979525096;0.999979525096,4.464157338768051,7.891345335979991,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
22,2,42;44,oscillatory,-1.0517803079186254,-3.660232783552854e-17,37,2.5945945945945947,UNDERRESOLVED,-0.999977810947;-0.999977810947,1.000147673824967,1.000147909744379,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
23,2,43;45,oscillatory,1.0517803079186254,-3.660232783552854e-17,37,2.5945945945945947,UNDERRESOLVED,0.999977810947;0.999977810947,1.000147673824967,1.000147909744379,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
24,2,46;48,oscillatory,-1.010827112301632,1.0552022439071226e-16,36,2.6666666666666665,UNDERRESOLVED,-0.999975741585;-0.999975741585,3.707318521690367,6.406832351741241,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
25,2,47;49,oscillatory,1.010827112301632,1.0552022439071226e-16,36,2.6666666666666665,UNDERRESOLVED,0.999975741585;0.999975741585,3.707318521690367,6.406832351741241,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
26,2,50;52,oscillatory,-0.9672701014940015,-1.0552022439071224e-17,35,2.742857142857143,UNDERRESOLVED,-0.999973235819;-0.999973235819,3.4706884369294584,5.937843296436409,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
27,2,51;53,oscillatory,0.9672701014940015,-1.0552022439071224e-17,35,2.742857142857143,UNDERRESOLVED,0.999973235819;0.999973235819,3.4706884369294584,5.937843296436409,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
28,2,54;56,oscillatory,-0.9213454965651191,2.110404487814245e-17,34,2.823529411764706,UNDERRESOLVED,-0.999970187102;-0.999970187102,7.765193997417436,8.876926589151784,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
29,2,55;57,oscillatory,0.9213454965651191,2.110404487814245e-17,34,2.823529411764706,UNDERRESOLVED,0.999970187102;0.999970187102,7.765193997417436,8.876926589151784,True,1.3087633128710705,DIAGNOSTIC,relative_equilibrium_reference
