cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-0.5016627461724645,6.595014024419515e-19,23,2.0869565217391304,UNDERRESOLVED,-0.99992901561,1.000070989428769,1.000070989428769,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
1,1,1,oscillatory,0.5016627461724645,6.595014024419515e-19,23,2.0869565217391304,UNDERRESOLVED,0.99992901561,1.000070989428769,1.000070989428769,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
2,2,2;4,oscillatory,-0.4977309048119021,5.276011219535612e-18,23,2.0869565217391304,UNDERRESOLVED,-0.99992745658;-0.99992745658,1.0387402730866127,1.0425267320385414,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
3,2,3;5,oscillatory,0.4977309048119021,5.276011219535612e-18,23,2.0869565217391304,UNDERRESOLVED,0.99992745658;0.99992745658,1.0387402730866127,1.0425267320385414,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
4,2,6;8,oscillatory,-0.48605228031787445,2.596786772115184e-18,22,2.1818181818181817,UNDERRESOLVED,-0.999922575147;-0.999922575147,5.566641386341409,5.665924586859917,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
5,2,7;9,oscillatory,0.48605228031787445,2.596786772115184e-18,22,2.1818181818181817,UNDERRESOLVED,0.999922575147;0.999922575147,5.566641386341409,5.665924586859917,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
6,2,10;24,oscillatory,-0.4090940364556038,3.2975082701088562e-18,19,2.526315789473684,UNDERRESOLVED,-0.999877918017;-0.999877918017,1.0555688432992283,1.093207332422836,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
7,2,11;25,oscillatory,0.4090940364556038,3.2975082701088562e-18,19,2.526315789473684,UNDERRESOLVED,0.999877918017;0.999877918017,1.0555688432992283,1.093207332422836,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
8,2,12;18,oscillatory,-0.4410643020133525,0.0,20,2.4,UNDERRESOLVED,-0.999899575645;-0.999899575645,6.97794718075963,7.007390235392698,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
9,2,13;19,oscillatory,0.4410643020133525,0.0,20,2.4,UNDERRESOLVED,0.999899575645;0.999899575645,6.97794718075963,7.007390235392698,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
10,2,14;16,oscillatory,-0.466974191732215,1.1871025243955128e-17,21,2.2857142857142856,UNDERRESOLVED,-0.999913709559;-0.999913709559,3.5389443086463794,5.583396762769966,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
11,2,15;17,oscillatory,0.466974191732215,1.1871025243955128e-17,21,2.2857142857142856,UNDERRESOLVED,0.999913709559;0.999913709559,3.5389443086463794,5.583396762769966,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
12,2,20;22,oscillatory,-0.3720158073130678,-1.5828033658606837e-17,18,2.6666666666666665,UNDERRESOLVED,-0.999844818867;-0.999844818867,6.999935365395003,12.952976414455444,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
13,2,21;23,oscillatory,0.3720158073130678,-1.5828033658606837e-17,18,2.6666666666666665,UNDERRESOLVED,0.999844818867;0.999844818867,6.999935365395003,12.952976414455444,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
14,2,26;28,oscillatory,-0.33093447170720663,1.3190028048839032e-17,17,2.823529411764706,UNDERRESOLVED,-0.999793301451;-0.999793301451,1.900990935847801,2.7119711384082956,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
15,2,27;29,oscillatory,0.33093447170720663,1.3190028048839032e-17,17,2.823529411764706,UNDERRESOLVED,0.999793301451;0.999793301451,1.900990935847801,2.7119711384082956,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
16,2,30;32,oscillatory,-0.28707354928345985,-9.892521036629273e-19,16,3.0,UNDERRESOLVED,-0.999710355177;-0.999710355177,1.0009913000224269,1.0010676797526052,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
17,2,31;33,oscillatory,0.28707354928345985,-9.892521036629273e-19,16,3.0,UNDERRESOLVED,0.999710355177;0.999710355177,1.0009913000224269,1.0010676797526052,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
18,2,34;36,oscillatory,-0.24173679135564552,1.5168532256164885e-17,15,3.2,UNDERRESOLVED,-0.999570101933;-0.999570101933,1.4835651795703377,1.5704129953672619,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
19,2,35;37,oscillatory,0.24173679135564552,1.5168532256164885e-17,15,3.2,UNDERRESOLVED,0.999570101933;0.999570101933,1.4835651795703377,1.5704129953672619,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
20,2,38;40,oscillatory,-0.1962656714035348,-2.3082549085468305e-18,14,3.4285714285714284,UNDERRESOLVED,-0.999316461445;-0.999316461445,2.7470974616509887,3.2162286225691537,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
21,2,39;41,oscillatory,0.1962656714035348,-2.3082549085468305e-18,14,3.4285714285714284,UNDERRESOLVED,0.999316461445;0.999316461445,2.7470974616509887,3.2162286225691537,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
22,2,42;44,oscillatory,-0.1519930787098227,7.419390777471955e-18,13,3.6923076923076925,UNDERRESOLVED,-0.99881298152;-0.99881298152,1.006562553815332,1.009158892923323,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
23,2,43;45,oscillatory,0.1519930787098227,7.419390777471955e-18,13,3.6923076923076925,UNDERRESOLVED,0.99881298152;0.99881298152,1.006562553815332,1.009158892923323,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
24,2,46;48,oscillatory,-0.11019220132389328,7.275124845687778e-18,12,4.0,UNDERRESOLVED,-0.997668329042;-0.997668329042,1.0377798535056995,1.0379803180366403,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
25,2,47;49,oscillatory,0.11019220132389328,7.275124845687778e-18,12,4.0,UNDERRESOLVED,0.997668329042;0.997668329042,1.0377798535056995,1.0379803180366403,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
26,2,50;52,oscillatory,-0.07201322003480536,3.54482003812549e-18,11,4.363636363636363,UNDERRESOLVED,-0.994433880944;-0.994433880944,1.0454382616363471,1.0496589641550167,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
27,2,51;53,oscillatory,0.07201322003480536,3.54482003812549e-18,11,4.363636363636363,UNDERRESOLVED,0.994433880944;0.994433880944,1.0454382616363471,1.0496589641550167,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
28,2,54;64,oscillatory,-0.03275039110089887,5.770637271367076e-18,6,8.0,DIAGNOSTIC,0.975596701722;0.975596701722,1.3491031401540936,1.5571358297257119,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
29,2,55;65,oscillatory,0.03275039110089887,5.770637271367076e-18,6,8.0,DIAGNOSTIC,-0.975596701722;-0.975596701722,1.3491031401540936,1.5571358297257119,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
30,2,56;58,oscillatory,-0.03835367189888686,-4.987479355967259e-18,10,4.8,UNDERRESOLVED,-0.980530387035;-0.980530387035,1.0201716939036674,1.020197711103411,True,2.6161251692057377,UNDERRESOLVED,relative_equilibrium_reference
