low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
103,148,1,1,127,180,-0.0,-0.0,0.0,0.999835386600461,0.999835386600461,0.9999835155801801,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,0,0,0.0,1.1522372450677552,1.1517850302686565,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9998971108553216,True,False
98,151,1,1,122,183,-0.0,-0.0,0.0,0.999835386600461,0.999835386600461,0.9999835155801797,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,0,0,0.0,1.152237245067755,1.1517850302686565,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9998971108553215,True,False
104,149,1,1,128,181,-0.042526643376798304,-0.04510345522981226,0.057131140837980605,0.999431870866481,0.999431870866481,0.9999538524807033,1,1,96.0,128.0,RESOLVED,RESOLVED,0.0137925133355,0.0120442501324,0.0017482632031048558,1.1930764120502877,1.1765911052652964,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9910779145143673,True,False
105,150,1,1,129,182,0.042526643376798304,0.04510345522981226,0.057131140837980605,0.999431870866481,0.999431870866481,0.9999538524807033,1,1,96.0,128.0,RESOLVED,RESOLVED,-0.0137925133355,-0.0120442501324,0.0017482632031048558,1.1930764120502877,1.1765911052652964,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9910779145143673,True,False
101,154,1,1,125,186,-0.0425266433767981,-0.04510345522981235,0.057131140837986934,0.9994318708664809,0.9994318708664809,0.9999538524807033,1,1,96.0,128.0,RESOLVED,RESOLVED,0.0137925133355,0.0120442501324,0.0017482632031054143,1.1930764120502872,1.1765911052652958,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9910779145143663,True,False
102,155,1,1,126,187,0.0425266433767981,0.04510345522981235,0.057131140837986934,0.9994318708664809,0.9994318708664809,0.9999538524807033,1,1,96.0,128.0,RESOLVED,RESOLVED,-0.0137925133355,-0.0120442501324,0.0017482632031054143,1.1930764120502872,1.1765911052652958,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9910779145143663,True,False
146,194,1,1,170,226,-0.025482846260144222,-0.026379815273546672,0.034002096076158506,0.9917543265404688,0.9917543265404688,0.9998519331896331,4,4,24.0,32.0,RESOLVED,RESOLVED,0.018086230616,0.0225213115117,0.004435080895677887,1.760945543822034,1.8037486586556102,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9899152648102658,True,False
147,195,1,1,171,227,0.025482846260144222,0.026379815273546672,0.034002096076158506,0.9917543265404688,0.9917543265404688,0.9998519331896331,4,4,24.0,32.0,RESOLVED,RESOLVED,-0.018086230616,-0.0225213115117,0.004435080895677887,1.760945543822034,1.8037486586556102,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9899152648102658,True,False
148,196,1,1,172,228,-0.025482846260144267,-0.026379815273546596,0.034002096076154203,0.9917543265404675,0.9917543265404675,0.999851933189633,4,4,24.0,32.0,RESOLVED,RESOLVED,0.018086230616,0.0225213115117,0.004435080895678924,1.7609455438220372,1.8037486586556133,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9899152648102656,True,False
149,197,1,1,173,229,0.025482846260144267,0.026379815273546596,0.034002096076154203,0.9917543265404675,0.9917543265404675,0.999851933189633,4,4,24.0,32.0,RESOLVED,RESOLVED,-0.018086230616,-0.0225213115117,0.004435080895678924,1.7609455438220372,1.8037486586556133,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9899152648102656,True,False
106,158,1,1,130,190,-0.055745885756102294,-0.06074762499791426,0.08233637515843131,0.9987233104753145,0.9987233104753145,0.9998009189758642,1,1,96.0,128.0,RESOLVED,RESOLVED,-0.00872012200596,-0.0109783392525,0.002258217246590536,1.2881925424898004,1.2755620795119271,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.98683375975539,True,False
107,159,1,1,131,191,0.055745885756102294,0.06074762499791426,0.08233637515843131,0.9987233104753145,0.9987233104753145,0.9998009189758642,1,1,96.0,128.0,RESOLVED,RESOLVED,0.00872012200596,0.0109783392525,0.002258217246590536,1.2881925424898004,1.2755620795119271,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.98683375975539,True,False
112,160,1,1,136,192,-0.0557458857561021,-0.06074762499791432,0.0823363751584354,0.9987233104753145,0.9987233104753145,0.9998009189758645,1,1,96.0,128.0,RESOLVED,RESOLVED,-0.00872012200596,-0.0109783392525,0.002258217246591355,1.2881925424898004,1.2755620795119265,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9868337597553895,True,False
113,161,1,1,137,193,0.0557458857561021,0.06074762499791432,0.0823363751584354,0.9987233104753145,0.9987233104753145,0.9998009189758645,1,1,96.0,128.0,RESOLVED,RESOLVED,0.00872012200596,0.0109783392525,0.002258217246591355,1.2881925424898004,1.2755620795119265,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9868337597553895,True,False
158,202,1,1,182,234,-0.08496370890309202,-0.09299837161892671,0.08639573549478693,0.9812082744840546,0.9812082744840546,0.9984183636587062,8,8,12.0,16.0,RESOLVED,RESOLVED,0.724183509391,0.733127685618,0.008944176226986733,1.4370446572014997,1.3830983642040535,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9753701952808912,True,False
159,203,1,1,183,235,0.08496370890309202,0.09299837161892671,0.08639573549478693,0.9812082744840546,0.9812082744840546,0.9984183636587062,8,8,12.0,16.0,RESOLVED,RESOLVED,-0.724183509391,-0.733127685618,0.008944176226986733,1.4370446572014997,1.3830983642040535,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9753701952808912,True,False
114,170,1,1,138,202,-0.04304843529481819,-0.052184449434737136,0.17507158241354298,0.9948294294349589,0.9948294294349589,0.9963063544868013,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,-0.0244634822165,-0.0262250176389,0.0017615354223558255,1.412783031795152,1.4155482676193651,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9697135089206442,False,False
115,171,1,1,139,203,0.04304843529481819,0.052184449434737136,0.17507158241354298,0.9948294294349589,0.9948294294349589,0.9963063544868013,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,0.0244634822165,0.0262250176389,0.0017615354223558255,1.412783031795152,1.4155482676193651,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9697135089206442,False,False
116,174,1,1,140,206,-0.04304843529481822,-0.05218444943473726,0.17507158241354437,0.9948294294349593,0.9948294294349593,0.996306354486801,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,-0.0244634822165,-0.0262250176389,0.0017615354223577233,1.4127830317951462,1.4155482676193631,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9697135089206441,False,False
117,175,1,1,141,207,0.04304843529481822,0.05218444943473726,0.17507158241354437,0.9948294294349593,0.9948294294349593,0.996306354486801,3,3,32.0,42.666666666666664,RESOLVED,RESOLVED,0.0244634822165,0.0262250176389,0.0017615354223577233,1.4127830317951462,1.4155482676193631,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9697135089206441,False,False
150,208,1,1,174,240,-0.08473280445815876,-0.10235438370844244,0.17216242833798828,0.9709854043795498,0.9709854043795498,0.991810709712289,10,10,9.6,12.8,DIAGNOSTIC,RESOLVED,0.66921479874,0.877783703472,0.20856890473226197,1.364594911985495,1.1412176892122434,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9547195558051038,False,False
151,209,1,1,175,241,0.08473280445815876,0.10235438370844244,0.17216242833798828,0.9709854043795498,0.9709854043795498,0.991810709712289,10,10,9.6,12.8,DIAGNOSTIC,RESOLVED,-0.66921479874,-0.877783703472,0.20856890473226197,1.364594911985495,1.1412176892122434,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9547195558051038,False,False
72,128,1,1,96,160,-0.7165333615260064,-0.5684006975089462,0.20673519471805346,0.9777285467706639,0.9777285467706639,0.9950238873929308,24,24,4.0,5.333333333333333,UNDERRESOLVED,UNDERRESOLVED,-0.984925931666,-0.974892903234,0.010033028432222646,1.0187470355176866,1.0315063629464998,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.954382820702923,False,False
73,129,1,1,97,161,0.7165333615260064,0.5684006975089462,0.20673519471805346,0.9777285467706639,0.9777285467706639,0.9950238873929308,24,24,4.0,5.333333333333333,UNDERRESOLVED,UNDERRESOLVED,0.984925931666,0.974892903234,0.010033028432222646,1.0187470355176866,1.0315063629464998,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.954382820702923,False,False
76,132,1,1,100,164,-0.6447793894116354,-0.5035330976189651,0.21906142490311023,0.980419252319969,0.980419252319969,0.9955107531312066,23,23,4.173913043478261,5.565217391304348,UNDERRESOLVED,UNDERRESOLVED,-0.980211862098,-0.96600242793,0.014209434168361956,1.024051798943271,1.041359317338688,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9542700259393165,False,False
77,133,1,1,101,165,0.6447793894116354,0.5035330976189651,0.21906142490311023,0.980419252319969,0.980419252319969,0.9955107531312066,23,23,4.173913043478261,5.565217391304348,UNDERRESOLVED,UNDERRESOLVED,0.980211862098,0.96600242793,0.014209434168361956,1.024051798943271,1.041359317338688,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9542700259393165,False,False
68,124,1,1,92,156,-0.7872497856966683,-0.6330204882811549,0.19590897351471467,0.9748123594768101,0.9748123594768101,0.9944912604363408,25,25,3.84,5.12,UNDERRESOLVED,UNDERRESOLVED,-0.987959827332,-0.980585681406,0.007374145925939546,1.0152312542467794,1.0251149019354613,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9541238847679641,False,False
69,125,1,1,93,157,0.7872497856966683,0.6330204882811549,0.19590897351471467,0.9748123594768101,0.9748123594768101,0.9944912604363408,25,25,3.84,5.12,UNDERRESOLVED,UNDERRESOLVED,0.987959827332,0.980585681406,0.007374145925939546,1.0152312542467794,1.0251149019354613,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9541238847679641,False,False
80,136,1,1,104,168,-0.5726029025894745,-0.43854824109619245,0.23411453362714094,0.9828555529196994,0.9828555529196994,0.9958840470213665,22,22,4.363636363636363,5.818181818181818,UNDERRESOLVED,UNDERRESOLVED,-0.973883231754,-0.952769292488,0.021113939266292903,1.0310988294958772,1.056094427414892,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9535671634630901,False,False
81,137,1,1,105,169,0.5726029025894745,0.43854824109619245,0.23411453362714094,0.9828555529196994,0.9828555529196994,0.9958840470213665,22,22,4.363636363636363,5.818181818181818,UNDERRESOLVED,UNDERRESOLVED,0.973883231754,0.952769292488,0.021113939266292903,1.0310988294958772,1.056094427414892,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9535671634630901,False,False
64,120,1,1,88,152,-0.856710946885105,-0.6971208702090993,0.18628228955898768,0.9716341417535358,0.9716341417535358,0.9939249374719339,26,26,3.6923076923076925,4.923076923076923,UNDERRESOLVED,UNDERRESOLVED,-0.990288250088,-0.984662638288,0.005625611799652042,1.0124792716361322,1.0204723483316949,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9535193759862567,False,False
65,121,1,1,89,153,0.856710946885105,0.6971208702090993,0.18628228955898768,0.9716341417535358,0.9716341417535358,0.9939249374719339,26,26,3.6923076923076925,4.923076923076923,UNDERRESOLVED,UNDERRESOLVED,0.990288250088,0.984662638288,0.005625611799652042,1.0124792716361322,1.0204723483316949,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9535193759862567,False,False
60,116,1,1,84,148,-0.9244704697491842,-0.760548363916631,0.17731459380960693,0.9681930852068892,0.9681930852068892,0.9934787489041639,27,27,3.5555555555555554,4.7407407407407405,UNDERRESOLVED,UNDERRESOLVED,-0.991933824506,-0.987546009153,0.004387815353428914,1.0104577348368193,1.0170844478044772,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9526883492787335,False,False
61,117,1,1,85,149,0.9244704697491842,0.760548363916631,0.17731459380960693,0.9681930852068892,0.9681930852068892,0.9934787489041639,27,27,3.5555555555555554,4.7407407407407405,UNDERRESOLVED,UNDERRESOLVED,0.991933824506,0.987546009153,0.004387815353428914,1.0104577348368193,1.0170844478044772,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9526883492787335,False,False
144,206,1,1,168,238,-0.10064248884015113,-0.10279918330243659,0.020979684789327786,0.9361662603303547,0.9361662603303547,0.9744420244729901,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,0.755460858303,0.71923558326,0.03622527504340445,1.4904408205629058,1.5274731292848613,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9521633095980612,True,False
145,207,1,1,169,239,0.10064248884015113,0.10279918330243659,0.020979684789327786,0.9361662603303547,0.9361662603303547,0.9744420244729901,0,0,inf,inf,NOT_APPLICABLE,NOT_APPLICABLE,-0.755460858303,-0.71923558326,0.03622527504340445,1.4904408205629058,1.5274731292848613,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9521633095980612,True,False
78,134,1,1,102,166,-0.6088916748642559,-0.47338619850434305,0.22254447211833192,0.9810318207105061,0.9810318207105061,0.9873404187471617,22,22,4.363636363636363,5.818181818181818,UNDERRESOLVED,UNDERRESOLVED,-0.988827802135,-0.982271219957,0.00655658217874544,1.0203969739882524,1.0312077994427844,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9520725262953442,False,False
79,135,1,1,103,167,0.6088916748642559,0.47338619850434305,0.22254447211833192,0.9810318207105061,0.9810318207105061,0.9873404187471617,22,22,4.363636363636363,5.818181818181818,UNDERRESOLVED,UNDERRESOLVED,0.988827802135,0.982271219957,0.00655658217874544,1.0203969739882524,1.0312077994427844,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9520725262953442,False,False
84,140,1,1,108,172,-0.49990702027933365,-0.373350978375811,0.2531591611432197,0.9849613479874711,0.9849613479874711,0.9960692841865406,21,21,4.571428571428571,6.095238095238095,UNDERRESOLVED,UNDERRESOLVED,-0.962503928559,-0.928119406355,0.03438452220347721,1.0437123938605422,1.0842341993356928,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9520202556676348,False,False
85,141,1,1,109,173,0.49990702027933365,0.373350978375811,0.2531591611432197,0.9849613479874711,0.9849613479874711,0.9960692841865406,21,21,4.571428571428571,6.095238095238095,UNDERRESOLVED,UNDERRESOLVED,0.962503928559,0.928119406355,0.03438452220347721,1.0437123938605422,1.0842341993356928,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9520202556676348,False,False
74,130,1,1,98,162,-0.6803554807504752,-0.5371959217509046,0.2104187634994232,0.9786230508382686,0.9786230508382686,0.985479161905963,23,23,4.173913043478261,5.565217391304348,UNDERRESOLVED,UNDERRESOLVED,-0.990866541696,-0.985882518563,0.004984023133187465,1.0177938904593997,1.0268975914073122,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9519808064545384,False,False
75,131,1,1,99,163,0.6803554807504752,0.5371959217509046,0.2104187634994232,0.9786230508382686,0.9786230508382686,0.985479161905963,23,23,4.173913043478261,5.565217391304348,UNDERRESOLVED,UNDERRESOLVED,0.990866541696,0.985882518563,0.004984023133187465,1.0177938904593997,1.0268975914073122,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,False,0.9519808064545384,False,False
