cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,3,0;2;4,oscillatory,-1.534281096763592,-1.389349621144378e-16,31,2.064516129032258,UNDERRESOLVED,-0.998768237513;-0.998768217624;-0.998768188282,1.0044361609791337,1.0044362824824749,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
1,3,1;3;5,oscillatory,1.534281096763592,-1.389349621144378e-16,31,2.064516129032258,UNDERRESOLVED,0.998768188282;0.998768217624;0.998768237513,1.0044361609791337,1.0044362824824749,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
2,3,6;8;10,oscillatory,-1.3657329057755532,0.0,31,2.064516129032258,UNDERRESOLVED,-0.996552671579;-0.996552027133;-0.996551812344,1.0070239332373552,1.0070239818321018,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
3,3,7;9;11,oscillatory,1.3657329057755532,0.0,31,2.064516129032258,UNDERRESOLVED,0.996551812344;0.996552027133;0.996552671579,1.0070239332373552,1.0070239818321018,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
4,3,12;14;16,oscillatory,-1.2165193699244452,3.8690748943261154e-17,30,2.064516129032258,UNDERRESOLVED,-0.994659240692;-0.994655072823;-0.99465290863,1.008014298658041,1.0080367838094444,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
5,3,13;15;17,oscillatory,1.2165193699244452,3.8690748943261154e-17,30,2.064516129032258,UNDERRESOLVED,0.99465290863;0.994655072823;0.994659240692,1.008014298658041,1.0080367838094444,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
6,3,18;20;22,oscillatory,-1.090816070206148,1.565216661795565e-16,28,2.206896551724138,UNDERRESOLVED,-0.993791367872;-0.993679141525;-0.993675469407,1.0143968095086993,1.0144512299422959,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
7,3,19;21;23,oscillatory,1.090816070206148,1.565216661795565e-16,28,2.206896551724138,UNDERRESOLVED,0.993675469407;0.993679141525;0.993791367872,1.0143968095086993,1.0144512299422959,False,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
8,1,24,oscillatory,-0.9974018865888038,2.110404487814245e-17,26,2.4615384615384617,UNDERRESOLVED,-0.994418370299,1.0168275835347094,1.0168275835347094,True,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
9,1,25,oscillatory,0.9974018865888038,2.110404487814245e-17,26,2.4615384615384617,UNDERRESOLVED,0.994418370299,1.0168275835347094,1.0168275835347094,True,1.6700899073700708,DIAGNOSTIC,frozen_geometry_only
