low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
54,103,1,1,70,127,-0.0,-0.0,0.0,0.9985397444739958,0.9985397444739958,0.999916184823137,3,3,21.333333333333332,32.0,RESOLVED,RESOLVED,0,0,0.0,1.1369139964224244,1.1522372450677552,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9991028928901817,True,False
55,98,1,1,71,122,-0.0,-0.0,0.0,0.9985397444739955,0.9985397444739955,0.999916184823137,3,3,21.333333333333332,32.0,RESOLVED,RESOLVED,0,0,0.0,1.1369139964224244,1.152237245067755,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,False,0.9991028928901816,True,False
60,101,1,1,76,125,-0.03428770845658875,-0.0425266433767981,0.1937358386649529,0.9961579636720496,0.9961579636720496,0.9990291491513367,1,1,64.0,96.0,RESOLVED,RESOLVED,0.0182135314122,0.0137925133355,0.00442101807667751,1.255062617051685,1.1930764120502872,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.968391689691321,False,False
61,102,1,1,77,126,0.03428770845658875,0.0425266433767981,0.1937358386649529,0.9961579636720496,0.9961579636720496,0.9990291491513367,1,1,64.0,96.0,RESOLVED,RESOLVED,-0.0182135314122,-0.0137925133355,0.00442101807667751,1.255062617051685,1.1930764120502872,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.968391689691321,False,False
58,104,1,1,74,128,-0.03428770845658873,-0.042526643376798304,0.19373583866495742,0.9961579636720496,0.9961579636720496,0.9990291491513368,1,1,64.0,96.0,RESOLVED,RESOLVED,0.0182135314122,0.0137925133355,0.004421018076678308,1.2550626170516852,1.1930764120502877,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896913203,False,False
59,105,1,1,75,129,0.03428770845658873,0.042526643376798304,0.19373583866495742,0.9961579636720496,0.9961579636720496,0.9990291491513368,1,1,64.0,96.0,RESOLVED,RESOLVED,-0.0182135314122,-0.0137925133355,0.004421018076678308,1.2550626170516852,1.1930764120502877,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9683916896913203,False,False
96,146,1,1,112,170,-0.022151879792053488,-0.025482846260144222,0.13071406679168512,0.9790452312044282,0.9790452312044282,0.9982664354121853,4,4,16.0,24.0,RESOLVED,RESOLVED,0.004072307666,0.018086230616,0.014013922950052271,1.735484847476923,1.760945543822034,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375569504,True,False
97,147,1,1,113,171,0.022151879792053488,0.025482846260144222,0.13071406679168512,0.9790452312044282,0.9790452312044282,0.9982664354121853,4,4,16.0,24.0,RESOLVED,RESOLVED,-0.004072307666,-0.018086230616,0.014013922950052271,1.735484847476923,1.760945543822034,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375569504,True,False
92,148,1,1,108,172,-0.022151879792053575,-0.025482846260144267,0.13071406679168315,0.9790452312044275,0.9790452312044275,0.9982664354121851,4,4,16.0,24.0,RESOLVED,RESOLVED,0.004072307666,0.018086230616,0.014013922950049894,1.7354848474769264,1.7609455438220372,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375569503,True,False
93,149,1,1,109,173,0.022151879792053575,0.025482846260144267,0.13071406679168315,0.9790452312044275,0.9790452312044275,0.9982664354121851,4,4,16.0,24.0,RESOLVED,RESOLVED,-0.004072307666,-0.018086230616,0.014013922950049894,1.7354848474769264,1.7609455438220372,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9673866375569503,True,False
62,106,1,1,78,130,-0.041816115214254226,-0.055745885756102294,0.2498797956640814,0.9879494793343008,0.9879494793343008,0.9946040754059526,1,1,64.0,96.0,RESOLVED,RESOLVED,-0.00418436633514,-0.00872012200596,0.004535755670813322,1.2601023861671679,1.2881925424898004,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9539387371024565,False,False
63,107,1,1,79,131,0.041816115214254226,0.055745885756102294,0.2498797956640814,0.9879494793343008,0.9879494793343008,0.9946040754059526,1,1,64.0,96.0,RESOLVED,RESOLVED,0.00418436633514,0.00872012200596,0.004535755670813322,1.2601023861671679,1.2881925424898004,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9539387371024565,False,False
64,112,1,1,80,136,-0.04181611521425392,-0.0557458857561021,0.2498797956640843,0.9879494793343013,0.9879494793343013,0.9946040754059526,1,1,64.0,96.0,RESOLVED,RESOLVED,-0.00418436633514,-0.00872012200596,0.004535755670813797,1.2601023861671692,1.2881925424898004,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9539387371024562,False,False
65,113,1,1,81,137,0.04181611521425392,0.0557458857561021,0.2498797956640843,0.9879494793343013,0.9879494793343013,0.9946040754059526,1,1,64.0,96.0,RESOLVED,RESOLVED,0.00418436633514,0.00872012200596,0.004535755670813797,1.2601023861671692,1.2881925424898004,mixed,mixed,DIAGNOSTIC,DIAGNOSTIC,False,0.9539387371024562,False,False
