pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_CAC149CF691E,CAND_2B6D07E1127A257F,geometry/CAND_2B6D07E1127A257F.npz,CAND_A0E4FD7B460395F0,geometry/CAND_A0E4FD7B460395F0.npz
PAIR_D0DBAEAE3DA5,CAND_50EE440C11B9E70A,geometry/CAND_50EE440C11B9E70A.npz,CAND_C4E71269EB812234,geometry/CAND_C4E71269EB812234.npz
PAIR_0569CE88E450,CAND_F6F58C27BB8FA0AB,geometry/CAND_F6F58C27BB8FA0AB.npz,CAND_7C22B3A4DC876E71,geometry/CAND_7C22B3A4DC876E71.npz
PAIR_929741144D21,CAND_EE7C0007DEC4B693,geometry/CAND_EE7C0007DEC4B693.npz,CAND_44361971D156A733,geometry/CAND_44361971D156A733.npz
PAIR_F3754037A3A6,CAND_6E910595658512E5,geometry/CAND_6E910595658512E5.npz,CAND_458A6D7D8AE1A1A0,geometry/CAND_458A6D7D8AE1A1A0.npz
PAIR_563C5C7801C6,CAND_7E6EE19627C9C879,geometry/CAND_7E6EE19627C9C879.npz,CAND_AB2EBAFAB00221F7,geometry/CAND_AB2EBAFAB00221F7.npz
PAIR_0063AF8DF657,CAND_0E08053F8C9DF0AE,geometry/CAND_0E08053F8C9DF0AE.npz,CAND_A686F777EF521E0A,geometry/CAND_A686F777EF521E0A.npz
PAIR_D22EDD59BEBA,CAND_8E4ACD3A7BCF9FFC,geometry/CAND_8E4ACD3A7BCF9FFC.npz,CAND_FE4AAB86DA7BF074,geometry/CAND_FE4AAB86DA7BF074.npz
PAIR_B468BCC6BD5D,CAND_44EEAF3C691C16E1,geometry/CAND_44EEAF3C691C16E1.npz,CAND_7791725F8E5A4176,geometry/CAND_7791725F8E5A4176.npz
PAIR_F5C0E5A6B0DE,CAND_3FAF308B1691229D,geometry/CAND_3FAF308B1691229D.npz,CAND_BCE2FC4A663D6859,geometry/CAND_BCE2FC4A663D6859.npz
PAIR_BD23EE3DAFA6,CAND_F6F58C27BB8FA0AB,geometry/CAND_F6F58C27BB8FA0AB.npz,CAND_E496609B198BB5BB,geometry/CAND_E496609B198BB5BB.npz
PAIR_6218AD205ECE,CAND_B199A3A7D3E287CF,geometry/CAND_B199A3A7D3E287CF.npz,CAND_4851E9A77786B257,geometry/CAND_4851E9A77786B257.npz
PAIR_EE51050D9A38,CAND_535E8D80DE987729,geometry/CAND_535E8D80DE987729.npz,CAND_450E91620D2076DF,geometry/CAND_450E91620D2076DF.npz
PAIR_4FBB34C6AA7B,CAND_4B340C1B2DEEAAD3,geometry/CAND_4B340C1B2DEEAAD3.npz,CAND_19E3FF8E3F451A21,geometry/CAND_19E3FF8E3F451A21.npz
PAIR_B8C8351D935F,CAND_7121BFD8186D9CE3,geometry/CAND_7121BFD8186D9CE3.npz,CAND_C536C1E35285DA1C,geometry/CAND_C536C1E35285DA1C.npz
PAIR_E5A9C713CF85,CAND_26868282BBA90857,geometry/CAND_26868282BBA90857.npz,CAND_E7161255F6CA4AB6,geometry/CAND_E7161255F6CA4AB6.npz
PAIR_38CAC5AEDDA5,CAND_7EA02E296B111F96,geometry/CAND_7EA02E296B111F96.npz,CAND_8209E2A400C99B6C,geometry/CAND_8209E2A400C99B6C.npz
PAIR_DAFCC18D9B73,CAND_733A1FEFE6C11CB8,geometry/CAND_733A1FEFE6C11CB8.npz,CAND_F1AEEFC3059ECF86,geometry/CAND_F1AEEFC3059ECF86.npz
PAIR_969A9D547C94,CAND_AFAF0A3CEA47A655,geometry/CAND_AFAF0A3CEA47A655.npz,CAND_E171A800B10EB6DD,geometry/CAND_E171A800B10EB6DD.npz
PAIR_D153BFD20A13,CAND_F6F58C27BB8FA0AB,geometry/CAND_F6F58C27BB8FA0AB.npz,CAND_69225184055C6AC4,geometry/CAND_69225184055C6AC4.npz
PAIR_A71D5B2848C4,CAND_8E4ACD3A7BCF9FFC,geometry/CAND_8E4ACD3A7BCF9FFC.npz,CAND_60E935CB6C951F99,geometry/CAND_60E935CB6C951F99.npz
PAIR_23371C28B298,CAND_7EA29D09C0AFC683,geometry/CAND_7EA29D09C0AFC683.npz,CAND_B6071DAD8C6BF9AC,geometry/CAND_B6071DAD8C6BF9AC.npz
PAIR_765D3D9B9178,CAND_D5FB222FF565F51B,geometry/CAND_D5FB222FF565F51B.npz,CAND_026B7A588CF63848,geometry/CAND_026B7A588CF63848.npz
PAIR_5084598564A9,CAND_1EED66DDE44EA396,geometry/CAND_1EED66DDE44EA396.npz,CAND_CA59232443911CA3,geometry/CAND_CA59232443911CA3.npz
PAIR_FE0815B694EB,CAND_4F0E5FD5990F47F5,geometry/CAND_4F0E5FD5990F47F5.npz,CAND_8E4ACD3A7BCF9FFC,geometry/CAND_8E4ACD3A7BCF9FFC.npz
PAIR_E4941B9E96DF,CAND_EE7C0007DEC4B693,geometry/CAND_EE7C0007DEC4B693.npz,CAND_38FA7100673FFF5F,geometry/CAND_38FA7100673FFF5F.npz
PAIR_44564CB057B2,CAND_2B6D07E1127A257F,geometry/CAND_2B6D07E1127A257F.npz,CAND_5EC945F83B1FCD34,geometry/CAND_5EC945F83B1FCD34.npz
PAIR_FC9AA85FAD84,CAND_BCE2FC4A663D6859,geometry/CAND_BCE2FC4A663D6859.npz,CAND_8B81E5256CED2340,geometry/CAND_8B81E5256CED2340.npz
PAIR_92B517CB4428,CAND_B4FAFE999DF8434D,geometry/CAND_B4FAFE999DF8434D.npz,CAND_0E08053F8C9DF0AE,geometry/CAND_0E08053F8C9DF0AE.npz
PAIR_5B38272DC6F4,CAND_E95D15F44D04ABB4,geometry/CAND_E95D15F44D04ABB4.npz,CAND_94B0A7D3264D59B7,geometry/CAND_94B0A7D3264D59B7.npz
PAIR_86D6C15A967C,CAND_1FC449997B0D10F2,geometry/CAND_1FC449997B0D10F2.npz,CAND_E95D15F44D04ABB4,geometry/CAND_E95D15F44D04ABB4.npz
PAIR_C2376EE15611,CAND_3D076CC7CA2011E9,geometry/CAND_3D076CC7CA2011E9.npz,CAND_F1AEEFC3059ECF86,geometry/CAND_F1AEEFC3059ECF86.npz
PAIR_B855DCE816B9,CAND_AE152BBC9B0B1F15,geometry/CAND_AE152BBC9B0B1F15.npz,CAND_6E910595658512E5,geometry/CAND_6E910595658512E5.npz
PAIR_E6516435B7C6,CAND_6B2347BD1D327EA2,geometry/CAND_6B2347BD1D327EA2.npz,CAND_2B6D07E1127A257F,geometry/CAND_2B6D07E1127A257F.npz
PAIR_081ABED4F15F,CAND_19E3FF8E3F451A21,geometry/CAND_19E3FF8E3F451A21.npz,CAND_BD53948D18718331,geometry/CAND_BD53948D18718331.npz
PAIR_B788EFF381AA,CAND_44EEAF3C691C16E1,geometry/CAND_44EEAF3C691C16E1.npz,CAND_FB3BC61C535C9AAA,geometry/CAND_FB3BC61C535C9AAA.npz
PAIR_B31188B6EB6C,CAND_6E910595658512E5,geometry/CAND_6E910595658512E5.npz,CAND_76BE30E3CEEFF12E,geometry/CAND_76BE30E3CEEFF12E.npz
PAIR_714CE4206FED,CAND_4B8B565EC4D5DC9E,geometry/CAND_4B8B565EC4D5DC9E.npz,CAND_484A6F74481145CD,geometry/CAND_484A6F74481145CD.npz
PAIR_BD950AAAAC79,CAND_0B2A01650C391B94,geometry/CAND_0B2A01650C391B94.npz,CAND_7BC15E9D2A62D08D,geometry/CAND_7BC15E9D2A62D08D.npz
PAIR_03B29CD6DE31,CAND_73C879BBF4EAA02E,geometry/CAND_73C879BBF4EAA02E.npz,CAND_C3684D384DFEFED6,geometry/CAND_C3684D384DFEFED6.npz
PAIR_31C84FD7A822,CAND_B8A70089F1A06777,geometry/CAND_B8A70089F1A06777.npz,CAND_4851E9A77786B257,geometry/CAND_4851E9A77786B257.npz
PAIR_A69C7714ABB1,CAND_D2CA987C30F26186,geometry/CAND_D2CA987C30F26186.npz,CAND_18C2407048E3CFEC,geometry/CAND_18C2407048E3CFEC.npz
PAIR_35166F5D3350,CAND_0DFADF9CA251802F,geometry/CAND_0DFADF9CA251802F.npz,CAND_EC621D3A5CB17879,geometry/CAND_EC621D3A5CB17879.npz
PAIR_48989F325360,CAND_439DD3AB43910ACC,geometry/CAND_439DD3AB43910ACC.npz,CAND_C01CA7F8A42C8991,geometry/CAND_C01CA7F8A42C8991.npz
PAIR_20F7701F2DDA,CAND_82942B3E6F595A77,geometry/CAND_82942B3E6F595A77.npz,CAND_C3684D384DFEFED6,geometry/CAND_C3684D384DFEFED6.npz
PAIR_989E547C74C9,CAND_C01CA7F8A42C8991,geometry/CAND_C01CA7F8A42C8991.npz,CAND_03A4190B313031F8,geometry/CAND_03A4190B313031F8.npz
PAIR_31559AA7D3DF,CAND_507975437FA49BD3,geometry/CAND_507975437FA49BD3.npz,CAND_7B775AAA83754E28,geometry/CAND_7B775AAA83754E28.npz
PAIR_975508CCE1E3,CAND_20FACE5014145BFC,geometry/CAND_20FACE5014145BFC.npz,CAND_BCE2FC4A663D6859,geometry/CAND_BCE2FC4A663D6859.npz
PAIR_EA26469239CF,CAND_3463DF1E3E71604E,geometry/CAND_3463DF1E3E71604E.npz,CAND_E171A800B10EB6DD,geometry/CAND_E171A800B10EB6DD.npz
PAIR_381B0CEEFBB4,CAND_6E1989A5D9E6234E,geometry/CAND_6E1989A5D9E6234E.npz,CAND_857848BCEF7984B3,geometry/CAND_857848BCEF7984B3.npz
PAIR_E4A44C2793CE,CAND_E171A800B10EB6DD,geometry/CAND_E171A800B10EB6DD.npz,CAND_18A39C9CAD871F53,geometry/CAND_18A39C9CAD871F53.npz
PAIR_D1FD072DF3B6,CAND_574117B1514523EA,geometry/CAND_574117B1514523EA.npz,CAND_38A947C96DB9A46E,geometry/CAND_38A947C96DB9A46E.npz
PAIR_027712E40BBC,CAND_4B62F08D2F31A5A7,geometry/CAND_4B62F08D2F31A5A7.npz,CAND_8E4ACD3A7BCF9FFC,geometry/CAND_8E4ACD3A7BCF9FFC.npz
