old_path,new_path,domain,letter,catalog_id,kind,phase,junction,status,note
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134316_465867a7_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134316_465867a7_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134656_2e53f61f_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_134656_2e53f61f_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135001_20a02a5f_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135001_20a02a5f_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135029_04f77d71_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135029_04f77d71_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135047_26adf605_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135047_26adf605_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135111_ee0007ac_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135111_ee0007ac_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135604_7158fa05_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135604_7158fa05_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135806_7cad7699_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135806_7cad7699_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135831_6ba39afc_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135831_6ba39afc_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135902_ddf23801_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_135902_ddf23801_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140325_34c61090_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140325_34c61090_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140645_85c45120_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140645_85c45120_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140706_8035cd7e_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_140706_8035cd7e_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141002_ca4e4dd5_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141002_ca4e4dd5_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141041_bebde25f_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141041_bebde25f_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141138_51c55fe5_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141138_51c55fe5_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141435_2b6b70cf_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141435_2b6b70cf_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141506_0e756334_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141506_0e756334_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141632_1dee1a7e_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141632_1dee1a7e_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141651_c335e71b_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P2_Q3_20260121_141651_c335e71b_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_165840_e06f53b1_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_165840_e06f53b1_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_165840_e06f53b1_ALL.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_165840_e06f53b1_ALL.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_170240_5a4055b5_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_170240_5a4055b5_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_170255_5a33523a_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_170255_5a33523a_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_171531_aa6eea51_000.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/TorusKnot_P3_Q2_20260110_171531_aa6eea51_000.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/3d-mesh/trefoil_exports/trefoil_all.stl,03_data/D_generated/D001_3d_exports/3d-mesh/trefoil_exports/trefoil_all.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/CFFFP_trefoil_helix_tube.3mf,03_data/D_generated/D001_3d_exports/CFFFP_trefoil_helix_tube.3mf,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/3d_sliced/rodin 90mm.gcode,03_data/D_generated/D001_3d_exports/Python/3d_sliced/rodin 90mm.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/3d_sliced/rodin 90mm_Fast.gcode,03_data/D_generated/D001_3d_exports/Python/3d_sliced/rodin 90mm_Fast.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/3d_sliced/rodin 90mm_Standard.gcode,03_data/D_generated/D001_3d_exports/Python/3d_sliced/rodin 90mm_Standard.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/3d_sliced/rodin 9cm.gcode,03_data/D_generated/D001_3d_exports/Python/3d_sliced/rodin 9cm.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/blender_mold/torus_grooved_full_20260108_204843.stl,03_data/D_generated/D001_3d_exports/Python/blender_mold/torus_grooved_full_20260108_204843.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/torus_grooved_6lane.stl,03_data/D_generated/D001_3d_exports/Python/torus_grooved_6lane.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Python/torus_grooved_full.stl,03_data/D_generated/D001_3d_exports/Python/torus_grooved_full.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/30cm_axle.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/30cm_axle.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_from_uploaded_source_centered.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_from_uploaded_source_centered.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_hopf_link_smooth.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_hopf_link_smooth.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_hopf_link_smooth.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_hopf_link_smooth.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_parametric_fitted_lanes_v1.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_part_1.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_part_1.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_part_2.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_part_2.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_part_3.obj,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_part_3.obj,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/Archive/triple_gear_reverse_engineered.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/Archive/triple_gear_reverse_engineered.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/baseplate_and_axle_5mm_for_triple_gear.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/baseplate_and_axle_5mm_for_triple_gear.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/CFFFP_trefoil_core_plus_blade_connector_v3.gcode,03_data/D_generated/D001_3d_exports/Triple_Gear/CFFFP_trefoil_core_plus_blade_connector_v3.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v2.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v2.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v3.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v3.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v4.1 (1).stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v4.1 (1).stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v4.1.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v4.1.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v4.1_10_turns.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v4.1_10_turns.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v4.2.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v4.2.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_core_plus_blade_connector_v4.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_core_plus_blade_connector_v4.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_helix_tube.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_helix_tube.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/trefoil_threeblade_sweep.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/trefoil_threeblade_sweep.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_from_uploaded_source_centered.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_from_uploaded_source_centered.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_part_1.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_part_1.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_part_2.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_part_2.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_part_3.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_part_3.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_solid_with_mark.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_solid_with_mark.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/Triple_Gear/triple_gear_with_mark.stl,03_data/D_generated/D001_3d_exports/Triple_Gear/triple_gear_with_mark.stl,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/triple_gear_from_uploaded_source_centered.gcode,03_data/D_generated/D001_3d_exports/triple_gear_from_uploaded_source_centered.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
04_tools/C_fabrication/C001_3d_models/triple_gear_with_mark.gcode,03_data/D_generated/D001_3d_exports/triple_gear_with_mark.gcode,03_data,D_generated,D001,output,SP06,no,verified,generated geometry split out of the 3D tool family
KnotPlot/*.kps,04_tools/A_geometry/A001_knotplot,04_tools,A_geometry,A001,tooling,SP07,no,verified,KnotPlot scene scripts
KnotPlot/*.lnk,04_tools/A_geometry/A001_knotplot,04_tools,A_geometry,A001,tooling,SP07,no,verified,shortcut to the external KnotPlot executable
KnotPlot/*.js,04_tools/A_geometry/A001_knotplot,04_tools,A_geometry,A001,tooling,SP07,no,verified,generated knot data consumed by the vortexlab app
KnotPlot/*.md,04_tools/A_geometry/A001_knotplot,04_tools,A_geometry,A001,tooling,SP07,no,verified,tool documentation
KnotPlot/run_build*.cmd,04_tools/A_geometry/A001_knotplot,04_tools,A_geometry,A001,tooling,SP07,no,verified,build wrappers
KnotPlot/KnotPlot.zip,09_archive/restore/KnotPlot,09_archive,,,archive,SP07,no,verified,tool distribution archive
KnotPlot/trefoil_relaxed_*,03_data/D_generated/knotplot_reference,03_data,D_generated,,output,SP07,no,verified,relaxed trefoil reference artefacts
KnotPlot/ideal_3_1_from_kp_radius.txt,03_data/D_generated/knotplot_reference/ideal_3_1_from_kp_radius.txt,03_data,D_generated,,data,SP07,no,verified,"single-file row: destination must name the file, not the folder"
