time_hat,a2_re,a2_im,a3_re,a3_im,a4_re,a4_im,a5_re,a5_im,a6_re,a6_im,a7_re,a7_im
0.642,-0.005576955923956581,-0.00014289482856554177,0.0038710302892691704,0.004630171172827233,0.0007101895771975318,-0.0057369370124728016,3.982698831854394e-07,-0.0004550356010838469,0.00011978545290836301,-0.00022980284411128573,-0.004777552649798662,0.0033644481651579697
0.648,-0.005601307709867135,6.909298133995177e-05,0.00418193339459598,0.0043556090717604265,0.00012768890880247548,-0.0057901214892092795,-6.790371854716905e-05,-0.00045238488417730387,8.7469818069769e-05,-0.0002453318833299876,-0.0041845893645440675,0.004111419359809366
0.654,-0.005617681932642143,0.0002811526440105773,0.004473567901927938,0.004058017750133413,-0.00045538793634013056,-0.005783524513564544,-0.00013542683711771858,-0.00043935626361222657,5.317578696692601e-05,-0.00025593707787472113,-0.0034744703723834248,0.0047487813875094
0.66,-0.005626109805924501,0.0004931123409872135,0.004744076962491152,0.0037384570436317655,-0.0010331226142866606,-0.005717794995297622,-0.0002006013227118888,-0.00041611953748747397,1.7662938256202652e-05,-0.0002613551325595408,-0.0026673149708933298,0.005258511374286285
0.666,-0.005626601531001162,0.0007048139822740959,0.004991621711593144,0.003398174712633112,-0.0015997719723582632,-0.005594148857393903,-0.0002618886909736438,-0.0003830872118308357,-1.8272825230016432e-05,-0.00026144147113934364,-0.0017859939084863999,0.0056262102263970794
0.672,-0.005619142325779626,0.0009161045186082705,0.005214406927478904,0.0030386195983303846,-0.0021498128164032754,-0.005414330390077935,-0.0003178198795201854,-0.00034090962625708625,-5.381826492391003e-05,-0.00025617583935860343,-0.0008554769738896785,0.005841513142635438
0.678,-0.005603691390251318,0.001126826026501077,0.005410711007867808,0.002661450011227278,-0.002677978046746223,-0.0051805728418435676,-0.00036703284557880553,-0.00029046378694922424,-8.816276474024913e-05,-0.00024566480225940126,9.787969002587448e-05,0.005898383956257674
0.684,-0.005580184116082781,0.0013368056181215847,0.005578919206152473,0.002268536206265208,-0.003179285404657755,-0.004895560290484288,-0.00040830852417882905,-0.00023283588856769493,-0.00012051873139944254,-0.00023014092886558974,0.001047085730259263,0.0057952848202423735
0.6900000000000001,-0.005548537468275593,0.001545846294245188,0.005717558747823502,0.001861956045266419,-0.0036490605957733503,-0.0045623922483837304,-0.00044060400551161833,-0.00016929771868987552,-0.00015014185626696175,-0.00020995854973660687,0.001965286260339983,0.005535216452586315
0.6960000000000001,-0.005508658084557975,0.0017537197846531748,0.005825334184324844,0.0014439832943127727,-0.004082956846322171,-0.00418455173732576,-0.00046308179094624704,-0.00010127737655353172,-0.00017635062224476378,-0.00018558608230079265,0.0028265266832106983,0.005125627975227727
0.7020000000000001,-0.005460452303183382,0.0019601622125167057,0.005901161176052451,0.0010170684381597477,-0.004476972972251027,-0.0037658768070066547,-0.00047513404873071455,-3.0324987642860266e-05,-0.00019854442685999715,-0.00015759504205157897,0.003606490462636126,0.004578199212087586
0.708,-0.005403837087069835,0.0021648731013770035,0.005944196864461883,0.0005838123852293629,-0.004827471803547508,-0.003310534760953999,-0.00047640091891104316,4.1925662897564914e-05,-0.00021621970936907663,-0.00012664598850762416,0.004283188481202457,0.003908502060393837
0.714,-0.0053387506955364684,0.002367517854606379,0.005953865118659702,0.00014693393875579694,-0.005131200342242232,-0.0028229977787177056,-0.00046678211064481775,0.00011379844423768486,-0.0002289835188553763,-9.347178469897455e-05,0.00483758009407422,0.003135551112277809
0.72,-0.005265161981981751,0.0025677334273954203,0.005929875228176482,-0.0002907676339879029,-0.005385312406416042,-0.002308018250283303,-0.0004464412833925409,0.00018361784829940692,-0.0002365640421937746,-5.88586677507314e-05,0.005254108067941546,0.002281256971258652
