file,family,topology_class,seed_kind,q,h,p,replicate,seed_file,seed_sha256,geometry_ok,separation_ratio,n,rg,length,ds_cv,min_nonlocal_vertex_distance
knot_0.1/knot_0p1_qm0p1_h0_p0.txt,knot_0.1,0.1,knot,-0.1,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.8976431846803914,384,0.4519225667824788,2.8394839924430997,0.00856818813164446,0.029494844178335998
knot_0.1/knot_0p1_qm0p05_h0_p0.txt,knot_0.1,0.1,knot,-0.05,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9488299513255356,384,0.47702935891960585,2.9972331868702775,0.004047727970584033,0.03117674377046505
knot_0.1/knot_0p1_qm0p02_h0_p0.txt,knot_0.1,0.1,knot,-0.02,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9795420118136379,384,0.4920934349607313,3.0918827062848986,0.001556864285828745,0.032185883542204904
knot_0.1/knot_0p1_q0_hm0p1_p0.txt,knot_0.1,0.1,knot,0,-0.1,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0968239957170038,384,0.5523497437818079,3.4704808008681858,0.007047950295824298,0.03603954599872715
knot_0.1/knot_0p1_q0_hm0p05_p0.txt,knot_0.1,0.1,knot,0,-0.05,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0484304425623625,384,0.5272429476204803,3.31273159181419,0.0037016363564460466,0.034449426078148264
knot_0.1/knot_0p1_q0_hm0p02_p0.txt,knot_0.1,0.1,knot,0,-0.02,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0193943108260082,384,0.5121788704634002,3.218082068343579,0.0015363761604634456,0.03349535413094094
knot_0.1/knot_0p1_q0_h0_pm0p1.txt,knot_0.1,0.1,knot,0,0,-0.1,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.7764075059225832,384,0.5046346806319568,19.946529395196826,0.6598459602255493,0.025511270844473348
knot_0.1/knot_0p1_q0_h0_pm0p05.txt,knot_0.1,0.1,knot,0,0,-0.05,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.8879661283365384,384,0.5027615578592203,10.570787668264366,0.5869571391803008,0.02917687455094051
knot_0.1/knot_0p1_q0_h0_pm0p02.txt,knot_0.1,0.1,knot,0,0,-0.02,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.9551506535715746,384,0.502236081990731,5.319089671300465,0.380988187891463,0.03138442999927651
knot_0.1/knot_0p1_q0_h0_p0.txt,knot_0.1,0.1,knot,0.0,0.0,0.0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0,384,0.50213615260605,3.154982386928924,2.0988069664831242e-05,0.032858094041941316
knot_0.1/knot_0p1_q0_h0_p0p02.txt,knot_0.1,0.1,knot,0,0,0.02,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.9545209229131004,384,0.5022367079566832,5.319584375269793,0.38070938782979985,0.03136373825007927
knot_0.1/knot_0p1_q0_h0_p0p05.txt,knot_0.1,0.1,knot,0,0,0.05,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.887951645545512,384,0.5027631211370281,10.572093645375137,0.5866744561454963,0.029176398674030973
knot_0.1/knot_0p1_q0_h0_p0p1.txt,knot_0.1,0.1,knot,0,0,0.1,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,false,0.7827457656210016,384,0.5046377955775302,19.949021144340236,0.6595743741605312,0.025719533977706228
knot_0.1/knot_0p1_q0_h0p02_p0.txt,knot_0.1,0.1,knot,0,0.02,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9795420118136379,384,0.4920934349607313,3.0918827062848986,0.001556864285828745,0.032185883542204904
knot_0.1/knot_0p1_q0_h0p05_p0.txt,knot_0.1,0.1,knot,0,0.05,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.9488299513255356,384,0.47702935891960585,2.9972331868702775,0.004047727970584033,0.03117674377046505
knot_0.1/knot_0p1_q0_h0p1_p0.txt,knot_0.1,0.1,knot,0,0.1,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,0.8976431846803914,384,0.4519225667824788,2.8394839924430997,0.00856818813164446,0.029494844178335998
knot_0.1/knot_0p1_q0p02_h0_p0.txt,knot_0.1,0.1,knot,0.02,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0193943108260082,384,0.5121788704634002,3.218082068343579,0.0015363761604634456,0.03349535413094094
knot_0.1/knot_0p1_q0p05_h0_p0.txt,knot_0.1,0.1,knot,0.05,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0484304425623625,384,0.5272429476204803,3.31273159181419,0.0037016363564460466,0.034449426078148264
knot_0.1/knot_0p1_q0p1_h0_p0.txt,knot_0.1,0.1,knot,0.1,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_0.1_final.txt,6f89c421965ed6cc2ae690cdf9f6a39f80ca4faeb0d9cbb331d81e47a624c1fc,true,1.0968239957170038,384,0.5523497437818079,3.4704808008681858,0.007047950295824298,0.03603954599872715
knot_10.123/knot_10p123_qm0p1_h0_p0.txt,knot_10.123,10.123,knot,-0.1,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,false,0.7328341968214178,384,1.6520461312187602,41.236518629320386,0.15391815404980047,0.34557679812769243
knot_10.123/knot_10p123_qm0p05_h0_p0.txt,knot_10.123,10.123,knot,-0.05,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,true,0.8703189092608107,384,1.7311919464586627,43.65643808946115,0.07265901694000611,0.4104093713378231
knot_10.123/knot_10p123_qm0p02_h0_p0.txt,knot_10.123,10.123,knot,-0.02,0,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,true,0.9523301930840206,384,1.7792026075221685,45.16842002531847,0.027942592655961523,0.44908278068047236
knot_10.123/knot_10p123_q0_hm0p1_p0.txt,knot_10.123,10.123,knot,0,-0.1,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,false,0.8595362714047488,384,1.8607733351128692,46.609283389654095,0.11345755527096361,0.40532468849710634
knot_10.123/knot_10p123_q0_hm0p05_p0.txt,knot_10.123,10.123,knot,0,-0.05,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,true,0.9352789225066673,384,1.8340218233606471,46.22129344923524,0.05634054816787878,0.4410420485262023
knot_10.123/knot_10p123_q0_hm0p02_p0.txt,knot_10.123,10.123,knot,0,-0.02,0,0,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_10.123_final.txt,7c3d634f3c6df14908cb935ca7636834488b6afc8d112c85bc7b8a6ad603066c,true,0.980769221277639,384,1.8199467343814433,46.162661999890766,0.022353221988488773,0.46249354719169833
