blind_id,source,status,core_clearance_radii,shape_velocity_ratio,normalized_growth,cross_jacobian_fraction,cross_growth_improvement,nearest_pair_cross_rate,control_growth_delta,jacobian_convergence
B01,knotplot_final,FAIL,1.111111111111111,0.32217662680018544,0.7978293089341085,0.8162246190355553,-0.5350206526168025,0.02564257594014413,0.00501764300108587,0.005651185598984445
B02,fremlin_fseries,FAIL,1.1111111111111112,0.34295965515589133,0.8880253693339969,0.9811847000237771,-0.43194053116667247,0.11699390245726299,-0.02193153791580882,0.00475917356118069
