carrier_id,helix_turns,hole_clearance,max_abs_gauss_link,n_threads,status
TORUS_T2_3,1.0,0.6618174420968784,2.0022688138554408,3,PASS
TORUS_T2_5,1.0,0.672276080607461,2.0004694618545025,3,PASS
TORUS_T2_7,1.0,0.6747152195687994,1.997980261142313,3,PASS
TORUS_T2_9,1.0,0.6720434371057341,1.9948666376422142,3,PASS
TWIST_4_1,1.0,0.2780694140475547,1.0221324512036254,3,PASS
TWIST_5_2,1.0,0.30808863531889563,1.0192293587388626,3,PASS
TWIST_6_1,1.0,0.21366535265615413,2.162624223642834,3,PASS
TWIST_7_2,1.0,0.23025806603043095,3.327913797296761,3,PASS
TRIPLE_GEAR_T3_3,1.0,0.6675345113012162,1.0004935484810606,3,PASS
