pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,db2a918a19624ece,d20f4f98a2178963,geometry/db2a918a19624ece.npz,geometry/d20f4f98a2178963.npz
P00001,89f8e5560495b77d,af7905f2e5c84295,geometry/89f8e5560495b77d.npz,geometry/af7905f2e5c84295.npz
P00002,322bef794a2075e3,79bf1614eed53300,geometry/322bef794a2075e3.npz,geometry/79bf1614eed53300.npz
P00003,b17aa20d5fcfea6e,ba227d7c959e389b,geometry/b17aa20d5fcfea6e.npz,geometry/ba227d7c959e389b.npz
P00004,6e675782d30a71cc,5292a2a166020689,geometry/6e675782d30a71cc.npz,geometry/5292a2a166020689.npz
P00005,a106f7e2eab9911e,80b24c9085bb25c4,geometry/a106f7e2eab9911e.npz,geometry/80b24c9085bb25c4.npz
P00006,23f8588ea5a1df40,f53763e3c53c6ff7,geometry/23f8588ea5a1df40.npz,geometry/f53763e3c53c6ff7.npz
P00007,48fe1df7904beb7e,6a867330f8b69335,geometry/48fe1df7904beb7e.npz,geometry/6a867330f8b69335.npz
P00008,3b5566fadf6abca9,c0203dc7a6c1768c,geometry/3b5566fadf6abca9.npz,geometry/c0203dc7a6c1768c.npz
P00009,433902d46eac3f5b,d690e72ff20f183d,geometry/433902d46eac3f5b.npz,geometry/d690e72ff20f183d.npz
P00010,ea421d96de91e3a6,828898dd6341f5e5,geometry/ea421d96de91e3a6.npz,geometry/828898dd6341f5e5.npz
P00011,b7b7a9bed3640c15,ba45f288e6ce3316,geometry/b7b7a9bed3640c15.npz,geometry/ba45f288e6ce3316.npz
P00012,2b34d817c1913abd,87cea5ccb8da3f01,geometry/2b34d817c1913abd.npz,geometry/87cea5ccb8da3f01.npz
P00013,988fd4d93a5b102d,ff2a54a9793c1d84,geometry/988fd4d93a5b102d.npz,geometry/ff2a54a9793c1d84.npz
P00014,c87bad0a8ebbaae1,beaa7776039cf04f,geometry/c87bad0a8ebbaae1.npz,geometry/beaa7776039cf04f.npz
P00015,a667e11d230966a7,3d26b208c21d59c1,geometry/a667e11d230966a7.npz,geometry/3d26b208c21d59c1.npz
P00016,3a1bfa0304f7daa1,a03fe00e75ceeac3,geometry/3a1bfa0304f7daa1.npz,geometry/a03fe00e75ceeac3.npz
P00017,ee371d1db597f157,7d5c9f1e5cafa1f8,geometry/ee371d1db597f157.npz,geometry/7d5c9f1e5cafa1f8.npz
P00018,5c12d213b12e365a,111ffc9ae4245f0d,geometry/5c12d213b12e365a.npz,geometry/111ffc9ae4245f0d.npz
P00019,11245f64ba087a1f,040eee6af940aefa,geometry/11245f64ba087a1f.npz,geometry/040eee6af940aefa.npz
P00020,71466787866838ac,ae899a150f8d0305,geometry/71466787866838ac.npz,geometry/ae899a150f8d0305.npz
P00021,93cc83dd3d19f4e8,cb53cc7b5645980c,geometry/93cc83dd3d19f4e8.npz,geometry/cb53cc7b5645980c.npz
P00022,838609f54264c0af,3b52bfbab8867b58,geometry/838609f54264c0af.npz,geometry/3b52bfbab8867b58.npz
P00023,adbd79a2ee8efbc3,a694fbb90e2d764d,geometry/adbd79a2ee8efbc3.npz,geometry/a694fbb90e2d764d.npz
P00024,3d5a2fb5986e1fa2,45c90650e69dcdf9,geometry/3d5a2fb5986e1fa2.npz,geometry/45c90650e69dcdf9.npz
P00025,6061cbbf44a66389,63fcbbfb888da53a,geometry/6061cbbf44a66389.npz,geometry/63fcbbfb888da53a.npz
P00026,4ed0c655c61b7e17,00dbb0fff1c643a4,geometry/4ed0c655c61b7e17.npz,geometry/00dbb0fff1c643a4.npz
P00027,ca10a827ae7e1710,869d836fe56a50ea,geometry/ca10a827ae7e1710.npz,geometry/869d836fe56a50ea.npz
P00028,a3d697a8cdf18fa1,d08506da3f1330e8,geometry/a3d697a8cdf18fa1.npz,geometry/d08506da3f1330e8.npz
P00029,ff05549ae6791959,03dfc53cbaa1a506,geometry/ff05549ae6791959.npz,geometry/03dfc53cbaa1a506.npz
P00030,27cee1796e2b618b,00882db8291a118b,geometry/27cee1796e2b618b.npz,geometry/00882db8291a118b.npz
P00031,dd1793b63a58e053,a9039e0315e2cf3e,geometry/dd1793b63a58e053.npz,geometry/a9039e0315e2cf3e.npz
