candidate,family,swept_variable,swept_value,checkpoint,n_points,length,rg,bbox_x,bbox_y,bbox_z,min_nonlocal_point_distance,thickness_proxy,ropelength_proxy,turn_mean,turn_max,sha256
F12_MB,force_ablation,forces,MB,i10000,300,300.0037381195071,23.441316550017095,58.51003,51.682484,22.152042,6.841706797457708,3.420853398728854,87.69850769722686,0.04675759199353398,0.28106714501323343,cc2853ffe31814a3679615baab4152f6a9f278b1d8e0bf891dad00dd90d2cf87
F13_MEB,force_ablation,forces,MEB,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
F13_MEB,force_ablation,forces,MEB,i01000,300,332.05030738845477,25.243291272654414,61.93012,54.89932,25.405024,7.686975486262072,3.843487743131036,86.39296638369277,0.049421856373842644,0.06148687165665267,b022a364890576bb36558945f788a13d1910b8ee02befed910a78bcef50eb458
F13_MEB,force_ablation,forces,MEB,i04000,300,335.8667442195778,25.470615154950796,62.41874,55.332732,25.846294,7.780838580629726,3.890419290314863,86.33175993541693,0.049786868839970765,0.06066045601446102,8cca5a8c392ca1fd57d657460bec8f68cf32dbd7f7759419f144c7cf3d2dd1f6
F13_MEB,force_ablation,forces,MEB,i10000,300,336.1003422030651,25.497763373115028,62.455406,55.378162,25.898114,7.785073272234565,3.8925366361172826,86.3448115258634,0.049643471234566076,0.06099978428898635,8f0e5d2d7d8c6f5e62b19ccb85b9df56bef99512246c5a3dd4236203fce30665
C20_ME_q3p75,charge_ME,charge,3.75,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
C20_ME_q3p75,charge_ME,charge,3.75,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
C20_ME_q3p75,charge_ME,charge,3.75,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
C20_ME_q3p75,charge_ME,charge,3.75,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
C21_ME_q7p5,charge_ME,charge,7.5,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
C21_ME_q7p5,charge_ME,charge,7.5,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
C21_ME_q7p5,charge_ME,charge,7.5,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
C21_ME_q7p5,charge_ME,charge,7.5,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
C22_ME_q15p0,charge_ME,charge,15,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
C22_ME_q15p0,charge_ME,charge,15,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
C22_ME_q15p0,charge_ME,charge,15,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
C22_ME_q15p0,charge_ME,charge,15,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
C23_ME_q30p0,charge_ME,charge,30,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
C23_ME_q30p0,charge_ME,charge,30,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
C23_ME_q30p0,charge_ME,charge,30,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
C23_ME_q30p0,charge_ME,charge,30,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
C24_ME_q60p0,charge_ME,charge,60,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
C24_ME_q60p0,charge_ME,charge,60,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
C24_ME_q60p0,charge_ME,charge,60,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
C24_ME_q60p0,charge_ME,charge,60,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
B30_MB_ben0p25,bencon_MB,bencon,0.25,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
B30_MB_ben0p25,bencon_MB,bencon,0.25,i01000,300,303.0875087695128,23.62040327835167,58.510002,51.68247,22.149362,6.9038614259397635,3.4519307129698817,87.80231527554338,0.04743347561486618,0.1839982395216508,4692194bd0643110236d7c95b055c2d3eb5471f1b436d34f47492f90594cb5ac
B30_MB_ben0p25,bencon_MB,bencon,0.25,i04000,300,300.0040514736387,23.441320624790425,58.510002,51.68247,22.149362,6.841702911387267,3.4208514556936334,87.69864911097345,0.04675747908366007,0.2810684193215076,682919edfc957fb61f209b42c301997ceab0b0690496d3625b52bf871f938e92
B30_MB_ben0p25,bencon_MB,bencon,0.25,i10000,300,300.0040514736387,23.441320624790425,58.510002,51.68247,22.149362,6.841702911387267,3.4208514556936334,87.69864911097345,0.04675747908366007,0.2810684193215076,682919edfc957fb61f209b42c301997ceab0b0690496d3625b52bf871f938e92
B31_MB_ben0p5,bencon_MB,bencon,0.5,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
B31_MB_ben0p5,bencon_MB,bencon,0.5,i01000,300,303.0864339275685,23.62033518042097,58.510012,51.682476,22.15202,6.903862173785409,3.4519310868927047,87.80199439044864,0.047433479517961515,0.18399823952165142,d228f6e6bddac6bed0621e6e0bd34addc0afa5495bd57493b9dc5ca85f4f7695
B31_MB_ben0p5,bencon_MB,bencon,0.5,i04000,300,300.0040460445513,23.441262779715537,58.510012,51.682476,22.15202,6.841703720967167,3.4208518604835834,87.69863714652107,0.04675740785371921,0.28106690377640275,f197debf143cb06dd3710df9d3eb12c17e3cedfb9dc7f425e4472e405563abd0
B31_MB_ben0p5,bencon_MB,bencon,0.5,i10000,300,300.0040460445513,23.441262779715537,58.510012,51.682476,22.15202,6.841703720967167,3.4208518604835834,87.69863714652107,0.04675740785371921,0.28106690377640275,f197debf143cb06dd3710df9d3eb12c17e3cedfb9dc7f425e4472e405563abd0
B32_MB_ben1p0,bencon_MB,bencon,1,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
B32_MB_ben1p0,bencon_MB,bencon,1,i01000,300,303.08578466346245,23.620371422488255,58.51003,51.682484,22.152042,6.903864474496801,3.4519322372484007,87.8017770432996,0.04743347813244,0.1713235107972172,ac58367d3bb86e589249aeac273b6b4e744441bc40d6337f9549fe57eb4b93a4
B32_MB_ben1p0,bencon_MB,bencon,1,i04000,300,300.0037381195071,23.441316550017095,58.51003,51.682484,22.152042,6.841706797457708,3.420853398728854,87.69850769722686,0.04675759199353398,0.28106714501323343,cc2853ffe31814a3679615baab4152f6a9f278b1d8e0bf891dad00dd90d2cf87
B32_MB_ben1p0,bencon_MB,bencon,1,i10000,300,300.0037381195071,23.441316550017095,58.51003,51.682484,22.152042,6.841706797457708,3.420853398728854,87.69850769722686,0.04675759199353398,0.28106714501323343,cc2853ffe31814a3679615baab4152f6a9f278b1d8e0bf891dad00dd90d2cf87
B33_MB_ben2p0,bencon_MB,bencon,2,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
B33_MB_ben2p0,bencon_MB,bencon,2,i01000,300,303.0816910010906,23.61995091560715,58.508208,51.682502,22.152062,6.890579199094586,3.445289599547293,87.96987372002492,0.047433378772027475,0.23349175654213258,b17f2f6302265f1a3c6cd73e2a3492524b9ec33b7b50e1c75d19fbf565db5986
B33_MB_ben2p0,bencon_MB,bencon,2,i04000,300,300.0040890128431,23.44120609622857,58.508208,51.682502,22.152062,6.852550924193267,3.4262754620966334,87.55982767049974,0.04675703935428291,0.27457145475877437,4decfb16ad28bf400b5b5692a12cf98a09bfb5ec671f0153434a1869c432c005
B33_MB_ben2p0,bencon_MB,bencon,2,i10000,300,300.0040890128431,23.44120609622857,58.508208,51.682502,22.152062,6.852550924193267,3.4262754620966334,87.55982767049974,0.04675703935428291,0.27457145475877437,4decfb16ad28bf400b5b5692a12cf98a09bfb5ec671f0153434a1869c432c005
B34_MB_ben4p0,bencon_MB,bencon,4,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
B34_MB_ben4p0,bencon_MB,bencon,4,i01000,300,303.08158843911764,23.61986474322902,58.50828,51.680348,22.142272,6.890585919326889,3.4452929596634445,87.96975815627718,0.04743336515359762,0.23360341668061974,380bd4654cd1d46a158f4e251f03c36deba055888f18d9bdd49527947b45a848
B34_MB_ben4p0,bencon_MB,bencon,4,i04000,300,300.00429613923126,23.441368543404412,58.50828,51.680348,22.142272,6.852560165037663,3.4262800825188315,87.5597700462021,0.0467573991331961,0.27543047358235345,21c2dd3ba2c290010c5db3febbbda4e805ed1e18f6beb5c91fee322fff6dfbde
B34_MB_ben4p0,bencon_MB,bencon,4,i10000,300,300.00429613923126,23.441368543404412,58.50828,51.680348,22.142272,6.852560165037663,3.4262800825188315,87.5597700462021,0.0467573991331961,0.27543047358235345,21c2dd3ba2c290010c5db3febbbda4e805ed1e18f6beb5c91fee322fff6dfbde
P40_ME_pow4p0,power_ME,power,4,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
P40_ME_pow4p0,power_ME,power,4,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
P40_ME_pow4p0,power_ME,power,4,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
P40_ME_pow4p0,power_ME,power,4,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
P41_ME_pow5p0,power_ME,power,5,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
P41_ME_pow5p0,power_ME,power,5,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
P41_ME_pow5p0,power_ME,power,5,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
P41_ME_pow5p0,power_ME,power,5,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
P42_ME_pow6p0,power_ME,power,6,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
P42_ME_pow6p0,power_ME,power,6,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
P42_ME_pow6p0,power_ME,power,6,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
P42_ME_pow6p0,power_ME,power,6,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
P43_ME_pow7p0,power_ME,power,7,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
P43_ME_pow7p0,power_ME,power,7,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
P43_ME_pow7p0,power_ME,power,7,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
P43_ME_pow7p0,power_ME,power,7,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
P44_ME_pow8p0,power_ME,power,8,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
P44_ME_pow8p0,power_ME,power,8,i01000,300,332.04985058650215,25.243260457801572,61.929198,54.899814,25.404768,7.687118194703528,3.843559097351764,86.39124368226484,0.0494220069605876,0.06143624018483351,a37238867ffda6156778296bee7e2b31715add7184e69b416a3ac4b510339e0a
P44_ME_pow8p0,power_ME,power,8,i04000,300,335.86672622052015,25.470607214612954,62.418418,55.332914,25.846112,7.780857833317159,3.8904289166585797,86.33154169257772,0.049786901834033274,0.06064777953874138,06812d6af23046eed8b4d0b777cd4b46488311e75a8f8e29ad4f9da09b9b6f3b
P44_ME_pow8p0,power_ME,power,8,i10000,300,336.1003391511016,25.49775715705142,62.45533,55.378188,25.898056,7.785079121754576,3.892539560877288,86.34474586440744,0.049643530778308194,0.06099659310843641,204a86b4d3597f8a661b3e96c39a97634ca53c7fa63005a59d15fab29f82f058
D50_MEB_close0p5,close_MEB,close,0.5,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
D50_MEB_close0p5,close_MEB,close,0.5,i01000,300,332.05030738845477,25.243291272654414,61.93012,54.89932,25.405024,7.686975486262072,3.843487743131036,86.39296638369277,0.049421856373842644,0.06148687165665267,b022a364890576bb36558945f788a13d1910b8ee02befed910a78bcef50eb458
D50_MEB_close0p5,close_MEB,close,0.5,i04000,300,335.8667442195778,25.470615154950796,62.41874,55.332732,25.846294,7.780838580629726,3.890419290314863,86.33175993541693,0.049786868839970765,0.06066045601446102,8cca5a8c392ca1fd57d657460bec8f68cf32dbd7f7759419f144c7cf3d2dd1f6
D50_MEB_close0p5,close_MEB,close,0.5,i10000,300,336.1003422030651,25.497763373115028,62.455406,55.378162,25.898114,7.785073272234565,3.8925366361172826,86.3448115258634,0.049643471234566076,0.06099978428898635,8f0e5d2d7d8c6f5e62b19ccb85b9df56bef99512246c5a3dd4236203fce30665
D51_MEB_close0p65,close_MEB,close,0.65,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
D51_MEB_close0p65,close_MEB,close,0.65,i01000,300,332.05030738845477,25.243291272654414,61.93012,54.89932,25.405024,7.686975486262072,3.843487743131036,86.39296638369277,0.049421856373842644,0.06148687165665267,b022a364890576bb36558945f788a13d1910b8ee02befed910a78bcef50eb458
D51_MEB_close0p65,close_MEB,close,0.65,i04000,300,335.8667442195778,25.470615154950796,62.41874,55.332732,25.846294,7.780838580629726,3.890419290314863,86.33175993541693,0.049786868839970765,0.06066045601446102,8cca5a8c392ca1fd57d657460bec8f68cf32dbd7f7759419f144c7cf3d2dd1f6
D51_MEB_close0p65,close_MEB,close,0.65,i10000,300,336.1003422030651,25.497763373115028,62.455406,55.378162,25.898114,7.785073272234565,3.8925366361172826,86.3448115258634,0.049643471234566076,0.06099978428898635,8f0e5d2d7d8c6f5e62b19ccb85b9df56bef99512246c5a3dd4236203fce30665
D52_MEB_close0p8,close_MEB,close,0.8,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
D52_MEB_close0p8,close_MEB,close,0.8,i01000,300,332.05030738845477,25.243291272654414,61.93012,54.89932,25.405024,7.686975486262072,3.843487743131036,86.39296638369277,0.049421856373842644,0.06148687165665267,b022a364890576bb36558945f788a13d1910b8ee02befed910a78bcef50eb458
D52_MEB_close0p8,close_MEB,close,0.8,i04000,300,335.8667442195778,25.470615154950796,62.41874,55.332732,25.846294,7.780838580629726,3.890419290314863,86.33175993541693,0.049786868839970765,0.06066045601446102,8cca5a8c392ca1fd57d657460bec8f68cf32dbd7f7759419f144c7cf3d2dd1f6
D52_MEB_close0p8,close_MEB,close,0.8,i10000,300,336.1003422030651,25.497763373115028,62.455406,55.378162,25.898114,7.785073272234565,3.8925366361172826,86.3448115258634,0.049643471234566076,0.06099978428898635,8f0e5d2d7d8c6f5e62b19ccb85b9df56bef99512246c5a3dd4236203fce30665
D53_MEB_close0p95,close_MEB,close,0.95,i00000,300,325.3260685330196,24.839844321450922,60.820056,53.967424,24.551612,7.3420610289746975,3.6710305144873487,88.61982139596861,0.04916734681358134,0.36813940704858733,6e65e8d61156c387b4d3e2f9db4e5893f2833e39b6666a11bda1bf0140a39a49
D53_MEB_close0p95,close_MEB,close,0.95,i01000,300,332.05030738845477,25.243291272654414,61.93012,54.89932,25.405024,7.686975486262072,3.843487743131036,86.39296638369277,0.049421856373842644,0.06148687165665267,b022a364890576bb36558945f788a13d1910b8ee02befed910a78bcef50eb458
