group_id,dimension,members,classification,branch_sign,omega_rad_s,omega_hat,sigma_s^-1,sigma_hat,fourier_m,circularity_eigs
0,1,0,oscillatory,-1,-2.4961844475252752e+20,-0.6430613843346512,53248.0,1.3717629170792594e-16,,-0.985306518772
1,1,1,oscillatory,1,2.4961844475252752e+20,0.6430613843346512,53248.0,1.3717629170792594e-16,,0.985306518772
2,1,2,oscillatory,-1,-2.4991950807733007e+20,-0.6438369768539134,8192.0,2.110404487814245e-17,,-0.985328067949
3,1,3,oscillatory,1,2.4991950807733007e+20,0.6438369768539134,8192.0,2.110404487814245e-17,,0.985328067949
4,1,4,oscillatory,-1,-2.5025190930344015e+20,-0.6446933013648236,10240.0,2.6380056097678064e-17,,-0.985855254171
5,1,5,oscillatory,1,2.5025190930344015e+20,0.6446933013648236,10240.0,2.6380056097678064e-17,,0.985855254171
6,1,6,oscillatory,-1,-1.6433540645281196e+20,-0.42335715244725636,73728.0,1.8993640390328205e-16,,-0.944669328649
7,1,7,oscillatory,1,1.6433540645281196e+20,0.42335715244725636,73728.0,1.8993640390328205e-16,,0.944669328649
8,1,8,oscillatory,-1,-1.6231328347282742e+20,-0.4181478050206552,73728.0,1.8993640390328205e-16,,-0.949545777755
9,1,9,oscillatory,1,1.6231328347282742e+20,0.4181478050206552,73728.0,1.8993640390328205e-16,,0.949545777755
10,1,10,oscillatory,-1,-1.6060420850705105e+20,-0.41374492479874914,100352.0,2.58524549757245e-16,,-0.937709745036
11,1,11,oscillatory,1,1.6060420850705105e+20,0.41374492479874914,100352.0,2.58524549757245e-16,,0.937709745036
12,1,12,oscillatory,-1,-1.1940591944402688e+20,-0.3076108255203376,26624.0,6.858814585396297e-17,,-0.912775412916
13,1,13,oscillatory,1,1.1940591944402688e+20,0.3076108255203376,26624.0,6.858814585396297e-17,,0.912775412916
14,1,14,oscillatory,-1,-1.172335631675595e+20,-0.30201445047762737,6144.0,1.5828033658606837e-17,,-0.945860816569
15,1,15,oscillatory,1,1.172335631675595e+20,0.30201445047762737,6144.0,1.5828033658606837e-17,,0.945860816569
16,1,16,oscillatory,-1,-1.121533721776658e+20,-0.28892697749908103,-28672.0,-7.386415707349858e-17,,-0.906313668195
17,1,17,oscillatory,1,1.121533721776658e+20,0.28892697749908103,-28672.0,-7.386415707349858e-17,,0.906313668195
18,1,18,real_dominant,1,-0.0,-0.0,8.876111648767748e+19,0.22866437814819035,,0
19,1,19,oscillatory,-1,-9.980060880400087e+19,-0.2571040682453092,-4096.0,-1.0552022439071224e-17,,-0.958269907713
20,1,20,oscillatory,1,9.980060880400087e+19,0.2571040682453092,-4096.0,-1.0552022439071224e-17,,0.958269907713
21,1,21,mixed,-1,-3.325180845607872e+18,-0.008566255590044945,7.994962173196111e+19,0.20596440490989015,,0.0185850700493
22,1,22,mixed,1,3.325180845607872e+18,0.008566255590044945,7.994962173196111e+19,0.20596440490989015,,-0.0185850700493
23,1,23,real_dominant,-1,-0.0,-0.0,-8.876111648767741e+19,-0.22866437814819016,,0
24,1,24,mixed,-1,-3.3251808456078607e+18,-0.008566255590044916,-7.99496217319608e+19,-0.20596440490988935,,0.0185850700493
25,1,25,mixed,1,3.3251808456078607e+18,0.008566255590044916,-7.99496217319608e+19,-0.20596440490988935,,-0.0185850700493
26,1,26,oscillatory,-1,-8.259649483496392e+19,-0.21278321945487547,22528.0,5.803612341489174e-17,,-0.705353161393
27,1,27,oscillatory,1,8.259649483496392e+19,0.21278321945487547,22528.0,5.803612341489174e-17,,0.705353161393
28,1,28,oscillatory,-1,-7.813675768567405e+19,-0.2012941456092538,-3072.0,-7.914016829303418e-18,,-0.928924186545
29,1,29,oscillatory,1,7.813675768567405e+19,0.2012941456092538,-3072.0,-7.914016829303418e-18,,0.928924186545
30,1,30,mixed,-1,-8.576103254972241e+17,-0.0022093562984926477,5.615173482348549e+19,0.1446568276001455,,-0.0135489863685
31,1,31,mixed,1,8.576103254972241e+17,0.0022093562984926477,5.615173482348549e+19,0.1446568276001455,,0.0135489863685
32,1,32,oscillatory,-1,-6.632620989319973e+19,-0.17086807985634558,36864.0,9.496820195164103e-17,,-0.541756305392
33,1,33,oscillatory,1,6.632620989319973e+19,0.17086807985634558,36864.0,9.496820195164103e-17,,0.541756305392
34,1,34,oscillatory,-1,-6.180882543267124e+19,-0.159230496313033,-10240.0,-2.6380056097678064e-17,,-0.911423482296
35,1,35,oscillatory,1,6.180882543267124e+19,0.159230496313033,-10240.0,-2.6380056097678064e-17,,0.911423482296
36,1,36,mixed,-1,-8.576103254972311e+17,-0.002209356298492666,-5.615173482348555e+19,-0.14465682760014564,,-0.0135489863685
37,1,37,mixed,1,8.576103254972311e+17,0.002209356298492666,-5.615173482348555e+19,-0.14465682760014564,,0.0135489863685
38,1,38,mixed,-1,-1.5397252165755296e+19,-0.03966605233229685,2.8255648347755143e+19,0.07279156137598097,,-0.0512112632645
39,1,39,mixed,1,1.5397252165755296e+19,0.03966605233229685,2.8255648347755143e+19,0.07279156137598097,,0.0512112632645
40,1,40,mixed,-1,-1.647638766335461e+18,-0.0042446096762342326,2.6958141440579117e+19,0.06944895346597821,,0.0145315489133
41,1,41,mixed,1,1.647638766335461e+18,0.0042446096762342326,2.6958141440579117e+19,0.06944895346597821,,-0.0145315489133
42,1,42,mixed,-1,-6.961746875865462e+18,-0.017934694640934168,2.609305995680246e+19,0.06722035013872325,,0.0582598727202
43,1,43,mixed,1,6.961746875865462e+18,0.017934694640934168,2.609305995680246e+19,0.06722035013872325,,-0.0582598727202
44,1,44,oscillatory,-1,-3.5982640034259497e+19,-0.09269766236780488,4032.0,1.0387147088460737e-17,,0.487160432205
45,1,45,oscillatory,1,3.5982640034259497e+19,0.09269766236780488,4032.0,1.0387147088460737e-17,,-0.487160432205
46,1,46,mixed,-1,-1.5397252165755232e+19,-0.039666052332296683,-2.8255648347755147e+19,-0.07279156137598099,,-0.0512112632645
47,1,47,mixed,1,1.5397252165755232e+19,0.039666052332296683,-2.8255648347755147e+19,-0.07279156137598099,,0.0512112632645
48,1,48,mixed,-1,-6.961746875865478e+18,-0.01793469464093421,-2.6093059956802437e+19,-0.06722035013872318,,0.0582598727202
49,1,49,mixed,1,6.961746875865478e+18,0.01793469464093421,-2.6093059956802437e+19,-0.06722035013872318,,-0.0582598727202
50,1,50,mixed,-1,-1.647638766335472e+18,-0.004244609676234261,-2.6958141440579133e+19,-0.06944895346597825,,0.0145315489133
51,1,51,mixed,1,1.647638766335472e+18,0.004244609676234261,-2.6958141440579133e+19,-0.06944895346597825,,-0.0145315489133
52,1,52,mixed,-1,-2.5460216884118176e+19,-0.06559003414668825,8.549284116575146e+18,0.022024472127953162,,0.0641647134011
53,1,53,mixed,1,2.5460216884118176e+19,0.06559003414668825,8.549284116575146e+18,0.022024472127953162,,-0.0641647134011
54,1,54,mixed,-1,-2.5460216884118127e+19,-0.06559003414668813,-8.549284116575166e+18,-0.022024472127953217,,0.0641647134011
55,1,55,mixed,1,2.5460216884118127e+19,0.06559003414668813,-8.549284116575166e+18,-0.022024472127953217,,-0.0641647134011
