time_hat,energy_proxy,a2_re,a2_im,a3_re,a3_im,a4_re,a4_im,a5_re,a5_im,a6_re,a6_im,a7_re,a7_im
0.606,0.0037755504221949517,-0.005250905786386623,-0.009405098183392906,-0.011148837510037521,-0.003870923503699394,0.011151969176813367,-0.0005770507035164569,-4.976207542971159e-05,-0.00014092275298965536,-5.7470700172148454e-05,0.0007314805064422829,-0.00017269344181950537,0.0009183155738036099
0.612,0.003795678144065022,-0.005639972465924984,-0.009241534354483683,-0.011367508109328371,-0.003084004081149021,0.011086936999784558,-0.0017423338682211742,-6.192642500692474e-05,-0.00012642426687245857,1.795271142599386e-05,0.0007274585441635097,-1.692682390190092e-05,0.0009407848079844123
0.618,0.0038155841852149978,-0.006021454797316118,-0.00906505219056024,-0.011528816666238607,-0.002285013724346741,0.010901946187243702,-0.002893210362710735,-7.104352373945699e-05,-0.00011093002473106309,9.156617877692649e-05,0.00071485186394123,0.00014140589577954087,0.0009363002738419907
0.624,0.003834894678297442,-0.006395023739945702,-0.008875901110417563,-0.011632073346044734,-0.0014780074444996282,0.01059907540338244,-0.004017344676896111,-7.701078794862494e-05,-9.502202479076986e-05,0.0001623152367172792,0.0006940686825565217,0.0002976475976668761,0.0009046245452179532
0.63,0.00385326290637139,-0.006760364494921715,-0.008674320692395666,-0.011676883410960442,-0.000667057495203247,0.010181695967947268,-0.005102709599541986,-7.983258193531174e-05,-7.929816163805472e-05,0.00022922252585168984,0.0006656535137051286,0.0004471346775124862,0.0008463247119407916
0.636,0.0038703780382009045,-0.007117172834619517,-0.008460539595146598,-0.011663144124591521,0.00014376879716015547,0.009654430228036616,-0.006137724771648832,-7.962382201213503e-05,-6.435215047113267e-05,0.00029140646128721103,0.0006302731986902528,0.0005853357660582181,0.0007627683368662331
0.642,0.003885972382481009,-0.0074651512873406215,-0.008234775243633042,-0.011591039466044369,0.0009504299111292998,0.009023093863229931,-0.007111389013985751,-7.660969426248696e-05,-5.075261698401102e-05,0.0003480974693761918,0.0005887002162698139,0.0007079889046134888,0.0006560953184275831
0.648,0.00389982692524362,-0.007804005354619373,-0.007997234289856915,-0.011461033025772123,0.0017489293670238098,0.00829462314777454,-0.008013404294003693,-7.112129784220744e-05,-3.902214747491064e-05,0.0003986513666921171,0.0005417937010236146,0.0008112329546813539,0.0005291660595259448
0.654,0.0039117749934954,-0.008133439933698371,-0.007748113811192096,-0.011273859536690684,0.00253533307994091,0.007476988547549954,-0.008834289407817407,-6.358719784669295e-05,-2.9617132051000354e-05,0.00044255953211630537,0.0004904786707751096,0.0008917291130727408,0.0003854871014095885
0.66,0.003921703972401526,-0.008453156099366895,-0.007487603166165813,-0.011030515545107686,0.0033057847130120712,0.006579096330757452,-0.009565481736272299,-5.452105070345367e-05,-2.2909232078589846e-05,0.0004794556118513216,0.0004357240201993617,0.000946768638232418,0.00022911611786972236
0.666,0.003929555088330337,-0.008762848369503556,-0.007215886392026743,-0.010732249741005239,0.0040565190546974425,0.005610680102492029,-0.010199425775012986,-4.450564073101796e-05,-1.9169260705516615e-05,0.0005091185953949977,0.00037851987776038273,0.000974363263767402,6.45488526348728e-05
0.672,0.003935321351226499,-0.009062202540230786,-0.006933145003602563,-0.01038055344312442,0.004783873585876001,0.004582184322075372,-0.010729647517292495,-3.417382921322258e-05,-1.8554184401541724e-05,0.0005314722047873085,0.0003198549452511259,0.00097331527031559,-0.00010340880536142445
0.678,0.003939043822978604,-0.009350894133333556,-0.006639561040839775,-0.009977151670947199,0.005484298535877398,0.0035046419216424765,-0.011150814162565574,-2.418705835361898e-05,-2.109783850101014e-05,0.0005465806465212529,0.00026069444281675864,0.0009432647901883027,-0.0002697799019422523
0.684,0.003940806440334262,-0.00962858745470668,-0.006335320213792407,-0.009523995135967734,0.006154365840512128,0.0023895481148060145,-0.011458779010226305,-1.5212164695381156e-05,-2.6705807095127136e-05,0.0005546408822376945,0.0002019592673585314,0.0008847126090980673,-0.00042956255299520917
0.6900000000000001,0.003940729669097826,-0.009894935222236055,-0.00602061500810129,-0.009023253354548424,0.006790777499688664,0.0012487323715873466,-0.01165061175360305,-7.897334929308879e-06,-3.5154755124995433e-05,0.0005559716777306801,0.00014450693901605673,0.0007990174805197242,-0.000577878775965613
0.6960000000000001,0.0039389632994728425,-0.010149578688423005,-0.0056956476393441695,-0.008477308932823679,0.007390373879244331,9.423035247470204e-05,-0.011724614694638712,-2.848078589520915e-06,-4.609632665573396e-05,0.0005509997870829623,8.911485971908753e-05,0.0006883677533613616,-0.0007101215414057675
0.7020000000000001,0.003935678710178716,-0.010392148160162056,-0.005360632778160231,-0.00788875291136035,0.00795014250562933,-0.0010618426423286875,-0.011680325639005375,-6.040962796062185e-07,-5.9065546672846386e-05,0.0005402437172772282,3.646634054636712e-05,0.0005557279044320768,-0.0008220955962546374
0.708,0.003931060932007998,-0.010622263807256265,-0.005015800006142548,-0.007260380895769823,0.008467227860675825,-0.002207415421975743,-0.011518508394724243,-1.617890106628793e-06,-7.349349242808593e-05,0.0005242955957955545,-1.2860227968145184e-05,0.0004047613362634791,-0.0009101477796185652
0.714,0.00392530083117475,-0.010839536653166773,-0.004661396001155116,-0.0065951895517704345,0.008938942597924134,-0.003330580845789651,-0.01124113188098306,-6.23589794202916e-06,-8.872384157533955e-05,0.0005038017269249748,-5.839878488928733e-05,0.00023973152284964246,-0.00097128285335724
0.72,0.003918587711023129,-0.011043569655546492,-0.004297686485981245,-0.005896372921316584,0.009362780476446507,-0.004419711217235474,-0.010851338860554519,-1.468283926653411e-05,-0.00010403276406454514,0.0004794424690969985,-9.979941801066441e-05,6.538423868891795e-05,-0.0010032612904350285
0.726,0.003911102599566656,-0.011233958808533092,-0.003924958002443725,-0.0051673179307478185,0.0097364311506204,-0.005463568628289987,-0.010353405247961637,-2.7049842866942817e-05,-0.00011865150765211045,0.00045191209299079416,-0.00013682854170070022,-0.00011318582809975806,-0.0010046759870994343
0.732,0.003903012452077813,-0.011410294230800783,-0.003543519591459648,-0.0044115984204385,0.010057796775380759,-0.006451409938540635,-0.009752690830472519,-4.3286791198948824e-05,-0.00013179093621969043,0.0004218992858442596,-0.0001693655064295901,-0.0002906803138527066,-0.0009750054716519893
0.738,0.003894465454544444,-0.011572161239479795,-0.003153704465988976,-0.003632967032992864,0.010325010198572902,-0.007373086200121672,-0.009055582088213821,-6.31991686388337e-05,-0.00014266721786417198,0.00039006894934750396,-0.00019739583975213708,-0.0004617501511807638,-0.0009146418529777993
0.744,0.003885587566954365,-0.011719141446316325,-0.0027558717577487513,-0.0028353443549203805,0.010536454328572968,-0.008219136400295798,-0.008269427633490003,-8.644954689147064e-05,-0.00015052782675372117,0.00035704589518401964,-0.00022100144311581072,-0.0006211519215730088,-0.0008248924660848305
0.75,0.0038764803964283488,-0.011850813944888313,-0.002350408400373127,-0.002022804812562064,0.010690782099762474,-0.00898087538848552,-0.007402466628567941,-0.00011256368601252282,-0.0001546770188545453,0.00032340097325676636,-0.00024034818582786518,-0.0007639031201647291,-0.0007079549102291922
0.756,0.0038672204402420527,-0.011966756682646495,-0.001937731183099935,-0.0011995589708841676,0.01078693632311721,-0.00965047579012622,-0.006463750405197064,-0.00014094107901783948,-0.0001544999657467445,0.0002896400736933163,-0.00025567144096318,-0.000885431868188635,-0.0005668659192930206
0.762,0.0038578596885885407,-0.012066548126038967,-0.0015182889728284957,-0.00036993206456681143,0.010824168614532458,-0.010221043597307161,-0.0054630574145335745,-0.00017086962664282805,-0.00014948478102928126,0.0002561963271898878,-0.0002672601919004654,-0.0009817167304070442,-0.00040542523654766866
0.768,0.0038484275272655695,-0.012149769328988848,-0.0010925650621315397,0.0004616612069295459,0.010802056547261808,-0.010686686981288865,-0.004410801595274215,-0.0002015440007495945,-0.00013924174773210715,0.00022342569312187432,-0.0002754403968391443,-0.0010494125304055502,-0.00022809637037816965
0.774,0.0038389338321126827,-0.012216006503737518,-0.0006610795606449357,0.0012907453781231138,0.010720518181434104,-0.011042577712782076,-0.0033179342679563913,-0.0002320871438877374,-0.00012351914955741321,0.00019160597675264325,-0.00028055832720348586,-0.001085958400757092,-3.988676834447815e-05
0.78,0.003829373100932204,-0.012264854169059907,-0.00022439171143959593,0.002112815963050031,0.010579823183856802,-0.01128500442156893,-0.0021958397463230465,-0.00026157426168555613,-0.0001022152199423327,0.0001609391629151353,-0.0002829645907747836,-0.0010896647510658898,0.00015378945097388377
0.786,0.0038197294260400414,-0.012295918915956196,0.00021689801355701888,0.0029233736150646138,0.010380599862384427,-0.0114114167963942,-0.0010562249986826601,-0.00028905859643910776,-7.538584668688366e-05,0.00013155680191994398,-0.000282999510035334,-0.001059776376512308,0.00034726254024749137
0.792,0.003809982073038891,-0.01230882378814465,0.000662146201065532,0.003717959914840766,0.010123837594693859,-0.01142045973588575,8.89961154133946e-05,-0.00031359822598363643,-4.3247801669659205e-05,0.0001035280429219946,-0.00028098045108733557,-0.0009965095525750448,0.000534767830716308
0.798,0.0038001114006865045,-0.012303213227953101,0.0011106653312808385,0.004492193889461416,0.009810884321943698,-0.011311996425264616,0.0012278232780724707,-0.000334283112243248,-6.177400263089605e-06,7.686978924219322e-05,-0.00027719159154495927,-0.0009010616556732675,0.0007106116558383132
0.804,0.0037901048348003732,-0.012278758491979926,0.001561723312436229,0.00524180830474512,0.00944343899159925,-0.011087119341363607,0.002348293809434238,-0.00035026162834091894,3.5295371238031926e-05,5.155835707811268e-05,-0.0002718764822977422,-0.0007755925995491975,0.0008693378166938826
0.81,0.0037799625979401713,-0.012235163399666047,0.002014543841846812,0.005962684767076947,0.009023539057055836,-0.010748148284847771,0.003438609167305884,-0.00036076582041697967,8.049709394862721e-05,2.7541960021501707e-05,-0.00026523360545011856,-0.0006231781655920169,0.0010058898132280954
0.8160000000000001,0.0037697028978592594,-0.01217217024575721,0.0024683076829590802,0.00665088672089197,0.008553543360136022,-0.010298614703360898,0.004487262351425418,-0.00036513470808042267,0.00012862523602000502,4.753321072182648e-06,-0.0002574149681698326,-0.00044773611164632506,0.0011157640967104478
0.8220000000000001,0.0037593662926757457,-0.01208956568769131,0.0029221549025754876,0.007302689530743869,0.008036110921758925,-0.009743231797463323,0.0054831645090650805,-0.00036283499274188786,0.0001787661636687525,-1.6878266968904567e-05,-0.0002485276097500609,-0.00025392674555741064,0.00119514976746827
0.8280000000000001,0.003749018979961066,-0.011987186413105493,0.0033751880632131473,0.00791460698606645,0.007474176332873707,-0.009087850182917375,0.006415768883957476,-0.0003534786225267827,0.0002299163633535349,-3.741605394515116e-05,-0.00023863774723244897,-4.703042257746552e-05,0.001241050448610728
0.834,0.0037387548001869193,-0.011864924401270665,0.0038264763171820446,0.008483413752502899,0.006870922560961675,-0.008339399204390962,0.007275190158788645,-0.00033683675246380185,0.0002810063208542532,-5.690664630138872e-05,-0.00022777715313864974,0.0001671948551112216,0.0012513845069916322
0.84,0.003728695800939322,-0.01172273161411845,0.004275060305988061,0.009006163503537529,0.006229752058783079,-0.007505814340244471,0.008052317221808785,-0.0003128497357185317,0.0003309264457998975,-7.537293063167674e-05,-0.00021595125542055117,0.0003826719176046097,0.0012250603579381759
0.846,0.003718991274714924,-0.011560623984967992,0.004719957734941466,0.009480202685748106,0.005554257076870848,-0.006595951487111864,0.008738917444817283,-0.00028163288269695066,0.00037855438939916886,-9.280937488282477e-05,-0.00020314838070791485,0.0005931746263086388,0.0011620242661704817
0.852,0.003709815256740597,-0.011378684612328546,0.005160169471098821,0.00990318008503275,0.004848190038856642,-0.005619489247299608,0.009327730692180427,-0.0002434778273254284,0.00042278307785976674,-0.00010917982573176491,-0.00018934953066607402,0.0007925050153754733,0.0010632788230622785
0.858,0.003701362546131079,-0.011177066107856185,0.005594686004121074,0.010273052554598046,0.004115434742534,-0.004586820643246832,0.009812551482881456,-0.0001988494417876881,0.00046254877302269286,-0.00012441777189798123,-0.00017453808823217213,0.0009746723171247148,0.000930871117187555
0.864,0.0036938433893665763,-0.010955992087221372,0.0060224941139142615,0.010588087424608338,0.0033599790071254447,-0.00350893593523795,0.01018829798947546,-0.0001483783411477188,0.0004968584738509795,-0.0001384289050359081,-0.00015870889324386605,0.001134068681076492,0.0007678504951659077
0.87,0.0036874770349423656,-0.010715757826354616,0.006442583604137266,0.010846862226916082,0.002585889209610952,-0.002397298408458363,0.010451066864930787,-9.284911678000309e-05,0.0005248159865154859,-0.00015109569094948314,-0.00014187620052211452,0.0012656364195934144,0.000578196705480244
0.876,0.0036824844277593485,-0.010456730130351671,0.006853953983680892,0.011048262428315265,0.0017972869540811116,-0.0012637151149092788,0.010598173223621306,-3.318453187072402e-05,0.000545646016159273,-0.0001622835708078201,-0.0001240801308123018,0.0013650217925624472,0.00036672010085655495
0.882,0.003679080357642659,-0.010179346476686129,0.007255621005150002,0.011191477868476536,0.0009983279135667926,-0.00012020460117728938,0.010628175447710261,2.95739969384725e-05,0.0005587156696198969,-0.00017184834904663995,-0.00010539133780479036,0.0014287106743681463,0.0001389364172009101
0.888,0.003677465405475683,-0.009884113498275983,0.007646622996122834,0.011275998544821027,0.00019318268991091452,0.001021136373772984,0.0105408848264123,9.428922088406452e-05,0.000563552805426235,-0.0001796442933509094,-8.591373391556142e-05,0.0014541419188934118,-9.908057711384161e-05
0.894,0.003677818041174157,-0.009571604866833353,0.008026026941806303,0.011301610281294956,-0.0006139806305208501,0.0021482652192857275,0.010337360346242913,0.00015975369042621392,0.0005598607255115446,-0.0001855324716393506,-6.578523504503634e-05,0.001439794838296578,-0.00034086458212260654
0.9,0.0036802872197478366,-0.009242458625425786,0.008392934293840682,0.01126839067076035,-0.0014190126756524187,0.003249323228615785,0.010019889221261655,0.0002247176273823667,0.0005475287726507375,-0.0001893888781697862,-4.5176592552320974e-05,0.0013852479210924489,-0.0005797358624320975
