pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_5857387577F9,CAND_D2D26D9743766EE3,geometry/CAND_D2D26D9743766EE3.npz,CAND_5612E6CD8B4231E5,geometry/CAND_5612E6CD8B4231E5.npz
PAIR_01015F67881F,CAND_31FD5E1CC9551722,geometry/CAND_31FD5E1CC9551722.npz,CAND_8D0B4E15F88FE05A,geometry/CAND_8D0B4E15F88FE05A.npz
PAIR_709CE1E25A00,CAND_FE26659EC590C4CB,geometry/CAND_FE26659EC590C4CB.npz,CAND_8D0B4E15F88FE05A,geometry/CAND_8D0B4E15F88FE05A.npz
PAIR_45E41D37DCAF,CAND_A728AA97099CDB18,geometry/CAND_A728AA97099CDB18.npz,CAND_37E03FA060934FD6,geometry/CAND_37E03FA060934FD6.npz
PAIR_16F9859A3F42,CAND_08CBA92484EB6E63,geometry/CAND_08CBA92484EB6E63.npz,CAND_54E94E77A5234970,geometry/CAND_54E94E77A5234970.npz
PAIR_847476CCC3D3,CAND_40AEBA212BE41171,geometry/CAND_40AEBA212BE41171.npz,CAND_0BBD9AD01D985A04,geometry/CAND_0BBD9AD01D985A04.npz
PAIR_CE3D2D08531F,CAND_3EE00F1CF69A71BF,geometry/CAND_3EE00F1CF69A71BF.npz,CAND_868D07AF04CCAAC4,geometry/CAND_868D07AF04CCAAC4.npz
PAIR_EE894D48C986,CAND_0FBD77CD6C031936,geometry/CAND_0FBD77CD6C031936.npz,CAND_779A47A6B1190B12,geometry/CAND_779A47A6B1190B12.npz
PAIR_DC191FD986C1,CAND_EF5636ED7AB3971C,geometry/CAND_EF5636ED7AB3971C.npz,CAND_0FBD77CD6C031936,geometry/CAND_0FBD77CD6C031936.npz
PAIR_C76432284E19,CAND_E90D6393096D36CC,geometry/CAND_E90D6393096D36CC.npz,CAND_8D0B4E15F88FE05A,geometry/CAND_8D0B4E15F88FE05A.npz
PAIR_A8E15288FC33,CAND_0FBD77CD6C031936,geometry/CAND_0FBD77CD6C031936.npz,CAND_603C1D6E0EEC68CC,geometry/CAND_603C1D6E0EEC68CC.npz
PAIR_AF6109B3FDA8,CAND_868D07AF04CCAAC4,geometry/CAND_868D07AF04CCAAC4.npz,CAND_97B088A8C0B2F3ED,geometry/CAND_97B088A8C0B2F3ED.npz
PAIR_1F5B126D1C3C,CAND_E3E89318892972E0,geometry/CAND_E3E89318892972E0.npz,CAND_08CBA92484EB6E63,geometry/CAND_08CBA92484EB6E63.npz
PAIR_5030823BB00F,CAND_868D07AF04CCAAC4,geometry/CAND_868D07AF04CCAAC4.npz,CAND_97C19EAF510002AC,geometry/CAND_97C19EAF510002AC.npz
PAIR_C2FAD9645CB5,CAND_40AEBA212BE41171,geometry/CAND_40AEBA212BE41171.npz,CAND_71E763610DA6E90F,geometry/CAND_71E763610DA6E90F.npz
PAIR_19509B5F5D9F,CAND_975327AFFBE7FF5C,geometry/CAND_975327AFFBE7FF5C.npz,CAND_A728AA97099CDB18,geometry/CAND_A728AA97099CDB18.npz
