low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
22,82,1,1,22,86,,,-1.090030578191806,-0.8894340550269716,0.18402834487230024,9.496820195164103e-17,4.22080897562849e-17,5.276011219535613e-17,0.6110364635576548,0.6110364635576548,-0.993675469407,-0.994365597238,0.0006901278307160919,oscillatory,oscillatory,False,False
23,83,1,1,23,87,,,1.090030578191806,0.8894340550269716,0.18402834487230024,9.496820195164103e-17,4.22080897562849e-17,5.276011219535613e-17,0.6110364635576548,0.6110364635576548,0.993675469407,0.994365597238,0.0006901278307160919,oscillatory,oscillatory,False,False
94,152,1,1,94,156,,,-0.10176230426935132,-0.1279910592592438,0.20492646237708362,0.05205508745644804,1.6355634780560398e-16,0.05205508745644787,0.6074729544157113,0.6074729544157113,0.0235202474127,0.477967374426,0.45444712701330264,mixed,oscillatory,False,False
95,153,1,1,95,157,,,0.10176230426935132,0.1279910592592438,0.20492646237708362,0.05205508745644804,1.6355634780560398e-16,0.05205508745644787,0.6074729544157113,0.6074729544157113,-0.0235202474127,-0.477967374426,0.45444712701330264,mixed,oscillatory,False,False
18,78,1,1,18,82,,,-1.0915829785553213,-0.9560534445919668,0.12415870953092714,3.1656067317213673e-17,8.44161795125698e-17,5.276011219535612e-17,0.5568379038949897,0.5568379038949897,-0.993791367872,-0.995071353584,0.0012799857118672708,oscillatory,oscillatory,False,False
19,79,1,1,19,83,,,1.0915829785553213,0.9560534445919668,0.12415870953092714,3.1656067317213673e-17,8.44161795125698e-17,5.276011219535612e-17,0.5568379038949897,0.5568379038949897,0.993791367872,0.995071353584,0.0012799857118672708,oscillatory,oscillatory,False,False
20,80,1,1,20,84,,,-1.0908346538713165,-0.9244704697491842,0.15251090853385912,3.4294072926981484e-16,-1.0552022439071226e-16,4.484609536605271e-16,0.5541968956497072,0.5541968956497072,-0.993679141525,-0.991933824506,0.0017453170185016686,oscillatory,oscillatory,False,False
21,81,1,1,21,85,,,1.0908346538713165,0.9244704697491842,0.15251090853385912,3.4294072926981484e-16,-1.0552022439071226e-16,4.484609536605271e-16,0.5541968956497072,0.5541968956497072,0.993679141525,0.991933824506,0.0017453170185016686,oscillatory,oscillatory,False,False
24,84,1,1,24,88,,,-0.9974018865888038,-0.856710946885105,0.14105742288584738,2.110404487814245e-17,-1.1607224682978347e-16,1.3717629170792594e-16,0.5426986702276606,0.5426986702276606,-0.994418370299,-0.990288250088,0.004130120210950827,oscillatory,oscillatory,False,False
25,85,1,1,25,89,,,0.9974018865888038,0.856710946885105,0.14105742288584738,2.110404487814245e-17,-1.1607224682978347e-16,1.3717629170792594e-16,0.5426986702276606,0.5426986702276606,0.994418370299,0.990288250088,0.004130120210950827,oscillatory,oscillatory,False,False
16,74,1,1,16,78,,,-1.216536504906213,-1.0206787805919373,0.16099617522728998,-8.44161795125698e-17,-2.954566282939943e-16,2.1104044878142451e-16,0.536510986825791,0.536510986825791,-0.994655072823,-0.995629070955,0.0009739981319474289,oscillatory,oscillatory,False,False
17,75,1,1,17,79,,,1.216536504906213,1.0206787805919373,0.16099617522728998,-8.44161795125698e-17,-2.954566282939943e-16,2.1104044878142451e-16,0.536510986825791,0.536510986825791,0.994655072823,0.995629070955,0.0009739981319474289,oscillatory,oscillatory,False,False
96,176,1,1,96,180,,,-0.10176230426935137,-0.0022998939057370642,0.9773993531077132,-0.052055087456448185,-0.0710151955968933,0.018960108140445117,0.5591243722251587,0.5591243722251587,0.0235202474127,0.0401175635171,0.016597316104347976,mixed,mixed,False,False
97,177,1,1,97,181,,,0.10176230426935137,0.0022998939057370642,0.9773993531077132,-0.052055087456448185,-0.0710151955968933,0.018960108140445117,0.5591243722251587,0.5591243722251587,-0.0235202474127,-0.0401175635171,0.016597316104347976,mixed,mixed,False,False
110,144,1,1,110,148,,,-0.009810215622485893,-0.11467001349911102,0.9144482910297909,0.07067938527965112,0.03270864717406944,0.03797073810558168,0.5530046435831647,0.5530046435831647,0.0249443909653,-0.0189080566167,0.043852447582025986,mixed,mixed,False,False
111,145,1,1,111,149,,,0.009810215622485893,0.11467001349911102,0.9144482910297909,0.07067938527965112,0.03270864717406944,0.03797073810558168,0.5530046435831647,0.5530046435831647,-0.0249443909653,0.0189080566167,0.043852447582025986,mixed,mixed,False,False
14,70,1,1,14,74,,,-1.2165785838809235,-1.0827926542729176,0.10996899943875761,2.6643856658654843e-16,2.954566282939943e-16,2.9018061707445875e-17,0.4999916694895208,0.4999916694895208,-0.994659240692,-0.996089102927,0.0014298622356808677,oscillatory,oscillatory,False,False
15,71,1,1,15,75,,,1.2165785838809235,1.0827926542729176,0.10996899943875761,2.6643856658654843e-16,2.954566282939943e-16,2.9018061707445875e-17,0.4999916694895208,0.4999916694895208,0.994659240692,0.996089102927,0.0014298622356808677,oscillatory,oscillatory,False,False
12,76,1,1,12,80,,,-1.2164430209861996,-0.9902544102941845,0.18594262681423304,-6.595014024419515e-17,-1.688323590251396e-16,1.0288221878094444e-16,0.47923288167207256,0.47923288167207256,-0.99465290863,-0.993228929754,0.0014239788758284577,oscillatory,oscillatory,False,False
13,77,1,1,13,81,,,1.2164430209861996,0.9902544102941845,0.18594262681423304,-6.595014024419515e-17,-1.688323590251396e-16,1.0288221878094444e-16,0.47923288167207256,0.47923288167207256,0.99465290863,0.993228929754,0.0014239788758284577,oscillatory,oscillatory,False,False
8,62,1,1,8,66,,,-1.3657319395513086,-1.1987196081696114,0.12228778323553495,2.1104044878142451e-16,-4.22080897562849e-17,2.5324853853770943e-16,0.44404873882508156,0.44404873882508156,-0.996552671579,-0.99678118421,0.00022851263052814375,oscillatory,oscillatory,False,False
9,63,1,1,9,67,,,1.3657319395513086,1.1987196081696114,0.12228778323553495,2.1104044878142451e-16,-4.22080897562849e-17,2.5324853853770943e-16,0.44404873882508156,0.44404873882508156,0.996552671579,0.99678118421,0.00022851263052814375,oscillatory,oscillatory,False,False
