low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
64,85,2,2,124;126,168;170,-3;3,-3;3,-0.028444339131980093,-0.03211805514308624,0.11438164592282137,6.9247647256404916e-18,-9.892521036629273e-19,7.914016829303418e-18,0.999847217073983,0.9998472170739829,0.97602889751;0.97602889751,0.98272290697;0.98272290697,0.006694009459636274,oscillatory,oscillatory,True,True
65,86,2,2,125;127,169;171,-3;3,-3;3,0.028444339131980093,0.03211805514308624,0.11438164592282137,6.9247647256404916e-18,-9.892521036629273e-19,7.914016829303418e-18,0.999847217073983,0.9998472170739829,-0.97602889751;-0.97602889751,-0.98272290697;-0.98272290697,0.006694009459636274,oscillatory,oscillatory,True,True
58,84,2,2,114;122,166;167,0,0,-0.0,-0.0,0.0,0.0033493864872497173,0.002159430964882667,0.0011899555223670501,0.9928974724377615,0.9928974724377578,-5.44516866648e-16;5.44516866648e-16,-1.07409526859e-14;1.07409526859e-14,1.0196435819233845e-14,real_dominant,real_dominant,True,True
62,93,2,2,120;121,182;183,0,0,-0.0,-0.0,0.0,-0.0033493864872497585,-0.00215943096488263,0.0011899555223671286,0.9928974724377609,0.9928974724377582,-2.34520612769e-15;2.34520612769e-15,-2.21666379053e-14;2.21666379053e-14,1.9821431777610205e-14,real_dominant,real_dominant,True,True
48,74,2,2,94;96,146;148,-4;4,-4;4,-0.04002513546500332,-0.046844279992517605,0.14557048434949804,1.2200775945176104e-17,-8.738393582355859e-18,2.0939169527531963e-17,0.9998360047212946,0.9998360047212944,0.986510366858;0.986510366858,0.99109337947;0.99109337947,0.004583012612080051,oscillatory,oscillatory,True,True
49,75,2,2,95;97,147;149,-4;4,-4;4,0.04002513546500332,0.046844279992517605,0.14557048434949804,1.2200775945176104e-17,-8.738393582355859e-18,2.0939169527531963e-17,0.9998360047212946,0.9998360047212944,-0.986510366858;-0.986510366858,-0.99109337947;-0.99109337947,0.004583012612080051,oscillatory,oscillatory,True,True
44,76,2,2,86;88,150;152,-5;5,-5;5,-0.048658792930960724,-0.06001265008122196,0.189191064465488,2.638005609767806e-18,3.957008414651709e-18,1.319002804883903e-18,0.999762457194814,0.9997624571948139,0.990109610445;0.990109610445,0.994185458007;0.994185458007,0.004075847562205581,oscillatory,oscillatory,False,False
45,77,2,2,87;89,151;153,-5;5,-5;5,0.048658792930960724,0.06001265008122196,0.189191064465488,2.638005609767806e-18,3.957008414651709e-18,1.319002804883903e-18,0.999762457194814,0.9997624571948139,-0.990109610445;-0.990109610445,-0.994185458007;-0.994185458007,0.004075847562205581,oscillatory,oscillatory,False,False
40,80,2,2,78;80,158;160,-6;6,-6,-0.0532735568013253,-0.07071420744630666,0.24663573664774582,2.7039557500120015e-17,-6.26526332319854e-18,3.3304820823318554e-17,0.9996109759441847,0.9996109759441846,0.99121113827;0.99121113827,0.99557074268;0.99557074268,0.004359604409894691,oscillatory,oscillatory,False,False
41,81,2,2,79;81,159;161,-6;6,6,0.0532735568013253,0.07071420744630666,0.24663573664774582,2.7039557500120015e-17,-6.26526332319854e-18,3.3304820823318554e-17,0.9996109759441847,0.9996109759441846,-0.99121113827;-0.99121113827,-0.99557074268;-0.99557074268,0.004359604409894691,oscillatory,oscillatory,False,False
42,72,2,2,82;84,142;144,-7,-7;7,-0.05306880933732202,-0.07825921208832003,0.321884185628769,6.595014024419516e-18,5.276011219535612e-18,1.3190028048839038e-18,0.9993263801457232,0.9993263801457228,0.99069517292;0.99069517292,0.996209684973;0.996209684973,0.005514512053620524,oscillatory,oscillatory,False,False
