pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind,carrier_id,family,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,campaign_role,gamma_core,n_threads,helix_turns,winner_condition,log_ratio_active_over_null,analysis_mode,decision_mode,active_dynamic_status,null_dynamic_status,active_actual_tau_end,null_actual_tau_end,pressure_delta_active_minus_null,delta_source_monopole_active_minus_null,delta_source_monopole_fraction_abs,delta_far_profile_coeff_active_minus_null,active_pressure_center_minus_shell,null_pressure_center_minus_shell,active_far_profile_nu_best,active_far_profile_r2_best,active_far_profile_coeff_best,active_far_profile_nu_boundary_hit,delta_far_profile_nu_best,delta_far_profile_r2_best,delta_far_profile_coeff_best,delta_far_profile_nu_boundary_hit,active_r2_1_over_r,active_r2_1_over_r2,active_r2_advantage_1_over_r,delta_pressure_ladder_n,delta_pressure_ladder_nu_median,delta_pressure_ladder_nu_span,delta_pressure_ladder_monopole_rel_span,active_thread_density_log_growth,null_thread_density_log_growth,thread_density_growth_active_minus_null,active_restoring_fraction,null_restoring_fraction,active_max_real_growth,null_max_real_growth,active_gear_phase_lock_score,null_gear_phase_lock_score,active_best_rational_p,active_best_rational_q,active_thread_over_carrier_rate
PAIR_C6479A7DA586,CAND_82773CB554B40E02,CAND_8893142FC87D3936,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.033420697682806616,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_7,torus,0.25,0.25,per_thread_beta,fixed_per_thread_density,1.0,1,1.0,active,-0.033420697682806616,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-4.76171391895409e-06,-7.442994116491933e-07,-4.017414507304896e-06,0.5,0.5,0.03823039873670339,0.03364026046599165,nan,nan,,,nan
PAIR_E4BC3797FB76,CAND_6D30C28920B021AD,CAND_CB204B01EC0133A6,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.051760065238923327,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,0.25,0.5,per_thread_beta,fixed_per_thread_density,1.0,2,1.0,null,0.051760065238923327,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.753273487249942e-05,4.0871566494140153e-05,-3.3388316216407334e-06,0.6666666666666666,0.6666666666666666,0.05118150879337354,0.05269337913995083,nan,nan,,,nan
PAIR_1E2DA9DAA28D,CAND_F9CD672EB237B941,CAND_4085139D1AAE960D,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.09636645358305351,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,0.25,0.5,per_thread_beta,fixed_per_thread_density,1.0,2,1.0,active,-0.09636645358305351,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.296650846841396e-05,3.599480774356545e-05,-3.028299275151487e-06,0.3333333333333333,0.3333333333333333,0.06705284693813848,0.07576109411086884,nan,nan,,,nan
PAIR_C3FFD85E869B,CAND_18D73FBBFC62DBC5,CAND_C08DF553869B5D36,True,B,FULL_HORIZON_PRIMARY_METRICS,0.242912466499683,0,4,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,-0.25,-1.25,per_thread_beta,fixed_per_thread_density,1.0,5,1.0,null,0.242912466499683,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,2.6025235336516397e-05,3.599373391855303e-05,-9.968498582036636e-06,0.5,0.3333333333333333,0.09754089117770687,0.07576109411086884,nan,nan,,,nan
PAIR_61E34C1E2148,CAND_7F8159FB9BC08D13,CAND_586EA95E8BB1246D,True,TIE,FULL_HORIZON_PRIMARY_METRICS,0.000936937301474503,2,2,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_5,torus,0.25,0.25,per_thread_beta,fixed_per_thread_density,1.0,1,1.0,tie,-0.000936937301474503,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,-1.0137772054528766e-05,-6.007548673022904e-06,-4.1302233815058615e-06,0.6666666666666666,0.6666666666666666,0.09631784681874056,0.09960544856648378,nan,nan,,,nan
PAIR_AB0FF455C814,CAND_D5CEFB85141EF8C0,CAND_684A9F73E5A38B4D,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.102646023168348,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_3,torus,-0.25,-1.0,per_thread_beta,fixed_per_thread_density,1.0,4,1.0,active,-0.102646023168348,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.496338721170727e-05,4.08752827190041e-05,-5.911895507296834e-06,0.6666666666666666,0.6666666666666666,0.057001655007795714,0.05269337913995083,nan,nan,,,nan
PAIR_A23609A540AB,CAND_38F109606DD44850,CAND_9C1F8BC44A67ACFB,True,B,FULL_HORIZON_PRIMARY_METRICS,0.09275569232678867,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_7,torus,0.25,1.25,per_thread_beta,fixed_per_thread_density,1.0,5,1.0,active,-0.09275569232678867,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.1426199392931725e-05,3.803481759977834e-05,-6.608618206846617e-06,0.5,0.5,0.05531173433766769,0.03364026046599165,nan,nan,,,nan
PAIR_68DE5A6B56D7,CAND_3C34BC6F8C5DD4FD,CAND_7A1DE01498D6F511,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.060530948108179466,3,1,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_7,torus,0.25,0.5,per_thread_beta,fixed_per_thread_density,1.0,2,1.0,active,-0.060530948108179466,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.4915802532569784e-05,3.803543515383381e-05,-3.119632621264024e-06,0.5,0.5,0.042593680726520894,0.03364026046599165,nan,nan,,,nan
PAIR_C6D314E840B7,CAND_EF5607D0F076FB77,CAND_66D13A619D341732,True,B,FULL_HORIZON_PRIMARY_METRICS,0.06928665827160303,1,3,nan,nan,nan,True,nan,nan,0,nan,nan,TRIPLE_GEAR_T3_3,triple_gear,-0.25,-1.25,per_thread_beta,fixed_per_thread_density,1.0,5,1.0,active,-0.06928665827160303,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,4.7140269236268025e-05,5.592660759280099e-05,-8.786338356532964e-06,0.6666666666666666,0.6666666666666666,-0.0003876541755539753,0.0003542050347016268,nan,nan,,,nan
PAIR_48A5742F08AD,CAND_4A36A070A90251C2,CAND_3F5A0C5A6D011845,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.1469046442435692,4,0,nan,nan,nan,True,nan,nan,0,nan,nan,TORUS_T2_9,torus,-0.25,-0.75,per_thread_beta,fixed_per_thread_density,1.0,3,1.0,null,0.1469046442435692,dynamics_only,self_confinement,PASS_FULL_HORIZON,PASS_FULL_HORIZON,0.1,0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,False,nan,nan,nan,True,nan,nan,nan,0,nan,nan,nan,3.1187170463144513e-05,3.602652842043355e-05,-4.8393579572890395e-06,0.3333333333333333,0.3333333333333333,0.08998234632823753,0.07576109411086884,nan,nan,,,nan
