R_core,v_rms_norm,v2_mean_norm,v2_cv,phi_mean_norm,mu_amp_norm,I_poisson_norm,I_phi_norm,mu_poisson_norm,mu_phi_norm,poisson_cancellation,phi_cancellation,beltrami_misalignment_median,divergence_rms_norm,poisson_identity_rel_rms,clock_min,clock_mean,metric_det_error_max,clock_identity_error_max
220.0792899297734,0.0004420146849593095,1.9537698171967763e-07,0.3234958985667271,-9.768849085983881e-08,2.1499213702744484e-05,0.0016299352180361736,0.0016298561304707582,0.0001297061234350116,0.00012969982984652512,1.0,1.0,0.9727858568752643,5.1330736108836476e-21,1.4064841919869722e-16,0.9999999999179137,0.9999999999486578,2.220446049250313e-16,0.0
253.85926617746193,0.000287480409249763,8.264498570241121e-08,0.35283115386285135,-4.1322492851205606e-08,1.0490097711830471e-05,0.0007934962212852963,0.0007934698077452199,6.314442297114767e-05,6.31423210484138e-05,1.0,1.0,0.9723650997959152,2.9929625543221862e-21,1.285054518390306e-16,0.9999999999634194,0.9999999999782822,3.3306690738754696e-16,0.0
292.8241319059304,0.00018711234995401853,3.5011031505315095e-08,0.37554575018212033,-1.7505515752657548e-08,5.126037453837537e-06,0.0003872389490389814,0.0003872298784635349,3.081549644863222e-05,3.0814774635172725e-05,1.0,1.0,0.9708254177970952,1.610947888482433e-21,1.3643508993452605e-16,0.9999999999838628,0.9999999999907996,3.3306690738754696e-16,0.0
337.7697159437957,0.00012183819974218255,1.4844546916415971e-08,0.3929541054988508,-7.4222734582079855e-09,2.5070191976360853e-06,0.00018924465785241548,0.00018924148257153,1.5059611375473196e-05,1.5059358694648881e-05,1.0,1.0,0.9681674119611384,9.4182892151474e-22,1.3856598855821994e-16,0.9999999999929432,0.9999999999960991,2.220446049250313e-16,0.0
389.6139989084072,7.935488934816969e-05,6.2971984634602565e-09,0.4062152718549322,-3.1485992317301282e-09,1.226738337634314e-06,9.255987561344886e-05,9.255874892580465e-05,7.365680867925682e-06,7.365591208971734e-06,1.0,1.0,0.9644206375576068,5.702863030332779e-22,1.262317503240515e-16,0.9999999999969371,0.9999999999983452,3.3306690738754696e-16,0.0
449.41586228724947,5.169260580074096e-05,2.6721254944707974e-09,0.4162780921485414,-1.3360627472353987e-09,6.004477916186681e-07,4.5292861196511205e-05,4.5292457524740756e-05,3.6042913730999278e-06,3.604259249921101e-06,1.0,1.0,0.9595661930857722,3.224971849297026e-22,1.488241093053179e-16,0.999999999998677,0.9999999999992978,3.3306690738754696e-16,0.0
518.3967153163649,3.3676097860611115e-05,1.1340795671174565e-09,0.4238939099975328,-5.670397835587283e-10,2.939515612505472e-07,2.216970789366841e-05,2.2169562248092414e-05,1.7642092990903695e-06,1.7641977089836898e-06,1.0,1.0,0.9535044594364352,1.8960011174523218e-22,1.310074214025009e-16,0.999999999999431,0.999999999999702,3.3306690738754696e-16,0.0
597.9654413689362,2.1940096675522893e-05,4.813678421312907e-10,0.42964717407336295,-2.4068392106564534e-10,1.4392066709042484e-07,1.0853359464863313e-05,1.0853306645798823e-05,8.636829039931021e-07,8.636787007855007e-07,1.0,1.0,0.944337190462121,1.1313986474968392e-22,1.2893880027324966e-16,0.9999999999997561,0.9999999999998734,3.3306690738754696e-16,0.0
689.7471733657396,1.4294526606016877e-05,2.043334908901244e-10,0.4339876810618293,-1.021667454450622e-10,7.04692238827087e-08,5.313901752879538e-06,5.313882525465521e-06,4.228668655377329e-07,4.2286533546874104e-07,1.0,1.0,0.9348233587209798,6.643712719242836e-23,1.281947282718946e-16,0.9999999999998956,0.9999999999999463,3.3306690738754696e-16,0.0
795.6164859241354,9.313439808783155e-06,8.674016107182679e-11,0.4372592213224374,-4.3370080535913396e-11,3.450595107023016e-08,2.6019013915405854e-06,2.6018943727602006e-06,2.0705273395068257e-07,2.0705217541388623e-07,1.0,1.0,0.922450989769166,3.8849419176556065e-23,1.3480519951577503e-16,0.9999999999999554,0.9999999999999771,3.3306690738754696e-16,0.0
917.7356821709188,6.068149566912835e-06,3.6822439166424423e-11,0.4397233388751276,-1.8411219583212212e-11,1.689663316379784e-08,1.2740480984253065e-06,1.2740455309790487e-06,1.0138552630060856e-07,1.0138532198972705e-07,1.0,1.0,0.9088590136702454,2.1676559229977062e-23,1.3045117659795426e-16,0.9999999999999809,0.9999999999999902,3.3306690738754696e-16,0.0
1058.5989571991247,3.953723133364902e-06,1.5631926615304776e-11,0.44157835948921387,-7.815963307652388e-12,8.27397060698744e-09,6.238672760567922e-07,6.23866335444693e-07,4.964578040885727e-08,4.96457055573247e-08,1.0,1.0,0.8933188399226486,1.4292498275113808e-23,1.3035093297464032e-16,0.9999999999999919,0.9999999999999959,3.3306690738754696e-16,0.0
1221.0833401750288,2.576076607597557e-06,6.636170688211337e-12,0.44297432126937597,-3.3180853441056687e-12,4.05165873496636e-09,3.0549638608065775e-07,3.0549604108034104e-07,2.4310629970723388e-08,2.43106025164705e-08,1.0,1.0,0.8778392318787244,8.948857123857358e-24,1.3362760102026946e-16,0.9999999999999966,0.9999999999999982,2.220446049250313e-16,0.0
1408.5074555505498,1.6784678324816122e-06,2.8172542646755213e-12,0.4440245400827468,-1.4086271323377607e-12,1.984061817988527e-09,1.4959771800777068e-07,1.4959759135867897e-07,1.1904608148102075e-08,1.1904598069687583e-08,1.0,1.0,0.8582061248276845,5.452340623068621e-24,1.4375794248012832e-16,0.9999999999999986,0.9999999999999994,3.3306690738754696e-16,0.0
