R_core,v_rms_norm,v2_mean_norm,v2_cv,phi_mean_norm,mu_amp_norm,I_poisson_norm,I_phi_norm,mu_poisson_norm,mu_phi_norm,poisson_cancellation,phi_cancellation,beltrami_misalignment_median,divergence_rms_norm,poisson_identity_rel_rms,clock_min,clock_mean,metric_det_error_max,clock_identity_error_max
32.47447704370251,0.0003521769121858751,1.240285774767776e-07,0.5618597661611238,-6.20142887383888e-08,2.0138815960163457e-06,0.00018944946982390776,0.00018905947927620422,1.5075909794306892e-05,1.5044875332593825e-05,1.0,1.0,0.8972965786685949,7.717378345096015e-20,1.4062157592366416e-16,0.9999999999097147,0.9999999999674072,3.3306690738754696e-16,0.0
37.45898541585521,0.0002088838632773192,4.363246833765778e-08,0.5138882911322845,-2.181623416882889e-08,8.172139975590435e-07,7.37396744041877e-05,7.363407315887237e-05,5.868016841706692e-06,5.859613361612396e-06,1.0,1.0,0.9071559826625554,4.4499520291193533e-20,1.3633101145978817e-16,0.999999999970907,0.9999999999885341,2.220446049250313e-16,0.0
43.20856611476547,0.00012635872830174134,1.596652821803329e-08,0.47062530660807034,-7.983264109016645e-09,3.4494539506607995e-07,3.0019906571057592e-05,2.998927339488537e-05,2.388908260970343e-06,2.386470550265136e-06,1.0,1.0,0.9188443175269182,2.821725356212651e-20,1.501385877540853e-16,0.9999999999901418,0.9999999999958042,3.3306690738754696e-16,0.0
49.840650112851826,7.769506576545686e-05,6.036523244298667e-09,0.4366685182336216,-3.0182616221493333e-09,1.504321214585935e-07,1.2698479846577653e-05,1.268909709544952e-05,1.0105129186678232e-06,1.0097662630569015e-06,1.0,1.0,0.9281772263864714,1.7861085428369822e-20,1.317046513432116e-16,0.999999999996512,0.9999999999984137,2.220446049250313e-16,0.0
57.490692865710265,4.840772124686869e-05,2.343307476314543e-09,0.4145485411227273,-1.1716537381572714e-09,6.7359185205361e-08,5.54536838853038e-06,5.54236885810116e-06,4.41286395150074e-07,4.410477001026916e-07,1.0,1.0,0.9418764384935006,1.1090943044607929e-20,1.3600634891816782e-16,0.9999999999987162,0.9999999999993843,3.3306690738754696e-16,0.0
66.31494089053142,3.0477583567658467e-05,9.288831001236053e-10,0.4036920747320138,-4.6444155006180267e-10,3.079941393945523e-08,2.4850935093888315e-06,2.4841020392612135e-06,1.9775745803240897e-07,1.976785593465398e-07,1.0,1.0,0.9525406326597377,6.771899619596804e-21,1.400939167878105e-16,0.9999999999995118,0.9999999999997559,3.3306690738754696e-16,0.0
76.4936229867152,1.934610304389863e-05,3.7427170298514383e-10,0.40135845549398314,-1.8713585149257192e-10,1.4314699271370721e-08,1.1368223787227617e-06,1.136486082721249e-06,9.046545049560712e-08,9.043868891011571e-08,1.0,1.0,0.9605856681244158,4.592985755317821e-21,1.3760772881421623e-16,0.9999999999998093,0.9999999999999016,3.3306690738754696e-16,0.0
88.23463127702463,1.2357868871105085e-05,1.5271692303542805e-10,0.4042657676936803,-7.635846151771402e-11,6.737460696896372e-09,5.284965046525248e-07,5.28380153799709e-07,4.205641556111909e-08,4.20471566544398e-08,1.0,1.0,0.9670234920931904,2.8557863702568234e-21,1.3057173505750826e-16,0.9999999999999238,0.9999999999999598,2.220446049250313e-16,0.0
101.77776725184778,7.932112233701367e-06,6.291840448803489e-11,0.4097110309534193,-3.1459202244017446e-11,3.201847363920415e-09,2.4877676605994087e-07,2.487358982999355e-07,1.9797026022427825e-08,1.9793773869418852e-08,1.0,1.0,0.9723226759962598,1.8282167068396364e-21,1.410678192090487e-16,0.9999999999999687,0.9999999999999835,3.3306690738754696e-16,0.0
117.3996395389097,5.110095161348055e-06,2.611307255803281e-11,0.41590669099638977,-1.3056536279016406e-11,1.5328326527832233e-09,1.1823234908237446e-07,1.1821782877567786e-07,9.408631394913207e-09,9.40747590562022e-09,1.0,1.0,0.9773855042541866,1.2075466008656248e-21,1.3630101345059182e-16,0.9999999999999869,0.9999999999999931,3.3306690738754696e-16,0.0
135.41931343179178,3.301250676980438e-06,1.0898256032263799e-11,0.42185524765974947,-5.4491280161318995e-12,7.379171747465234e-10,5.660253050757895e-08,5.659732643675016e-08,4.504286260895499e-09,4.503872134097198e-09,1.0,1.0,0.9821640314172441,8.10381267914743e-22,1.4083048307726018e-16,0.9999999999999944,0.9999999999999971,2.220446049250313e-16,0.0
156.2048275647387,2.1371877216302987e-06,4.5675713574873066e-12,0.4270965826859225,-2.2837856787436533e-12,3.567383481429721e-10,2.7248715522961718e-08,2.7246838108917244e-08,2.1683838841921086e-09,2.1682344843294048e-09,1.0,1.0,0.9857358706047772,5.424551672934999e-22,1.3862586552849904e-16,0.9999999999999977,0.9999999999999989,3.3306690738754696e-16,0.0
180.1807108320598,1.3857897146632928e-06,1.92041313326657e-12,0.43148702682096707,-9.60206566633285e-13,1.730107017215969e-10,1.3172924124351225e-08,1.3172243470944777e-08,1.0482679946824873e-09,1.0482138300054029e-09,1.0,1.0,0.9882773042983442,3.3764964345089722e-22,1.3878615905402942e-16,0.999999999999999,0.9999999999999996,3.3306690738754696e-16,0.0
207.83665307969605,8.996479923962863e-07,8.093665102226684e-13,0.43504792319769936,-4.046832551113342e-13,8.41080132997365e-11,6.388493981514957e-09,6.388246289956905e-09,5.083801980354645e-10,5.083604873675514e-10,1.0,1.0,0.9895252774716793,2.147213698673116e-22,1.3615006414741365e-16,0.9999999999999996,0.9999999999999999,2.220446049250313e-16,0.0
