pair_id,candidate_a,geometry_a,candidate_b,geometry_b
PAIR_61CF83A58606,CAND_25CFEFE8129BE16B,geometry/CAND_25CFEFE8129BE16B.npz,CAND_B570371B68513449,geometry/CAND_B570371B68513449.npz
PAIR_1881993699A9,CAND_3A0CD24B4BA5A457,geometry/CAND_3A0CD24B4BA5A457.npz,CAND_05D22362231A760D,geometry/CAND_05D22362231A760D.npz
PAIR_30CA754887CB,CAND_8BF39A77EE458B95,geometry/CAND_8BF39A77EE458B95.npz,CAND_87B5BB322E45175B,geometry/CAND_87B5BB322E45175B.npz
PAIR_24C4EAFE3A84,CAND_77F359A67060E722,geometry/CAND_77F359A67060E722.npz,CAND_CC150C61A30F0418,geometry/CAND_CC150C61A30F0418.npz
PAIR_BFA95867F16A,CAND_5646EBD8754A6AF9,geometry/CAND_5646EBD8754A6AF9.npz,CAND_DB5B5EFF6371C7C5,geometry/CAND_DB5B5EFF6371C7C5.npz
PAIR_08A186DE2203,CAND_954769D41385D82B,geometry/CAND_954769D41385D82B.npz,CAND_30F4C9ACAEE1A87F,geometry/CAND_30F4C9ACAEE1A87F.npz
PAIR_9A96A0426174,CAND_9FCEF0293D45FE50,geometry/CAND_9FCEF0293D45FE50.npz,CAND_0F2196C8CBBED9CA,geometry/CAND_0F2196C8CBBED9CA.npz
PAIR_2AF781346C85,CAND_AFCBF189BD1E97FB,geometry/CAND_AFCBF189BD1E97FB.npz,CAND_900ECF98CA83E799,geometry/CAND_900ECF98CA83E799.npz
PAIR_0A41838CD866,CAND_4BA5E3E8BA462B8A,geometry/CAND_4BA5E3E8BA462B8A.npz,CAND_67CF47E966747FF3,geometry/CAND_67CF47E966747FF3.npz
PAIR_D8BEFED72B62,CAND_D0592C522ACE0368,geometry/CAND_D0592C522ACE0368.npz,CAND_0BEA3A2C1820D184,geometry/CAND_0BEA3A2C1820D184.npz
PAIR_5A381873B8D9,CAND_BF3A48429D802272,geometry/CAND_BF3A48429D802272.npz,CAND_0462E7F70281B795,geometry/CAND_0462E7F70281B795.npz
PAIR_3CE7F0B66548,CAND_0BEA3A2C1820D184,geometry/CAND_0BEA3A2C1820D184.npz,CAND_1FA6F637745AEC69,geometry/CAND_1FA6F637745AEC69.npz
PAIR_849D07EBD04F,CAND_4A709AD53B11D6FA,geometry/CAND_4A709AD53B11D6FA.npz,CAND_934719043FCB051D,geometry/CAND_934719043FCB051D.npz
PAIR_411A94B9813F,CAND_6BC3E8249E9DE2B8,geometry/CAND_6BC3E8249E9DE2B8.npz,CAND_4A709AD53B11D6FA,geometry/CAND_4A709AD53B11D6FA.npz
PAIR_909A599A2EB1,CAND_7D93F84DE92F20C0,geometry/CAND_7D93F84DE92F20C0.npz,CAND_7EEE2F09E9269CA0,geometry/CAND_7EEE2F09E9269CA0.npz
PAIR_B7EA67C2139C,CAND_CFBE1DA7D922D44F,geometry/CAND_CFBE1DA7D922D44F.npz,CAND_E243FF3425ECAA0B,geometry/CAND_E243FF3425ECAA0B.npz
PAIR_EA8B5443214E,CAND_CEA5DF00826EB1A9,geometry/CAND_CEA5DF00826EB1A9.npz,CAND_FFBD2AA406B018A5,geometry/CAND_FFBD2AA406B018A5.npz
PAIR_983B7209A6D2,CAND_4AC1B97FB275F3C7,geometry/CAND_4AC1B97FB275F3C7.npz,CAND_886A0D8FDF74865E,geometry/CAND_886A0D8FDF74865E.npz
PAIR_080766530A28,CAND_7D93F84DE92F20C0,geometry/CAND_7D93F84DE92F20C0.npz,CAND_BFE9CF07663A643A,geometry/CAND_BFE9CF07663A643A.npz
PAIR_28E851A36225,CAND_B3CFF441996544A8,geometry/CAND_B3CFF441996544A8.npz,CAND_BF3A48429D802272,geometry/CAND_BF3A48429D802272.npz
PAIR_39F258622045,CAND_87B5BB322E45175B,geometry/CAND_87B5BB322E45175B.npz,CAND_5AE5BC0D95BFCD6C,geometry/CAND_5AE5BC0D95BFCD6C.npz
PAIR_3B05CAC70185,CAND_06337B2F6F1A9E43,geometry/CAND_06337B2F6F1A9E43.npz,CAND_FFBD2AA406B018A5,geometry/CAND_FFBD2AA406B018A5.npz
PAIR_86DA2AE8079F,CAND_7552923B8EBB74C9,geometry/CAND_7552923B8EBB74C9.npz,CAND_5F18D389B2B1325A,geometry/CAND_5F18D389B2B1325A.npz
PAIR_36B43B16F36E,CAND_4E9B06832A98A503,geometry/CAND_4E9B06832A98A503.npz,CAND_1A191EA8EA691651,geometry/CAND_1A191EA8EA691651.npz
PAIR_BAB91094361C,CAND_F6255D7C50024B76,geometry/CAND_F6255D7C50024B76.npz,CAND_248553EE6213157C,geometry/CAND_248553EE6213157C.npz
PAIR_65A6FAC08465,CAND_4F8F14391CA36BE2,geometry/CAND_4F8F14391CA36BE2.npz,CAND_E4F2103E80E6C9AF,geometry/CAND_E4F2103E80E6C9AF.npz
PAIR_EC4FF2F0D2C7,CAND_71D1F0DDA0793020,geometry/CAND_71D1F0DDA0793020.npz,CAND_1A2A1EF5ACA8DF51,geometry/CAND_1A2A1EF5ACA8DF51.npz
PAIR_BCC54EFC0B03,CAND_C0DCF7F01177ACDF,geometry/CAND_C0DCF7F01177ACDF.npz,CAND_05D22362231A760D,geometry/CAND_05D22362231A760D.npz
PAIR_33896FE4DC30,CAND_9FCEF0293D45FE50,geometry/CAND_9FCEF0293D45FE50.npz,CAND_797800836005EED8,geometry/CAND_797800836005EED8.npz
PAIR_18E56EC2979E,CAND_847B4C2DDE7EFEFA,geometry/CAND_847B4C2DDE7EFEFA.npz,CAND_E4F4B6EC5B7D3E66,geometry/CAND_E4F4B6EC5B7D3E66.npz
PAIR_4D66D043470C,CAND_4A709AD53B11D6FA,geometry/CAND_4A709AD53B11D6FA.npz,CAND_FB6D3A74137748F8,geometry/CAND_FB6D3A74137748F8.npz
PAIR_6BCC35D07CD1,CAND_03E501C1C61644EB,geometry/CAND_03E501C1C61644EB.npz,CAND_A84889FBDBCC5B1E,geometry/CAND_A84889FBDBCC5B1E.npz
PAIR_773FA4E3780B,CAND_EE2B18E863E3D799,geometry/CAND_EE2B18E863E3D799.npz,CAND_5FAB4C176B356E20,geometry/CAND_5FAB4C176B356E20.npz
