eigen_index,lambda_real,lambda_imag,frequency,growth_abs,growth_ratio,k2,k
10,-0.17157212622044243,0.0,0.0,0.17157212622044243,171572126220442.4,17.50763002828926,4.184211996097862
11,-0.17135453859543973,0.0,0.0,0.17135453859543973,171354538595439.72,17.512584840521846,4.184804038485177
17,-6.90879837311497e-06,0.0,0.0,6.90879837311497e-06,6908798373.114969,306.2298221014223,17.4994234791156
20,2.907363333677664e-07,0.0,0.0,2.907363333677664e-07,290736333.3677664,16.43810718883032,4.05439356609966
19,-8.147761690289248e-16,0.0,0.0,8.147761690289248e-16,0.8147761690289248,4.392946412817448,2.0959356890938823
18,4.632431583332256e-06,0.0,0.0,4.632431583332256e-06,4632431583.332255,127.35642987973911,11.285230608177182
16,-1.4413165980967486e-05,0.0,0.0,1.4413165980967486e-05,14413165980.967485,1087.6747952832302,32.97991502844163
8,0.17145708686389982,3.542541278556928e-05,3.542541278556928e-05,0.17145708686389982,4839.946055159129,17.50857948997018,4.184325452204953
14,-1.4600207032866575e-05,0.14611322899950638,0.14611322899950638,1.4600207032866575e-05,9.992392292497963e-05,36.150155897746025,6.01249997070653
12,2.7338363156508352e-05,0.14617899485357363,0.14617899485357363,2.7338363156508352e-05,0.0001870197779365837,36.152199266732865,6.012669895041043
4,1.001381265787471e-05,0.3179604765389748,0.3179604765389748,1.001381265787471e-05,3.149389121212756e-05,64.45063173654471,8.02811507992659
6,-2.051024504820531e-05,0.3179746881427252,0.3179746881427252,2.051024504820531e-05,6.450276016624046e-05,64.45223216605125,8.028214755850222
2,9.181447127221132e-06,0.40481307160142577,0.40481307160142577,9.181447127221132e-06,2.2680708137461226e-05,100.19504086928433,10.009747292978195
0,6.172843602103573e-06,0.40485757453759363,0.40485757453759363,6.172843602103573e-06,1.5246951002840592e-05,100.19487442158449,10.009738978693925
