pair_id,candidate_a,candidate_b,valid,winner_anonymous,decision_basis,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,delta_far_profile_nu_blind,delta_far_profile_r2_blind,delta_far_profile_coeff_A_minus_B_blind,delta_far_profile_boundary_hit_blind,delta_source_monopole_A_minus_B_blind,delta_source_monopole_fraction_abs_blind,delta_pressure_ladder_n_blind,delta_pressure_ladder_nu_span_blind,delta_pressure_ladder_monopole_rel_span_blind
PAIR_C1778AF0C49B,CAND_A6CC2A9056DDB540,CAND_7E155BBA5822681A,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.0795670181071608,3,1,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_FB15A12A76E2,CAND_AD740231C0675D5D,CAND_1C0D7EE3F00619D5,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.09859887257335118,3,1,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_543569A2390A,CAND_763B64B66C5469D8,CAND_DAB781CA555DA8CC,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.09963095363850324,3,1,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_2E72208FF162,CAND_D34036D05D1AC6B5,CAND_7DBAB366D4FD7751,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.14166652691750475,4,0,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_FE38BF4DBB09,CAND_C4E4135B5B11FF5B,CAND_4B62EF75A4DAF28C,True,B,FULL_HORIZON_PRIMARY_METRICS,0.07956597827757214,1,3,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_526B1F67E6D1,CAND_F2852A38406A2EB5,CAND_FCDE7466EB0F6B5A,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_90C23A124A62,CAND_107B34C0ECBD4ADE,CAND_DFA8EDA672870223,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.07956597827757217,3,1,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_4B4898C8B207,CAND_C70B03B1C8440338,CAND_ABEDB62530DE268B,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_1F3F6E8DE4F7,CAND_D09CCE4392FEEB38,CAND_75166AAFAF90BB4D,True,A,FULL_HORIZON_PRIMARY_METRICS,-0.14146704470994637,4,0,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_6011279CD18C,CAND_9AEDED47205E50FA,CAND_52F4744B46C0D375,True,B,FULL_HORIZON_PRIMARY_METRICS,0.03634970561286415,1,3,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_0300286DF746,CAND_DB951648BB49ED0F,CAND_4A2596EAFA9840A4,True,B,FULL_HORIZON_PRIMARY_METRICS,0.09963095363850324,1,3,nan,nan,nan,True,nan,nan,0,nan,nan
PAIR_3B5DE06E5C00,CAND_34DF03836867D781,CAND_2F130A5D19F3BE98,True,B,FULL_HORIZON_PRIMARY_METRICS,0.14133927225214485,0,4,nan,nan,nan,True,nan,nan,0,nan,nan
