pair_id,candidate_a,candidate_b,valid,winner_anonymous,median_log_ratio_A_over_B,n_metrics_A_better,n_metrics_B_better,carrier_id,family,beta,gamma_core,n_threads,helix_turns,winner_condition,log_ratio_active_over_null,pressure_delta_active_minus_null,active_pressure_center_minus_shell,null_pressure_center_minus_shell,active_r2_1_over_r,active_r2_1_over_r2,active_r2_advantage_1_over_r,active_restoring_fraction,null_restoring_fraction
PAIR_D4CFF3D05095,CAND_B4E3234D8D4E0610,CAND_A8648EE6F89C05A2,True,TIE,-0.023470744974237488,4,0,TRIPLE_GEAR_T3_3,triple_gear,-0.75,1.0,3,1.0,tie,-0.023470744974237488,-0.07103388593984308,-0.0959961089263239,-0.024962222986480813,0.3722581742656177,0.31831386774998005,0.05394430651563764,0.5,0.5
PAIR_681C1A514E94,CAND_ABCF04F00C65356A,CAND_A8648EE6F89C05A2,True,TIE,0.02544616635558223,0,4,TRIPLE_GEAR_T3_3,triple_gear,0.75,1.0,3,1.0,tie,0.02544616635558223,-0.008441014830611784,-0.0334032378170926,-0.024962222986480813,0.1611164560219882,0.11948237025902142,0.04163408576296679,0.5,0.5
PAIR_30EC4DD2DEB6,CAND_8599FFA7D53FBDAE,CAND_663A5634D7093C9B,True,A,-0.05934104857755318,3,1,TORUS_T2_3,torus,0.75,1.0,3,1.0,null,0.05934104857755318,-0.013432279220973353,-0.004914080197044808,0.008518199023928544,0.03716314021542011,0.039657285996921754,-0.0024941457815016443,0.5,0.5
PAIR_CBE9E13017DF,CAND_15B5900737CD549B,CAND_8599FFA7D53FBDAE,True,A,-0.05205681728735058,4,0,TORUS_T2_3,torus,-0.75,1.0,3,1.0,active,-0.05205681728735058,-0.06604262154948135,-0.057524422525552794,0.008518199023928544,0.2179237319389784,0.2255322170277012,-0.007608485088722805,0.5,0.5
PAIR_0CE0E65EB529,CAND_0B7F7B2545183C21,CAND_AAF270A2776E335E,True,A,-0.11480642381447917,4,1,TWIST_5_2,twist,0.75,1.0,3,1.0,null,0.11480642381447917,0.08924804530674568,0.3595775909886158,0.2703295456818701,0.8340191578112103,0.7422362408531304,0.09178291695807983,0.5,0.5
PAIR_F6F1BEAF02FE,CAND_0B7F7B2545183C21,CAND_9C59C90D6BD240A0,True,B,0.11634774432927039,1,4,TWIST_5_2,twist,-0.75,1.0,3,1.0,active,-0.11634774432927039,-0.16431182157013724,0.10601772411173288,0.2703295456818701,0.6745266078844463,0.5594704889635052,0.11505611892094114,0.75,0.5
