pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,9b660d09d14b127a,0a8e396a51b88605,geometry/9b660d09d14b127a.npz,geometry/0a8e396a51b88605.npz
P00001,dd457d908e15559f,0a9088585dd72333,geometry/dd457d908e15559f.npz,geometry/0a9088585dd72333.npz
P00002,2645eb79e2c6e01e,05bd01e4964bab1f,geometry/2645eb79e2c6e01e.npz,geometry/05bd01e4964bab1f.npz
P00003,cd4e9984aa5e652a,7ff6d40a856be77c,geometry/cd4e9984aa5e652a.npz,geometry/7ff6d40a856be77c.npz
P00004,a1da73953f3b3c58,a2513e54746e4cf8,geometry/a1da73953f3b3c58.npz,geometry/a2513e54746e4cf8.npz
P00005,c8c136f961884d30,f2c53378dd0b1b28,geometry/c8c136f961884d30.npz,geometry/f2c53378dd0b1b28.npz
P00006,cad7ab207d51744b,d9a7879df04ea16d,geometry/cad7ab207d51744b.npz,geometry/d9a7879df04ea16d.npz
P00007,b2d3fb44bf02c7d3,3da615468023cb0c,geometry/b2d3fb44bf02c7d3.npz,geometry/3da615468023cb0c.npz
P00008,40e1f8bba1b8bbf8,5af2cb0dfdffd9c7,geometry/40e1f8bba1b8bbf8.npz,geometry/5af2cb0dfdffd9c7.npz
P00009,5c04a87a47303a18,117da236727fd409,geometry/5c04a87a47303a18.npz,geometry/117da236727fd409.npz
P00010,6d743e765ae5be88,7e38f59af6023044,geometry/6d743e765ae5be88.npz,geometry/7e38f59af6023044.npz
P00011,81ae0836e035286c,42b4a3652eb7153d,geometry/81ae0836e035286c.npz,geometry/42b4a3652eb7153d.npz
P00012,5ee3abce0a0141c5,7db5a29994abea84,geometry/5ee3abce0a0141c5.npz,geometry/7db5a29994abea84.npz
P00013,279b3d3bb4783be8,8b26cb474dcea466,geometry/279b3d3bb4783be8.npz,geometry/8b26cb474dcea466.npz
P00014,8ea291400cfc3a5f,0b7ffef0f4504212,geometry/8ea291400cfc3a5f.npz,geometry/0b7ffef0f4504212.npz
