pair_id,carrier_id,family,candidate_null,candidate_active,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,gamma_core,n_threads,helix_turns,campaign_role
PAIR_C1778AF0C49B,TORUS_T2_3,torus,CAND_A6CC2A9056DDB540,CAND_7E155BBA5822681A,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_FE38BF4DBB09,TORUS_T2_3,torus,CAND_4B62EF75A4DAF28C,CAND_C4E4135B5B11FF5B,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_90C23A124A62,TORUS_T2_3,torus,CAND_107B34C0ECBD4ADE,CAND_DFA8EDA672870223,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_3B5DE06E5C00,TORUS_T2_9,torus,CAND_34DF03836867D781,CAND_2F130A5D19F3BE98,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_2E72208FF162,TORUS_T2_9,torus,CAND_7DBAB366D4FD7751,CAND_D34036D05D1AC6B5,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_1F3F6E8DE4F7,TORUS_T2_9,torus,CAND_75166AAFAF90BB4D,CAND_D09CCE4392FEEB38,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_FB15A12A76E2,TWIST_5_2,twist,CAND_AD740231C0675D5D,CAND_1C0D7EE3F00619D5,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_543569A2390A,TWIST_5_2,twist,CAND_763B64B66C5469D8,CAND_DAB781CA555DA8CC,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_0300286DF746,TWIST_5_2,twist,CAND_4A2596EAFA9840A4,CAND_DB951648BB49ED0F,0.75,0.75,total_beta,2.0,3,1.0,general
PAIR_6011279CD18C,TRIPLE_GEAR_T3_3,triple_gear,CAND_52F4744B46C0D375,CAND_9AEDED47205E50FA,0.75,0.75,total_beta,0.5,3,1.0,general
PAIR_526B1F67E6D1,TRIPLE_GEAR_T3_3,triple_gear,CAND_FCDE7466EB0F6B5A,CAND_F2852A38406A2EB5,0.75,0.75,total_beta,1.0,3,1.0,general
PAIR_4B4898C8B207,TRIPLE_GEAR_T3_3,triple_gear,CAND_ABEDB62530DE268B,CAND_C70B03B1C8440338,0.75,0.75,total_beta,2.0,3,1.0,general
