candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_A6CC2A9056DDB540,TORUS_T2_3,torus,"analytic T(2,q)",True,null,0.5,0.0,0.0,total_beta,3,1.0,0.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_7E155BBA5822681A,TORUS_T2_3,torus,"analytic T(2,q)",True,active,0.5,0.75,0.75,total_beta,3,1.0,0.125,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_4B62EF75A4DAF28C,TORUS_T2_3,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_C4E4135B5B11FF5B,TORUS_T2_3,torus,"analytic T(2,q)",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_107B34C0ECBD4ADE,TORUS_T2_3,torus,"analytic T(2,q)",True,null,2.0,0.0,0.0,total_beta,3,1.0,0.0,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_DFA8EDA672870223,TORUS_T2_3,torus,"analytic T(2,q)",True,active,2.0,0.75,0.75,total_beta,3,1.0,0.5,0.6618174420968784,4.85802601059427,11.3066601339996,0.11912713957743812,2.180193118665027,"[[2.002260834966026, 2.0022608371738797, 2.00226083784031]]"
CAND_34DF03836867D781,TORUS_T2_9,torus,"analytic T(2,q)",True,null,0.5,0.0,0.0,total_beta,3,1.0,0.0,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_2F130A5D19F3BE98,TORUS_T2_9,torus,"analytic T(2,q)",True,active,0.5,0.75,0.75,total_beta,3,1.0,0.125,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_7DBAB366D4FD7751,TORUS_T2_9,torus,"analytic T(2,q)",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_D34036D05D1AC6B5,TORUS_T2_9,torus,"analytic T(2,q)",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_75166AAFAF90BB4D,TORUS_T2_9,torus,"analytic T(2,q)",True,null,2.0,0.0,0.0,total_beta,3,1.0,0.0,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_D09CCE4392FEEB38,TORUS_T2_9,torus,"analytic T(2,q)",True,active,2.0,0.75,0.75,total_beta,3,1.0,0.5,0.6720434371057341,4.949111055525558,11.690382004904826,0.12096781867903214,2.1143490911602125,"[[1.9948363509255773, 1.9948365843419242, 1.994836584477813]]"
CAND_AD740231C0675D5D,TWIST_5_2,twist,knot.5_2.fseries,True,null,0.5,0.0,0.0,total_beta,3,1.0,0.0,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_1C0D7EE3F00619D5,TWIST_5_2,twist,knot.5_2.fseries,True,active,0.5,0.75,0.75,total_beta,3,1.0,0.125,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_763B64B66C5469D8,TWIST_5_2,twist,knot.5_2.fseries,True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_DAB781CA555DA8CC,TWIST_5_2,twist,knot.5_2.fseries,True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_4A2596EAFA9840A4,TWIST_5_2,twist,knot.5_2.fseries,True,null,2.0,0.0,0.0,total_beta,3,1.0,0.0,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_DB951648BB49ED0F,TWIST_5_2,twist,knot.5_2.fseries,True,active,2.0,0.75,0.75,total_beta,3,1.0,0.5,0.30808863531889563,2.7734068119357786,13.496442164066075,0.07700000000000001,10.060510647948187,"[[-1.010581270252342, -1.0127960591785734, -1.0067469746196667]]"
CAND_52F4744B46C0D375,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,0.5,0.0,0.0,total_beta,3,1.0,0.0,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
CAND_9AEDED47205E50FA,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,0.5,0.75,0.75,total_beta,3,1.0,0.125,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
CAND_FCDE7466EB0F6B5A,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,3,1.0,0.0,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
CAND_F2852A38406A2EB5,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.75,0.75,total_beta,3,1.0,0.25,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
CAND_ABEDB62530DE268B,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,2.0,0.0,0.0,total_beta,3,1.0,0.0,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
CAND_C70B03B1C8440338,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,2.0,0.75,0.75,total_beta,3,1.0,0.5,0.6675345113012162,4.908949119001713,5.411047609387979,0.12015621203421892,2.14300870438636,"[[1.0004614861894559, 1.0004004991947024, 1.0004007616065045], [1.000400499159008, 1.0004007617215895, 1.0004614861298085], [1.000400761599685, 1.000461486130204, 1.0004004992972835]]"
