catalog_id,topology_key,resolutions_json,last_length_relative_change,last_reach_relative_change,last_writhe_absolute_change,convergence_status,thresholds
0:1:1,0_1,"[64, 128, 256]",7.529816085554031e-05,3.9035441545840684e-13,0.0,PASS_DIAGNOSTIC_THRESHOLDS,length<=1e-3; reach<=2e-2; |dWr|<=5e-2
3:1:1,3_1,"[64, 128, 256]",0.0007031316284394495,0.0006797936273741085,0.0220153498477611,PASS_DIAGNOSTIC_THRESHOLDS,length<=1e-3; reach<=2e-2; |dWr|<=5e-2
