catalog_id,topology_key,samples,total_length,sampled_reach_proxy,length_over_diameter_proxy,writhe_sum_midpoint_proxy,edge_cv_max,native_backend
0:1:1,0_1,64,6.280662313909505,0.9999999999999778,3.1403311569548222,0.0,8.380465880081309e-15,True
0:1:1,0_1,128,6.282554501865545,0.9999999999998734,3.14127725093317,0.0,1.5502558924374878e-14,True
0:1:1,0_1,256,6.283027602288602,0.9999999999994831,3.141513801145925,0.0,6.748827805130538e-15,True
3:1:1,3_1,64,31.781090909462208,0.8357951406887532,19.012488444998844,-3.4322624285926255,0.0010252936312189786,True
3:1:1,3_1,128,31.8686553836936,0.8326559926510576,19.136747747547194,-3.487254189728806,0.0002673897709643548,True
3:1:1,3_1,256,31.8910790100106,0.8320903429385285,19.16323106057643,-3.509269539576567,6.71581110748188e-05,True
