blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non
B01,fremlin_3_1,knot,1,FAIL,1,0.165572220218604,0.18396913357622666,1.1111111111111112,0.34428990881942534,0.31851976810959975,0.015093516157878075,0.3679382671524533,inf,-0.25547090305052333,-0.06590320418773783,0.02222210842053321,False,0.0,False,False,nan
B02,fremlin_5_2,knot,1,PASS,1,0.1019569258508226,0.11328547316758066,1.111111111111111,0.56544716845432,0.11432421525829485,0.02395009550240741,0.2265709463351613,inf,-0.06560785000391911,0.004072192843531657,0.06439543585126375,False,0.0,False,False,nan
B03,link_0.3.1,unlink,3,FAIL,3,0.16044385226336622,0.1782709469592958,1.8463675766148675,0.25234996633238754,0.7540636410857833,0.007740347485998072,0.2702022648187994,1.421757070815878,3.6618822721063565e-08,0.0008216522538236381,0.0037580795613359227,False,3.7242143586116504e-09,False,False,nan
B04,knot_5.1,knot,1,FAIL,1,0.11947900245280786,0.13275444716978652,1.1111228718188098,0.3240316650864634,0.1773963270462579,0.02007813714284306,0.265511704654821,inf,-0.4666623998247416,-0.03770013902173576,0.029512456073383764,False,0.0,False,False,nan
B05,knot_0.1,unknot,1,FAIL,1,0.8962002558912318,0.9957780621013687,1.0920762875150463,0.00011484524740442116,0.535764686198992,0.0021857905096179598,0.5512689577607431,inf,0.0,-0.015734833793891227,0.0020455771808929007,False,0.0,False,False,nan
B06,fremlin_5_1,knot,1,FAIL,1,0.10770249698636669,0.11966944109596299,1.1111111111111112,0.3349195093199897,0.22236508104721178,0.01060014002843012,0.23933888219192598,inf,-0.3629258977579769,-1.1688549461855214e-10,0.050497925172846736,True,0.0,False,False,nan
B07,knot_3.1,knot,1,FAIL,1,0.17273060280195884,0.1919228920021765,1.1111811463203938,0.32307475256445806,0.23068196788985684,0.03279253273427844,0.3838699784521865,inf,0.087605161849654,-0.06554676710558226,0.024820597170085636,False,0.0,False,False,nan
B08,link_6.3.1,link,3,FAIL,3,0.08424142748131243,0.09360158609034715,1.1111566945137032,0.4639121276093781,0.15454230289798862,0.05322373829589296,0.18802385326236096,0.18721085220250192,0.5351534403198588,-0.024009678775033665,0.026539155405555827,True,0.000173924857552743,False,False,nan
B09,knot_5.2,knot,1,PASS,1,0.10892259641287319,0.12102510712541466,1.1111228504980026,0.49092347135188574,0.04537141068795224,0.060917459316999316,0.24205277161983035,inf,0.41355014940067913,0.02987246701963241,0.0583163951534199,False,0.0,False,False,nan
B10,torus_6.9,torus_link,3,FAIL,3,0.02587864405081355,0.02875404894534839,1.1112075005736084,0.5267815667710218,0.9396181978307061,0.07839639174135002,0.07558282558305716,0.057513086747877216,0.5215342639065663,-0.09469497945892578,5.943911732344876e-16,True,0.0,False,False,nan
B11,link_6.3.3,link,3,FAIL,3,0.10359110888590381,0.11510123209544867,1.1111346048476658,0.4393242368324212,0.22528321188112072,0.052445557102616766,0.2597383043240555,0.23020733167534052,-0.9759559112684315,-0.11105422881908844,0.023870962468500935,True,3.607685984241549e-05,False,False,nan
B12,knot_4.1,knot,1,FAIL,1,0.12613266714774715,0.14014740794194128,1.1111451441660438,0.4789174076388016,0.17278921244364068,0.052389974080907835,0.28030340124386227,inf,-0.04049465858558083,-0.055062551079960886,0.052615551641524885,True,0.0,False,False,nan
B13,fremlin_4_1,knot,1,FAIL,1,0.12163421953823708,0.13514913282026342,1.1111111111111112,0.46511819619630673,0.4140613313592786,0.03341685845103702,0.27029826564052684,inf,0.28420873316350936,-0.012486229895188581,0.03920472173964004,True,0.0,False,False,nan
B14,fremlin_0_1,unknot,1,FAIL,1,0.8966207396960141,0.9962452663289045,1.1111111111111112,5.29070521452965e-08,0.5358772842193474,0.002469233269919057,0.551302688389231,inf,0.0,-3.59884949281902e-14,0.0020453524197939555,False,0.0,False,False,nan
B15,torus_2.3,torus_knot,1,FAIL,1,0.17273885710484138,0.19193206344982375,1.111149331593092,0.32346434239628086,0.23655236324084222,0.03409371567475328,0.38387733122439827,inf,0.08471304427845232,-0.06545501462413808,0.02638841185150983,False,0.0,False,False,nan
B16,link_0.2.1,unlink,2,FAIL,2,0.1501164888069559,0.16679609867439546,3.152126256500873,0.10206582712208076,0.9999999999930405,0.0011730655817865207,0.275656749347373,0.9463722518042503,-6.270975046092163e-14,1.1214103033359266e-09,0.003277635701696772,False,6.734732218741177e-10,False,False,nan
B17,link_2.2.1,link,2,PASS,2,0.08544842863323114,0.09494269848136794,1.1131044129157175,0.2897948093762584,0.03679572368805553,0.013622881317163755,0.2745602047467852,0.19022604597672665,0.054609591121812594,-0.018761839867652987,0.014905121707343542,False,3.4713488885618204e-06,False,False,nan
