pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,4835be560fd464c5,db27013b432c4da3,geometry/4835be560fd464c5.npz,geometry/db27013b432c4da3.npz
P00001,5b752d7e9d5a8b44,3ecbd4225c5bf2af,geometry/5b752d7e9d5a8b44.npz,geometry/3ecbd4225c5bf2af.npz
P00002,ec6a8d53baf86bee,3a154ae9005321c0,geometry/ec6a8d53baf86bee.npz,geometry/3a154ae9005321c0.npz
P00003,2b5cae9ad6a30709,697e697bc58a2bef,geometry/2b5cae9ad6a30709.npz,geometry/697e697bc58a2bef.npz
P00004,31eca172877aad4e,ce46ebc6d19a77c8,geometry/31eca172877aad4e.npz,geometry/ce46ebc6d19a77c8.npz
P00005,f916ac9f29db8555,c545dbb9fabe06e9,geometry/f916ac9f29db8555.npz,geometry/c545dbb9fabe06e9.npz
P00006,49b796405c0db921,7820dfc61726cc28,geometry/49b796405c0db921.npz,geometry/7820dfc61726cc28.npz
P00007,356d6899786c610a,b4b73d2d45100228,geometry/356d6899786c610a.npz,geometry/b4b73d2d45100228.npz
P00008,86700b28839de3d8,120b9c8d6dd7fe33,geometry/86700b28839de3d8.npz,geometry/120b9c8d6dd7fe33.npz
P00009,0d2bb238fbec9657,01d3c123f46972fa,geometry/0d2bb238fbec9657.npz,geometry/01d3c123f46972fa.npz
P00010,15d8d5d26b62b229,8102a727aae235bf,geometry/15d8d5d26b62b229.npz,geometry/8102a727aae235bf.npz
P00011,0a32698953fa622e,ccef5f9b42ef1380,geometry/0a32698953fa622e.npz,geometry/ccef5f9b42ef1380.npz
P00012,e5a158bca097cf53,49ebd51c2ac13163,geometry/e5a158bca097cf53.npz,geometry/49ebd51c2ac13163.npz
P00013,b01050e443f855ef,b92d0cd5eff8adc8,geometry/b01050e443f855ef.npz,geometry/b92d0cd5eff8adc8.npz
P00014,6af927b90c6cd619,09189c46392be22a,geometry/6af927b90c6cd619.npz,geometry/09189c46392be22a.npz
P00015,c88ddca330db18aa,6e9a729150e35e67,geometry/c88ddca330db18aa.npz,geometry/6e9a729150e35e67.npz
P00016,fe80f9be1c64e996,18ca6575080b4f39,geometry/fe80f9be1c64e996.npz,geometry/18ca6575080b4f39.npz
P00017,0f7d18e0f1adb642,9b7797f6941d0b05,geometry/0f7d18e0f1adb642.npz,geometry/9b7797f6941d0b05.npz
P00018,39259281363d1800,80886fd4680d4f71,geometry/39259281363d1800.npz,geometry/80886fd4680d4f71.npz
P00019,18c2301b0a96bf02,20ce455ae6229a2c,geometry/18c2301b0a96bf02.npz,geometry/20ce455ae6229a2c.npz
P00020,d0224b5fbe5a0165,53bdb26517a8015e,geometry/d0224b5fbe5a0165.npz,geometry/53bdb26517a8015e.npz
P00021,1ccc9cf2ee966f57,483effa6dd6661e7,geometry/1ccc9cf2ee966f57.npz,geometry/483effa6dd6661e7.npz
