pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,closed_phase_valid,clock_regime,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,growth_effect_bounded,log_growth_ratio
P00000,TORUS_T2_3,gaussian,-0.75,0.05,1,1,False,True,FAST_SWIRL_LOCKED,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,1.2787728788782131,-0.2547882520042688,24.66042000662698,-0.09802759751470978,2612.6051693644145,2193.1533649713624,2.8895985714325314,0.0013582343724494296,0.05,6.025993698713725e-07,357.42306176158553,1.3207793553866565,0.775288183221318,0.19290750643939303,nan,nan
P00001,TORUS_T2_3,gaussian,-0.75,0.05,1,2,True,True,FAST_SWIRL_LOCKED,0.022066057887597922,-1.4668931178259348,1.4668931178259348,4.283328642574737,1.4881732753213996,-0.021280157495464858,295.2602821909863,-0.7004046296023851,365.6563608848437,366.2015323863791,3.118726120848613,0.00026513959088859284,0.05,1.4390884247638253e-07,85.4946148064541,1.3207793553866565,1.110626927838756,0.016111818683927807,0.0037004749147331205,0.007401316890341861
P00002,TORUS_T2_3,gaussian,-0.75,0.05,2,1,False,True,OTHER_BRANCH,8.027748768134401e-17,-2.3383131946090057,2.3383131946090057,2.6870589113834304,2.4319183737345345,-0.09360517912552879,67.12433399388671,0.31773944050920866,806.0296436503688,488.5957147903767,-2.0898425717508977,0.3261702334941448,0.05,0.0006675663972253727,183.28610018707002,1.3207793553866565,1.7704041065394056,0.07087117067947053,nan,nan
P00003,TORUS_T2_3,gaussian,-0.75,0.05,2,2,False,False,OTHER_BRANCH,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,nan,nan
P00004,TORUS_T2_3,gaussian,0.75,0.05,1,1,False,False,SLOW_MODE,0.00028863160906737474,-0.06463684498853782,0.06463684498853782,97.20748759154003,1.0017810204107676,-0.9338287292216026,6.728412941864581,-0.006696001355887419,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,0.04893841255537755,0.7070285626536201,nan,nan
P00005,TORUS_T2_3,gaussian,0.75,0.05,1,2,True,False,SLOW_MODE,0.001107058994659179,-0.07367457835856245,0.07367457835856245,85.28294897868737,1.0221098575031473,-0.9466059712208583,6.637593146677519,-0.001567657431257006,163369.49827230338,214863.76244977716,3.051213851573252,4.994132094412479,0.05000000000000001,2.324324970781693e-05,2582.4143047247803,1.3207793553866565,0.055781140171587786,0.7167025797005592,-0.015014892240318826,-0.030058498126500976
P00006,TORUS_T2_3,gaussian,0.75,0.05,2,1,True,True,OTHER_BRANCH,7.15530349662619e-17,-2.336230373445226,2.336230373445226,2.689454506968766,2.4695024795801226,-0.12539454492941893,50.10732572709774,-0.01185729986440752,21599.13394583802,26105.176968966993,-1.4829263914392197,0.14046747892057185,0.05,5.380815043391017e-06,8855.384482450794,1.3207793553866565,1.7688271427904758,0.09493981293545418,0.0,0.0
P00007,TORUS_T2_3,gaussian,0.75,0.05,2,2,False,True,OTHER_BRANCH,8.469800505009265e-17,-2.1320903181161905,2.1320903181161905,2.9469601985393834,2.2859948979648053,-0.15390457984861472,40.82520035050237,0.06150460447721057,4164.036338160683,2545.2814468798947,2.611697174608237,0.0022709325248494415,0.05,8.836989380667619e-07,863.6972593458931,1.3207793553866565,1.6142668413317407,0.11652557955341401,nan,nan
P00008,TORUS_T2_3,smooth_rankine,-0.75,0.05,1,1,True,True,FAST_SWIRL_LOCKED,0.007268099313231519,-1.3804049167304295,1.3804049167304295,4.551697281737942,1.3864973858969396,-0.006092469166510073,1031.3035873399028,-0.8262938647697029,309.94712526237254,288.19600109772756,2.9175129392421737,0.11893664083768188,0.05,0.0004126930000950258,63.31616169950734,1.299188297090765,1.0625133553169548,0.004689442769883906,-0.02844781749359373,-0.05691852602179518
P00009,TORUS_T2_3,smooth_rankine,-0.75,0.05,1,2,True,True,FAST_SWIRL_LOCKED,0.014382867768729749,-1.3281911054570397,1.3281911054570397,4.730633476887725,1.3426005640384804,-0.014409458581440715,436.0458980236972,-0.7349229418367065,348.48198828471175,351.49118107464267,-1.8436592465461632,0.0003338607870087454,0.05,8.39322890099739e-08,74.30108098458899,1.299188297090765,1.0223237912712266,0.011091124060851994,-0.010135456808652141,-0.020272989070210155
