axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,growth_effect_bounded,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,closed_phase_valid,phase_uncertainty_rad,phase_sampling_step_rad,dispersion_omega_rmse,carrier_phase_cycles_at_return,lambda_real,lambda_imag,omega_mode,T_mode,advective_frequency_mode_weighted,omega_intrinsic,T_intrinsic,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,intrinsic_over_swirl_frequency_ratio,clock_regime,axial_branch_continuation_enabled,axial_branch_continuation_success
-0.75,91c05ddf1773c7b9,59a6ad84af6a17c7,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,1,P00000,gaussian,CLOSED,0.0,0.007301795418672539,nan,nan,nan,False,False,2.8895985714325314,0.16054925149485744,0.9937201119758472,True,False,True,True,0.0013582343724494296,0.05,6.025993698713725e-07,357.42306176158553,0.0,-1.0239846268739443,1.0239846268739443,6.136015270425603,1.2787728788782131,-0.2547882520042688,24.66042000662698,-0.09802759751470978,2612.6051693644145,2193.1533649713624,2.8895985714325314,1.3207793553866565,0.775288183221318,0.19290750643939303,FAST_SWIRL_LOCKED,False,True
-0.75,f9ad6521cc16eaf0,49238ad8829bae54,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,2,P00001,gaussian,TIE,0.022066057887597922,0.021903342822305247,1.007428774334812,0.007401316890341861,0.0037004749147331205,False,True,3.118726120848613,0.001490939471738173,0.27150430933619596,True,True,True,True,0.00026513959088859284,0.05,1.4390884247638253e-07,85.4946148064541,0.022066057887597922,-1.4668931178259348,1.4668931178259348,4.283328642574737,1.4881732753213996,-0.021280157495464858,295.2602821909863,-0.7004046296023851,365.6563608848437,366.2015323863791,3.118726120848613,1.3207793553866565,1.110626927838756,0.016111818683927807,FAST_SWIRL_LOCKED,False,True
-0.75,4a3d49d4a6d7abb1,67174cefa038104d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,1,P00002,gaussian,CLOSED,8.027748768134401e-17,1.1038475491765422e-15,nan,nan,nan,False,False,-2.0898425717508977,0.39382413706571484,0.29983688011485127,True,False,True,True,0.3261702334941448,0.05,0.0006675663972253727,183.28610018707002,8.027748768134401e-17,-2.3383131946090057,2.3383131946090057,2.6870589113834304,2.4319183737345345,-0.09360517912552879,67.12433399388671,0.31773944050920866,806.0296436503688,488.5957147903767,-2.0898425717508977,1.3207793553866565,1.7704041065394056,0.07087117067947053,OTHER_BRANCH,False,True
-0.75,c79db9c1264d0337,d09128eab6ba5c75,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,2,2,P00003,gaussian,INDETERMINATE,nan,0.011336450504213776,nan,nan,nan,False,False,nan,nan,nan,False,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan,OTHER_BRANCH,False,True
0.75,5a064132a11051da,5dea72e5e8597663,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,1,P00004,gaussian,INDETERMINATE,0.00028863160906737474,0.0002733242257630355,nan,nan,nan,False,False,nan,nan,0.22919263689100117,False,False,False,False,nan,nan,nan,nan,0.00028863160906737474,-0.06463684498853782,0.06463684498853782,97.20748759154003,1.0017810204107676,-0.9338287292216026,6.728412941864581,-0.006696001355887419,nan,nan,nan,1.3207793553866565,0.04893841255537755,0.7070285626536201,SLOW_MODE,False,True
0.75,f46273f272519c6e,78967922de41d5fd,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00005,gaussian,TIE,0.001107058994659179,0.0011408410006400914,0.9703887659633392,-0.030058498126500976,-0.015014892240318826,False,True,3.051213851573252,0.31520121394780465,0.24676163731353315,True,True,True,False,4.994132094412479,0.05000000000000001,2.324324970781693e-05,2582.4143047247803,0.001107058994659179,-0.07367457835856245,0.07367457835856245,85.28294897868737,1.0221098575031473,-0.9466059712208583,6.637593146677519,-0.001567657431257006,163369.49827230338,214863.76244977716,3.051213851573252,1.3207793553866565,0.055781140171587786,0.7167025797005592,SLOW_MODE,False,True
0.75,e79010af339989f3,80dbea7560fe6024,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00006,gaussian,TIE,7.15530349662619e-17,1.4885274774805454e-16,1.0,0.0,0.0,True,True,-1.4829263914392197,0.2086214676212632,0.42600135203064415,True,True,True,True,0.14046747892057185,0.05,5.380815043391017e-06,8855.384482450794,7.15530349662619e-17,-2.336230373445226,2.336230373445226,2.689454506968766,2.4695024795801226,-0.12539454492941893,50.10732572709774,-0.01185729986440752,21599.13394583802,26105.176968966993,-1.4829263914392197,1.3207793553866565,1.7688271427904758,0.09493981293545418,OTHER_BRANCH,False,True
0.75,82aaf8ed31c97b15,997782c24aa0e13e,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,2,P00007,gaussian,CLOSED,8.469800505009265e-17,1.507063565263574e-16,nan,nan,nan,False,False,2.611697174608237,0.38874658139890694,0.518304040316034,True,False,True,True,0.0022709325248494415,0.05,8.836989380667619e-07,863.6972593458931,8.469800505009265e-17,-2.1320903181161905,2.1320903181161905,2.9469601985393834,2.2859948979648053,-0.15390457984861472,40.82520035050237,0.06150460447721057,4164.036338160683,2545.2814468798947,2.611697174608237,1.3207793553866565,1.6142668413317407,0.11652557955341401,OTHER_BRANCH,False,True
-0.75,0cd26a3dd6f2c3a5,e15971d56370a6e6,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00008,smooth_rankine,CLOSED,0.007268099313231519,0.007693789285070482,0.9446710323383405,-0.05691852602179518,-0.02844781749359373,False,True,2.9175129392421737,0.07017688628740304,0.34275361034051244,True,True,True,True,0.11893664083768188,0.05,0.0004126930000950258,63.31616169950734,0.007268099313231519,-1.3804049167304295,1.3804049167304295,4.551697281737942,1.3864973858969396,-0.006092469166510073,1031.3035873399028,-0.8262938647697029,309.94712526237254,288.19600109772756,2.9175129392421737,1.299188297090765,1.0625133553169548,0.004689442769883906,FAST_SWIRL_LOCKED,False,True
-0.75,96dcaf9fc7b2d45a,a52f362819a41995,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00009,smooth_rankine,TIE,0.014382867768729749,0.014677427406235913,0.9799311263026735,-0.020272989070210155,-0.010135456808652141,False,True,-1.8436592465461632,0.008635145835636182,0.46866492731304044,True,True,True,True,0.0003338607870087454,0.05,8.39322890099739e-08,74.30108098458899,0.014382867768729749,-1.3281911054570397,1.3281911054570397,4.730633476887725,1.3426005640384804,-0.014409458581440715,436.0458980236972,-0.7349229418367065,348.48198828471175,351.49118107464267,-1.8436592465461632,1.299188297090765,1.0223237912712266,0.011091124060851994,FAST_SWIRL_LOCKED,False,True
