candidate,file,canonical128_sha256,canonical64_sha256,seen_v0.1.7,length,dense_nonlocal_clearance,start_to_final_kabsch_rms
S001_bishop_helical,S001_bishop_helical_i10000.txt,a39a063d64ba0c76f4e5f14bbf4984be83d1684868793209ff6dbf69dbaf0056,30d3e9a2cf3066753d7cf500fbfb4e09cd683c66ec8274f86262be686dd9a825,False,336.07147811104807,5.023304288377444,1.2561106321525812
S002_bishop_helical,S002_bishop_helical_i10000.txt,53b377a2b3d439aef6ec80e691414f5dfe4971a80c0247368ff2884f3970df3a,82e11bbdda42431b978382ea4692000785b079c6fdbce175a03b15b92d23e9c3,False,336.070734033752,5.023493324619066,1.2664140862580566
S003_bishop_helical,S003_bishop_helical_i10000.txt,156880ba99408cf8d6dee5bee3769cbc778694938e6b3488efabcb7a84085fae,be4822e3d50bbf03e4d1f5cf42d4acc5278956b60bae6a1b7741cf7bbbeddeca,False,336.0743737950482,5.023242951881186,1.2072854723761106
S004_bishop_helical,S004_bishop_helical_i10000.txt,5545d0c2a6933144e23d968ac0e065a41f23adeceb90f773a4f10b395ebf2b3e,f7c64adc9b6e9bb6fe38608ebd6b0ce61c2d4a1ee635a5c1b63663cbd11de50a,False,336.0749824435393,5.023609205154471,1.1864657453725505
S005_bishop_helical,S005_bishop_helical_i10000.txt,578759076987ea51ef5790d23adb0ffa0cd865ff092baf8103401f56e84e3f1f,b970f78cdd589db5b69ba6c49bf38b0a9f932deea27551839e1371c26a25ee86,False,336.0700628763984,5.023341737094656,1.288571902798523
S006_bishop_helical,S006_bishop_helical_i10000.txt,36ee63d1ab5e2542312a790724ddf98aa24b5310f2e738bf80a08c91d2fcfd34,cfecdf8acf1b65adbeef7d3735efdd9e92adf8347a2149d4e2603f5161cd7276,False,336.0684395155914,5.023356988710341,1.3183384753354097
S007_bishop_helical,S007_bishop_helical_i10000.txt,2c4429559e5f150e1c7ad26dcaca26aa19543a429cbeaadcd1e0b0a7be067b4c,a4464be135dea6e569ac60323f2ea0629753becd3c907f8742144b190c8c58e3,False,336.07546159420644,5.0235926797388695,1.1984711672103352
S008_bishop_helical,S008_bishop_helical_i10000.txt,80863221c37324b4b7f2876cfc77fc9c1bf36dc779c143f6b6b71363b3069ba9,078a704375195c90f5c32e5dd2f94d694739d2e44627e5c85f558bc103ddb9a0,False,336.07389371869806,5.023495290846519,1.2319519136524881
S009_bishop_helical,S009_bishop_helical_i10000.txt,a6f1e05775b0c35323e3e23ad42ba6dd2e70fb42b7a9219e71165139077f115f,42b7383ee7d0c79ded5b1de61365de14c4e2e68685debc81b3fe4fcbc2ad7983,False,336.07435174826287,5.0238483033756784,1.1985620640743488
S010_bishop_helical,S010_bishop_helical_i10000.txt,a0677bde65a1328288205ed5ba8db3017d2fb357326fb499a0715e6e9b229647,e767b99937ff58d30725efa9cf6e0f0ebdd39898f5d9302b1ee4078dd79c2a5a,False,336.06682717242336,5.02311357196973,1.3362043765183471
S011_bishop_helical,S011_bishop_helical_i10000.txt,976669f6d673b516b3194a55f5f7e9a3a34f2f60e36cd17feb95f6ee42ed90cf,87f8d304f6162901681e0aa8ab66632a9a7bd99858e0397a8db55d81470376ec,False,336.07394051779954,5.023777874672176,1.2072026573958565
S012_bishop_helical,S012_bishop_helical_i10000.txt,7bf7d2902aa9e79e4915e6c02965f078fccd9a6938af880af833629db55de191,bebc8c2ec655abf4c39d468472a924e45804eca36700a3555f29b2f28bd6c9b6,False,336.07162305748574,5.02326748177844,1.2541208404392186
S013_bishop_helical,S013_bishop_helical_i10000.txt,83aacb2409f5e5c1ed2062977fb5e805d7824b2b3abe1142ac04bdb7d3e12b5e,13c465ab81e52841704e0deee56eb04474d277be8538bac56cb96fbb86e5f4e6,False,336.0735822209805,5.023530035956155,1.22251189746965
S014_bishop_helical,S014_bishop_helical_i10000.txt,166f48043cc8eee193518e6ae83969c9964e2a9dcf35fb4d4009ae43fb75749d,77140486019d2059a1ed1ec49bdc5de01dc38beba50fb5c0aee46237e5619ef9,False,336.0663538754465,5.022573585247273,1.3447223685529506
S015_bishop_helical,S015_bishop_helical_i10000.txt,ec59e718ca9cd38eafc29b333fb6407eb09db08d72446ed5fa53346738dad2c6,017ede2256c46ce7c4f2743526877cc244acd0f44bf4768dfef4a1807d717f88,False,336.075385731412,5.023302833280052,1.2018393335730961
S016_bishop_helical,S016_bishop_helical_i10000.txt,6fad392dc5d1df08e3a63b75133f973c802f882a94a3b1d8afef4ddd6859d3aa,98a6cdf0886002f1756b7ec3794775a8978b83e3f80b65711bf6fd23f640ef2f,False,336.0704803652318,5.0220255426016145,1.2655609382784543
S017_bishop_helical,S017_bishop_helical_i10000.txt,3924b97c5b519beb94117b00f37544b07fd6ca4b5e1a5e3915126b85527b56a5,b7d47f3aad2e4686be6979486be2bb47a73fb74c2f92eed42ec30a81e2f7898c,False,336.0714765336636,5.0238422642827905,1.3138080358920652
S018_bishop_helical,S018_bishop_helical_i10000.txt,e8436dbe23f81d9850b245d40cbc7a2fdd8b7188b2075d8c0528bfb6c9a7f0c3,ecd1657c6713467c57295574a79b5d64e7e74c80bbe3beb00421835134007089,False,336.06587150256075,5.0218549608428065,1.3479018392639155
S019_bishop_helical,S019_bishop_helical_i10000.txt,b0f6e9b6002e0455db93a0c56885dacb88a5cc8b71c8c20982fb3e8d0e931802,f73c5145246f2487f566d8e9652c2e3d946377bd434f82c4d96a9eb12ebf8237,False,336.08012158742713,5.024595137812719,1.2294981154112354
S020_bishop_helical,S020_bishop_helical_i10000.txt,a9fcf0439508eab98870dc35ae5b1963e01361c5a743081f4b1668a4ad1be4f4,0a6256ce3cf991186236a1210e83820324fee822ff09ffab5a18e644b0878fe0,False,336.0680064512103,5.020763136995832,1.2669100356990965
S021_bishop_helical,S021_bishop_helical_i10000.txt,6ed6ed7a84e562c008b331b65ca53858364919ff325372e75d5e9ced18ff1730,bbe6077b757f136cedbd762e4b56525513a2272a85cbe2cd889bc8d8f5f3fde3,False,336.06678111231383,5.022314997967989,1.3311173996249268
S022_bishop_helical,S022_bishop_helical_i10000.txt,c0351e0dedb0fadd3c4ab45dfba90db1fa605c5962d0ec43085c36a88e7e6273,3dde63b75f0dd958999701eb1be3033e3016c926dd08b3b425d54146419e52e4,False,336.0625600260256,5.020828438232914,1.3549738846763324
S023_bishop_helical,S023_bishop_helical_i10000.txt,42f6ae11ed53bfad8fb1055f4be08ab86aa24cd9b346525bf12a17e75115693c,10c2922f7197a6e1826b13d0eeeb417cc307f8ac3b5b09cfcb9c6594dcd866c3,False,336.06999828956396,5.021409568355508,1.23914998451478
S024_bishop_helical,S024_bishop_helical_i10000.txt,427c441984edb9fe82625f45c524eca0c708ae56ec7a8b1324a4f36abc843302,366c332a719b34d58598f47335ebe6e2ca98efc5f3b41a675ba46fefa979358e,False,336.05739540766695,5.018661171538785,1.2709475842031266
S025_bishop_mixed,S025_bishop_mixed_i10000.txt,f89ca5864a9305934a0bc885a905d17a9afc78f4d45c1a1d8a5f7686bd3af520,d407806e30bba9a6a401c28ccbb37ea8b96e27b7498361aff226a2a69f035dfd,False,336.073710374911,5.023805496075131,1.2124883355823661
S026_bishop_mixed,S026_bishop_mixed_i10000.txt,072f866807398562c5adc2b922e2f1c5de5e7d9cb5c0df4526748ac6c547c467,af0c7f63fa98758629ce72016703df97263450787d6fd0d4a4d2d9edfc50bd56,False,336.0706090524764,5.021953583978605,1.215672547962226
S027_bishop_mixed,S027_bishop_mixed_i10000.txt,536e211aa003fc23b92746a56bfe3b2d7c78b6f9d8cc5383443ea2b6ef5d2d59,ee23f498f7780ab65ca60a4e025ac6f4f3290384b1beb6cf97f59a70cb71f9fb,False,336.07566981762244,5.024010611796756,1.1922167794448497
S028_bishop_mixed,S028_bishop_mixed_i10000.txt,0733ed9a89f93281008ed5bc08109a361183aa5a3558d14fb2d215fea5836c6a,7aac10e2ef417295b40d9bd24193d36383dd1bc449a6b1b2c73cd1e2c89635ab,False,336.07104154647254,5.022116737207451,1.219774750769803
S029_bishop_mixed,S029_bishop_mixed_i10000.txt,ced1740ac5435aa19415567580ad5a804ee873d52f81823b3b21d55590dac8ff,2d792e2cbb7cfcc7f7f1e586f4c3942065b6e967ccc55006b476cbfef36aaa63,False,336.0726572829202,5.022733599402969,1.1991278463229915
S030_bishop_mixed,S030_bishop_mixed_i10000.txt,c8c37471c080d6fef32509db7ce34ae418091c5d7b1e978999e9092fadbe604e,38e9d285f5423c1fddfeeae6aae2f96ada10313b21b97eb89db5aae7045f2504,False,336.0710581571285,5.0225321063128465,1.1894116957345262
S031_bishop_mixed,S031_bishop_mixed_i10000.txt,b0b3faa848a1acc7505d09e4a2b1c00c2525c3c995e5f41fada980bb9b0fe5cf,2aad8cb8dbd413d1674be304c92913f99a9a399887005091fe8287a94fe68733,False,336.07131063269736,5.022392810334473,1.2033636325873327
S032_bishop_mixed,S032_bishop_mixed_i10000.txt,c15f24dcd17e4279d1c5dbccfc5d90ce2766a54ddc9e71e639af09c43203f87e,7ad0c849f0996b690a9064bfa463e9ea279cf290728458240c6420f95484cf1d,False,336.0731943541601,5.021760167139214,1.2048369223216853
S033_pca_affine,S033_pca_affine_i10000.txt,c0d80d4d56a0049f1d4e6c484ab7606b0e145f5c390becddc58ee29d03495fa6,d02fdf459979484e7a72be0768e6a83004d2b47880129bce3648eccd8905a496,False,336.08615148214227,5.018328177427754,1.1279119890105884
S034_pca_affine,S034_pca_affine_i10000.txt,0bcff11b685ad54eb98011e09708c71e8890a32449a9b1b3a5f115f551c9dcc4,3c1f79d06eb70aeb4a21a547e05adbd330a91f525a2ce3c114dcbc1812c31d3c,False,336.07535085016394,5.0195208332344246,1.1910411665541845
S035_pca_affine,S035_pca_affine_i10000.txt,b6789cd31c4ad926d1ed9316c31c522d417c0846c5c6e5f2448bfd73e4062e77,69fb065bd1c9fbfcfc6870793d98ae336ddb36b1388e19e99aac7006108d3860,False,336.08281599680663,5.016101915015966,1.1511713280515277
S036_pca_affine,S036_pca_affine_i10000.txt,71520658ddb8a62c60feb166f90fd16631e3dbf7bd47d7eaa2ae542978bda965,13cf313d353dd89a0f42f8123bd4b229983b6743ad5980f82b6bd07f4aaec052,False,336.07148203933446,5.024034040288134,1.2282517815825995
S037_pca_affine,S037_pca_affine_i10000.txt,e6a518fdbefbd617a74511339b78c60b1bf661e1c4f7413a37880cb393c11832,3e67e6f2ba843128392161e85aacb4669a56f366d6409772343b650a76cca14c,False,336.08449990359736,5.014756514990582,1.134556175606538
S038_pca_affine,S038_pca_affine_i10000.txt,c007ba41cff17e0bd450fd76446fa47a178684ba3990d73a85797efc38e90c37,8196a686700f0b764ba95409cab5cc46bb57ee198b6219ee195c2cc2f455e0cf,False,336.08060381816955,5.0175799522272255,1.136183081508404
