n,D,offset_over_D,eps_over_D,channel_phase_rad,gamma_plus,gamma_minus,backend,period_hat,dt_hat,step,shift,recurrence_rms_over_D,plus_rms_over_D,minus_rms_over_D,endpoint_vectorfield_error,pair_min_distance_over_D,segment_max_over_min,accepted
32,1.0,0.3,0.1,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.4090414924140721,0.4643107216390321,0.34502962018311434,0.5595702740726372,0.32171378387429383,9.919549881028198,False
32,1.0,0.3,0.065,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.4188789032081878,0.4757080602485801,0.3530168728549983,0.5812890329128295,0.32047177043206515,11.097936767689651,False
32,1.0,0.3,0.035,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.4242969251729303,0.48199282224508355,0.3574054850259375,0.5936621818361772,0.3201229651423886,11.803981814772754,False
32,1.0,0.7,0.1,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.46606953732813816,0.40900100970244563,0.5168750345227651,1.4947680771912626,0.20516981824143105,4.460369948354366,False
32,1.0,0.7,0.065,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.47661712133159073,0.4144098109603456,0.5315940831806117,1.5610162469552953,0.18490037877080887,4.192037843757463,False
32,1.0,0.7,0.035,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.4845063871166545,0.41792359756509423,0.5429850319409515,1.8734499243274472,0.17432336909433854,4.030158723563742,False
32,1.0,0.7,0.1,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.4874062514981376,0.5529625827127022,0.41153625614109574,1.2151613376998833,0.47978634351184696,23.059533405136207,False
32,1.0,0.7,0.065,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.4942290107729848,0.5601646908916743,0.4180193168473453,1.231629194385707,0.4544596117947439,17.365228561977332,False
32,1.0,0.7,0.035,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.4983449974353696,0.5641751684900184,0.4223764342348853,1.255994941372896,0.4442814549300818,14.368283419675562,False
32,1.0,0.55,0.1,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5325534480333399,0.5864300513983584,0.47257395700706734,1.2219578062426009,0.14973174996345892,13.277625251620748,False
32,1.0,0.55,0.065,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5399300355769838,0.5940606935205995,0.479729902184709,1.1800760828224788,0.19488191661121582,13.279894584537413,False
32,1.0,0.55,0.035,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5411897898890492,0.6079647868280067,0.46492106355539836,1.212036499008041,0.21371335084294868,12.228960688710762,False
32,1.0,0.4,0.1,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.547579363866154,0.6255632177085454,0.45646136760327805,3.0863716325925923,0.24188313610102954,6.968910721745787,False
32,1.0,0.55,0.1,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,21,0.5554886037357187,0.7058993636176288,0.3447336162963273,1.2233575475125775,0.23519485403562962,7.235232440903484,False
32,1.0,0.4,0.035,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5583495311223254,0.6535463535414658,0.44315410590639326,1.8134873967218594,0.23494180584766716,7.95787454702693,False
32,1.0,0.55,0.065,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,21,0.5613663612517713,0.7315845341688176,0.30829929039020265,1.556329014178849,0.3589933454069088,7.7567364092184485,False
32,1.0,0.4,0.065,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5622932192057708,0.6439363938932192,0.4665760917035663,3.2395480324356205,0.2193240015053962,7.519349258960183,False
32,1.0,0.4,0.1,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.5759128808523735,0.7331140260106355,0.35481701978602653,1.0752716993408538,0.457044670660691,5.134387966265217,False
32,1.0,0.55,0.1,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.5773407584187692,0.504600262849501,0.6418903935995098,1.2333144878140827,0.17655729270058482,2.9518866042084517,False
32,1.0,0.4,0.065,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.5775184506650711,0.7327676926110811,0.3607029669722727,1.2461701356124577,0.2163249745308053,7.099888887773926,False
32,1.0,0.4,0.035,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,0,0.5812588667863594,0.7411473906365538,0.3555619296102338,0.9973010065714911,0.35258614543460703,7.019473557267517,False
32,1.0,0.3,0.1,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.587943333768378,0.5522078990329639,0.6216278337485773,0.5426366908643805,0.39133549470548223,1.9129283444145806,False
32,1.0,0.3,0.035,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5912978523296721,0.6757758811314991,0.4925375709733333,2.0013493923425822,0.22341735962740694,14.171926169391877,False
32,1.0,0.55,0.035,1.5707963267948966,1.0,-1.0,cpp,0.2,0.004,50,21,0.5933258499444224,0.7496230746516717,0.37700978021042986,1.7820958714793498,0.42016289457094125,4.882841486918215,False
32,1.0,0.3,0.1,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.5942887172277809,0.6854305774242391,0.4863569495549093,2.2389858327140435,0.15987511812724856,12.797381362042247,False
32,1.0,0.3,0.065,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.6010399944518872,0.5646116109339364,0.6353832533676304,0.5648201516395652,0.39168302671008665,1.9353557904485936,False
32,1.0,0.55,0.065,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.6035310151331303,0.5160754635955264,0.6798275430797991,1.8581112066333632,0.3170069927722526,2.8269234465546464,False
32,1.0,0.4,0.1,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.6037771871875065,0.5507580149022917,0.6525024080852129,1.5254626481913396,0.20629943325318056,2.5873914752732503,False
32,1.0,0.3,0.035,0.0,1.0,-1.0,cpp,0.2,0.004,50,0,0.6081169932318276,0.5713174595540313,0.6428132818504648,0.5778831124473967,0.39191544626980546,1.9476380294529543,False
32,1.0,0.3,0.065,3.141592653589793,1.0,-1.0,cpp,0.2,0.004,50,0,0.6158180105867727,0.6929369846356943,0.527543343859149,1.993292373291812,0.21160733334123363,14.327515397696013,False
