pair_id,carrier_id,profile,axial_ratio,core_fraction,m,n,both_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio,log_growth_ratio
P00010,TORUS_T2_3,gaussian,1.0,0.05,2,1,True,2.0132023003226783e-16,-2.3365587571678597,2.3365587571678597,2.6890765267103443,0.020018044771591408,12793.827315780592,16707.139245994982,2.957281286663938,1.3207793553866565,1.769075771542352,0.0
P00011,TORUS_T2_3,gaussian,1.0,0.05,2,2,True,4.1386990775691265e-16,-2.6014517858947235,2.6014517858947235,2.415261101992169,0.3394911473259223,754.3861158813481,684.0396105754124,2.88603402726577,1.3207793553866565,1.9696338947796104,0.0
P00012,TORUS_T2_3,smooth_rankine,-1.0,0.05,1,1,True,0.01058535856366324,-1.3696256426098956,1.3696256426098956,4.587520203846824,-1.0775894884062203,237.66695087764248,289.18126248037146,-1.1853271490194914,1.299188297090765,1.0542164254995667,0.0855704248867726
P00013,TORUS_T2_3,smooth_rankine,-1.0,0.05,1,2,True,0.021938376357172724,-1.2686497611334668,1.2686497611334668,4.952655571042646,-0.9045897404701625,283.11995653874277,289.6317155391339,0.3093034231997649,1.299188297090765,0.9764941417455173,0.020944119938698595
P00014,TORUS_T2_3,smooth_rankine,-1.0,0.05,2,1,True,0.00648331475012496,-2.820647817566806,2.820647817566806,2.2275681735409605,-1.0521748593576945,243.407648196087,280.1317771176716,2.1957558849273817,1.299188297090765,2.1710846871719838,0.02085354425494304
P00015,TORUS_T2_3,smooth_rankine,-1.0,0.05,2,2,True,0.025807767069397452,-2.744757351034227,2.744757351034227,2.2891587501576693,-1.0076007536548914,254.1754827775994,257.0667288941946,1.9670481814686618,1.299188297090765,2.112670932443344,0.11781066524841177
P00016,TORUS_T2_3,smooth_rankine,0.0,0.05,1,1,False,6.668936507604693e-17,-1.4197351991131095,1.4197351991131095,4.425603669687567,-0.04040962722735831,nan,nan,nan,1.299188297090765,1.09278632072986,nan
P00017,TORUS_T2_3,smooth_rankine,0.0,0.05,1,2,False,1.0551299325382488e-16,-1.4244897234567278,1.4244897234567278,4.410832316805024,-0.028420283155079436,9011.430555065812,9742.482858845526,1.678073125858126,1.299188297090765,1.0964459321612938,nan
P00018,TORUS_T2_3,smooth_rankine,0.0,0.05,2,1,False,3.8738046053405884e-16,-2.839616240801566,2.839616240801566,2.2126881854309897,-0.01563543997197141,nan,nan,nan,1.299188297090765,2.1856848981477413,nan
P00019,TORUS_T2_3,smooth_rankine,0.0,0.05,2,2,True,8.90391591216107e-16,-2.846085616112746,2.846085616112746,2.2076585720429995,0.14018392098913343,1826.938540456131,1543.3063320503168,-0.06027698027326455,1.299188297090765,2.1906644498614276,0.0
P00020,TORUS_T2_3,smooth_rankine,1.0,0.05,1,1,False,0.00040465071228825957,-0.05821941054820819,0.05821941054820819,107.922516700454,-0.00847339900769746,30224.87289630174,17099.721841082708,-2.742446465105498,1.299188297090765,0.04481214207253655,nan
P00021,TORUS_T2_3,smooth_rankine,1.0,0.05,1,2,True,0.0012562416791646722,-0.06598157353928348,0.06598157353928348,95.22636351554671,0.001699884906731682,150661.61655597913,169305.99160478153,-0.0506169474841101,1.299188297090765,0.050786767158412766,0.005975160392610307
P00022,TORUS_T2_3,smooth_rankine,1.0,0.05,2,1,False,1.5045008516545367e-15,-2.6152389948239687,2.6152389948239687,2.4025281511996215,0.2614073153437715,979.7254819380373,884.5696445048055,2.6864946227616526,1.299188297090765,2.0129791814475224,nan
P00023,TORUS_T2_3,smooth_rankine,1.0,0.05,2,2,True,1.3669464201643414e-16,-2.8677455743979716,2.8677455743979716,2.1909842223359095,1.0005516171697761,255.96621264952498,275.7396025767008,0.4089804943849796,1.299188297090765,2.207336365959909,0.0
P00024,TORUS_T2_9,gaussian,-1.0,0.05,1,1,False,0.0,-1.0233983794831698,1.0233983794831698,6.139530248575028,-0.07515843243737054,5293.755782042507,3405.208406798843,2.2738308219303756,1.3207793553866565,0.7748443184770792,nan
P00025,TORUS_T2_9,gaussian,-1.0,0.05,1,2,True,0.014123442924637845,-1.277599422145097,1.277599422145097,4.917961920043828,-0.43288147857907333,919.120835547376,619.7172233678183,2.1462321523145556,1.3207793553866565,0.9673072318510623,-0.22967524964742192
P00026,TORUS_T2_9,gaussian,-1.0,0.05,2,1,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00027,TORUS_T2_9,gaussian,-1.0,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00028,TORUS_T2_9,gaussian,0.0,0.05,1,1,True,1.3966633181346086e-18,-1.5880870325879108,1.5880870325879108,3.956448971779997,0.02403877042009702,16551.19539524999,15392.611717582491,2.4576450136973955,1.3207793553866565,1.202386322977467,0.0
P00029,TORUS_T2_9,gaussian,0.0,0.05,1,2,False,2.33503087910007e-17,-0.09653537642064691,0.09653537642064691,65.08686804929414,-0.04289192973787005,nan,nan,nan,1.3207793553866565,0.07308970724514868,nan
P00030,TORUS_T2_9,gaussian,0.0,0.05,2,1,True,1.3257919627756178e-17,-3.152704759362084,3.152704759362084,1.992950747614858,-0.047102919858405076,8446.83063131988,8673.8392045366,-1.3772913035252967,1.3207793553866565,2.3870033601783045,0.0
P00031,TORUS_T2_9,gaussian,0.0,0.05,2,2,True,9.305718500745063e-17,-2.9605630927961943,2.9605630927961943,2.1222940063220337,-0.06123171105725241,6497.783246863177,5086.1398364821525,0.5120506110014744,1.3207793553866565,2.24152738360261,0.0
P00032,TORUS_T2_9,gaussian,1.0,0.05,1,1,False,0.000406918333410772,-0.06510919421902209,0.06510919421902209,96.50227410346159,-0.018166137785244584,21901.759801015658,23933.14802255986,-2.00307769834401,1.3207793553866565,0.04929604172981751,nan
P00033,TORUS_T2_9,gaussian,1.0,0.05,1,2,True,0.0009433533996919401,-0.06784912981179399,0.06784912981179399,92.60524526413899,0.005448672705932138,73021.52427900609,43858.553020078034,3.0350845324163336,1.3207793553866565,0.05137052569384781,0.001575810292774445
P00034,TORUS_T2_9,gaussian,1.0,0.05,2,1,True,8.394495265824668e-17,-2.132242361518806,2.132242361518806,2.946750060206122,0.09107359581703871,4368.66890689019,2776.2890903287152,-0.26136954414611696,1.3207793553866565,1.6143819577605336,0.0
P00035,TORUS_T2_9,gaussian,1.0,0.05,2,2,True,1.925405271450708e-16,-2.577677947922287,2.577677947922287,2.4375369747970606,0.35948517533526325,1106.7782862353624,1025.015040339725,2.4052683119063936,1.3207793553866565,1.9516340389554885,0.0
P00036,TORUS_T2_9,smooth_rankine,-1.0,0.05,1,1,True,0.011853541434926592,-1.3670411330776737,1.3670411330776737,4.5961933076834365,-1.0412670694769366,382.1021503008302,432.3485830653894,-2.411523673319399,1.299188297090765,1.0522270991347824,0.03966288161778831
P00037,TORUS_T2_9,smooth_rankine,-1.0,0.05,1,2,True,0.018517752220180088,-1.2744110671949747,1.2744110671949747,4.9302658058432485,-1.0064027234664221,395.3391391014614,484.0927758297395,-1.3090863822481655,1.299188297090765,0.9809286845091867,-0.016178717787435695
P00038,TORUS_T2_9,smooth_rankine,-1.0,0.05,2,1,True,0.01544076386696657,-2.7915149803370634,2.7915149803370634,2.2508155433294212,-1.0216377899526108,389.4436856168338,389.34632469542964,-1.148944746922915,1.299188297090765,2.148660811206522,0.07035942846602738
P00039,TORUS_T2_9,smooth_rankine,-1.0,0.05,2,2,True,0.027614680164429105,-2.73967626132478,2.73967626132478,2.2934042959299616,-1.0074167222669153,394.9412169665828,396.3728788780867,-2.7272436017227837,1.299188297090765,2.1087599599377995,0.005974623387641845
P00040,TORUS_T2_9,smooth_rankine,0.0,0.05,1,1,False,2.5919851990136677e-17,-1.4202508256376103,1.4202508256376103,4.423996940370586,-0.04010400298684983,nan,nan,nan,1.299188297090765,1.0931832043268377,nan
P00041,TORUS_T2_9,smooth_rankine,0.0,0.05,1,2,False,3.6519640414227766e-16,-0.0844131996286692,0.0844131996286692,74.43368258541443,0.0702761858898696,nan,nan,nan,1.299188297090765,0.06497379926966186,nan
P00042,TORUS_T2_9,smooth_rankine,0.0,0.05,2,1,True,1.763273924270424e-16,-2.8337856243635158,2.8337856243635158,2.2172408714194196,-0.068521859789705,5806.473839233989,4230.01619188196,2.324983609211115,1.299188297090765,2.1811970063994037,0.0
P00043,TORUS_T2_9,smooth_rankine,0.0,0.05,2,2,True,2.2605635953057608e-16,-2.841715604673731,2.841715604673731,2.2110535258509745,0.12617230353792602,3153.3892552337047,3299.2335082882637,-1.5845906467023776,1.299188297090765,2.1873008023833824,0.0
P00044,TORUS_T2_9,smooth_rankine,1.0,0.05,1,1,False,0.0004906615666842423,-0.05930438738142829,0.05930438738142829,105.9480686777522,-0.00453529309092321,87727.60179069055,49291.946256144256,-1.6691972694831987,1.299188297090765,0.04564726107387736,nan
P00045,TORUS_T2_9,smooth_rankine,1.0,0.05,1,2,True,0.0010376252741459123,-0.06597573354747262,0.06597573354747262,95.23479269326413,0.011184473226254077,35573.45779599465,44800.32341183076,-0.14643566274350933,1.299188297090765,0.05078227205033341,-0.001657026196853776
P00046,TORUS_T2_9,smooth_rankine,1.0,0.05,2,1,False,2.9480036367035947e-15,-2.138126909240985,2.138126909240985,2.938640021798359,0.300041884448001,nan,nan,nan,1.299188297090765,1.6457405858941547,nan
P00047,TORUS_T2_9,smooth_rankine,1.0,0.05,2,2,True,3.9299629897163885e-16,-2.642248801394422,2.642248801394422,2.3779688361912377,0.33327253631791764,1193.8289025563215,1147.2695753566252,-2.505709771580296,1.299188297090765,2.0337689365822746,0.0
P00048,TWIST_5_2,gaussian,-1.0,0.05,1,1,False,0.0,-1.0233450502386188,1.0233450502386188,6.139850195898737,-0.07090506065212501,4500.894477029486,2476.6171859854744,-2.46272360233315,1.3207793553866565,0.774803941373717,nan
P00049,TWIST_5_2,gaussian,-1.0,0.05,1,2,True,0.02302585833772445,-1.3641708365626193,1.3641708365626193,4.605863971562164,-0.7140252268693853,446.9536703651633,543.8308784168124,-1.2054445903633584,1.3207793553866565,1.0328529371684947,0.09792508533512367
P00050,TWIST_5_2,gaussian,-1.0,0.05,2,1,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00051,TWIST_5_2,gaussian,-1.0,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00052,TWIST_5_2,gaussian,0.0,0.05,1,1,False,1.2539167912719448e-19,-1.5787263832689609,1.5787263832689609,3.9799077115373365,-0.00011010242098045538,2898539.314946045,2044194.8518656984,-1.9325766710879146,1.3207793553866565,1.1952991064179608,nan
P00053,TWIST_5_2,gaussian,0.0,0.05,1,2,False,1.1947585676108313e-17,-1.5780721466799421,1.5780721466799421,3.9815577002601485,0.02351293191225605,nan,nan,nan,1.3207793553866565,1.1948037650981935,nan
P00054,TWIST_5_2,gaussian,0.0,0.05,2,1,True,2.8291526630903857e-17,-3.1639271882832065,3.1639271882832065,1.985881764424843,0.020436572383962567,15615.9354850048,17185.337001247783,0.04730513735405335,1.3207793553866565,2.395500183569246,0.0
P00055,TWIST_5_2,gaussian,0.0,0.05,2,2,True,8.281068382970248e-17,-2.960455701345831,2.960455701345831,2.122370993196498,-0.06277583328846159,5083.742885835153,4294.491802809246,0.6977688572590498,1.3207793553866565,2.241446074449855,0.0
P00056,TWIST_5_2,gaussian,1.0,0.05,1,1,False,0.00042233401116513773,-0.06510699713573932,0.06510699713573932,96.50553064334991,-0.011867352252646603,26891.9459950654,24696.890903218187,-3.0129329770716926,1.3207793553866565,0.0492943782549352,nan
P00057,TWIST_5_2,gaussian,1.0,0.05,1,2,True,0.001096291899677076,-0.07367317449987419,0.07367317449987419,85.28457406420455,0.0021826260765680523,146216.61461334594,118983.77014161026,-0.7497194670128003,1.3207793553866565,0.05578007726983775,-0.02370416480241327
P00058,TWIST_5_2,gaussian,1.0,0.05,2,1,True,3.4052486894035447e-16,-2.132034437521842,2.132034437521842,2.947037438327127,0.08088443837119559,3945.5821454555635,2369.815276114248,-0.1677951513083278,1.3207793553866565,1.6142245325281386,0.0
P00059,TWIST_5_2,gaussian,1.0,0.05,2,2,False,1.7572595138927375e-16,-2.578212025641742,2.578212025641742,2.437032037974317,0.36493860270573386,874.4928421286356,728.5618490984195,0.7245944879642486,1.3207793553866565,1.9520384045425767,nan
P00060,TWIST_5_2,smooth_rankine,-1.0,0.05,1,1,True,0.012201192852385499,-1.3662835160208178,1.3662835160208178,4.59874194009075,-1.0240794190371318,311.6322718238503,326.0452643957034,-1.151725983896203,1.299188297090765,1.0516439526743715,0.04417134214336078
P00061,TWIST_5_2,smooth_rankine,-1.0,0.05,1,2,True,0.02111909454431129,-1.2701262359919012,1.2701262359919012,4.946898291784952,-0.9035069190665017,353.219426600872,358.60602285653533,0.9784244196898334,1.299188297090765,0.9776306012269802,0.015561292089948324
P00062,TWIST_5_2,smooth_rankine,-1.0,0.05,2,1,True,0.01126513304488341,-2.7971115685461005,2.7971115685461005,2.246312009086394,-1.022466954516893,312.12372631972187,313.25517482763087,-2.9144595110318092,1.299188297090765,2.1529685687668154,-0.19640932970920902
P00063,TWIST_5_2,smooth_rankine,-1.0,0.05,2,2,True,0.028086547455017524,-2.7381870900407925,2.7381870900407925,2.2946515707536923,-1.0073402642198155,316.81072147926204,317.95916034462437,-0.31100843102326936,1.299188297090765,2.10761372787327,-0.00301391894734875
P00064,TWIST_5_2,smooth_rankine,0.0,0.05,1,1,False,4.50928115948519e-16,-0.06297909248630128,0.06297909248630128,99.76620905654136,0.012389383063938183,nan,nan,nan,1.299188297090765,0.04847572336306334,nan
P00065,TWIST_5_2,smooth_rankine,0.0,0.05,1,2,False,1.893888009447559e-15,-0.07074940221298101,0.07074940221298101,88.80902326587793,-1.5281417194194059e-06,nan,nan,nan,1.299188297090765,0.05445661908393734,nan
P00066,TWIST_5_2,smooth_rankine,0.0,0.05,2,1,True,2.8449820938573434e-16,-2.815479336268422,2.815479336268422,2.231657404208546,-0.08179040232356755,3901.878298875081,2615.7216646083825,2.4225013017101205,1.299188297090765,2.167106448367064,0.0
P00067,TWIST_5_2,smooth_rankine,0.0,0.05,2,2,True,4.538863657162687e-16,-2.8304864987563105,2.8304864987563105,2.2198252173046433,0.06863775878981107,4649.5719194427475,5297.02480922515,-0.05290423942117816,1.299188297090765,2.178657631918743,0.0
P00068,TWIST_5_2,smooth_rankine,1.0,0.05,1,1,False,0.0005253054571301247,-0.059304539012697645,0.059304539012697645,105.94779778718622,-0.0029724210924312465,107365.74191833554,144366.66072694192,2.1754468850486433,1.299188297090765,0.04564737778618895,nan
P00069,TWIST_5_2,smooth_rankine,1.0,0.05,1,2,True,0.001204903876262343,-0.06598013994774474,0.06598013994774474,95.22843255797537,0.00507460004073989,62888.935742817535,45327.200436635736,0.8116425754424825,1.299188297090765,0.05078566370670992,0.016784334154781755
P00070,TWIST_5_2,smooth_rankine,1.0,0.05,2,1,False,6.524641832839723e-16,-2.1374076806247246,2.1374076806247246,2.939628861698077,0.29403865831015474,nan,nan,nan,1.299188297090765,1.6451869874528273,nan
P00071,TWIST_5_2,smooth_rankine,1.0,0.05,2,2,True,3.335931019391539e-16,-2.84879851930595,2.84879851930595,2.20555622470288,0.3359484556547584,949.9558355182751,905.5454002077956,-0.16543485129288873,1.299188297090765,2.1927526022865065,0.0
P00072,TRIPLE_GEAR_T3_3,gaussian,-1.0,0.05,1,1,False,0.0,-1.023947157684793,1.023947157684793,6.136239804978073,-0.10592153433836365,nan,nan,nan,1.3207793553866565,0.7752598142216068,nan
P00073,TRIPLE_GEAR_T3_3,gaussian,-1.0,0.05,1,2,True,0.006965086556452191,-1.5452214148564343,1.5452214148564343,4.066203876525588,0.08549487971784843,4417.557216385795,3098.3641926425876,-2.3368687022155443,1.3207793553866565,1.1699315321324604,-0.0603759051358149
P00074,TRIPLE_GEAR_T3_3,gaussian,-1.0,0.05,2,1,False,-4.804038570237541e-16,-2.2944511574504642,2.2944511574504642,2.738426262322926,nan,nan,nan,nan,1.3207793553866565,1.737194897915986,nan
P00075,TRIPLE_GEAR_T3_3,gaussian,-1.0,0.05,2,2,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3207793553866565,nan,nan
P00076,TRIPLE_GEAR_T3_3,gaussian,0.0,0.05,1,1,True,0.0,-1.5870101813780282,1.5870101813780282,3.959133583959612,0.019106837547632077,19766.66844631349,11336.184353960787,-1.2894730042347669,1.3207793553866565,1.2015710079852309,0.0
P00077,TRIPLE_GEAR_T3_3,gaussian,0.0,0.05,1,2,False,6.323353828129788e-18,-1.5848114160772335,1.5848114160772335,3.964626480753079,0.04310899648033398,8761.014027174377,9675.444866260703,1.5720340261288703,1.3207793553866565,1.1999062595987366,nan
P00078,TRIPLE_GEAR_T3_3,gaussian,0.0,0.05,2,1,True,8.722343504541914e-19,-3.1676808340259917,3.1676808340259917,1.9835285296700542,-0.0332708659900005,11351.628868786507,14163.994921028365,2.524278710343006,1.3207793553866565,2.3983421766148494,0.0
P00079,TRIPLE_GEAR_T3_3,gaussian,0.0,0.05,2,2,True,2.367771998092811e-17,-3.1582468709774014,3.1582468709774014,1.9894535050184634,0.00898399545009594,42039.03763748941,51476.80158710578,-2.2793947605601828,1.3207793553866565,2.391199452124105,0.0
P00080,TRIPLE_GEAR_T3_3,gaussian,1.0,0.05,1,1,False,0.0002330735751998815,-0.06464253053701335,0.06464253053701335,97.19893783523725,-0.008614968081753611,nan,nan,nan,1.3207793553866565,0.0489427172474916,nan
P00081,TRIPLE_GEAR_T3_3,gaussian,1.0,0.05,1,2,True,0.0007588068700649438,-0.06785977421859861,0.06785977421859861,92.59071931096298,-0.008696418949576415,43429.200576866504,38537.98686189691,-0.6667073755675845,1.3207793553866565,0.05137858488008601,0.02609798348620695
P00082,TRIPLE_GEAR_T3_3,gaussian,1.0,0.05,2,1,True,2.08018187923537e-16,-2.1314607453922028,2.1314607453922028,2.947830646547253,0.025342002596139727,14903.262732644007,15881.289349473771,-2.9399467268199637,1.3207793553866565,1.6137901737328566,0.0
P00083,TRIPLE_GEAR_T3_3,gaussian,1.0,0.05,2,2,True,3.565173512587154e-16,-2.5994836715168823,2.5994836715168823,2.417089738252961,0.10522552169214641,3589.229274306417,2294.8634672596654,2.017005254171834,1.3207793553866565,1.968143778834192,0.0
P00084,TRIPLE_GEAR_T3_3,smooth_rankine,-1.0,0.05,1,1,True,0.00833015371984599,-1.378937461896333,1.378937461896333,4.5565411636136615,-1.0415286393363077,362.6194312835071,462.2944474575611,-2.660427892253079,1.299188297090765,1.0613838386507544,0.013488556896692499
P00085,TRIPLE_GEAR_T3_3,smooth_rankine,-1.0,0.05,1,2,True,0.016114801551898348,-1.3285763877622163,1.3285763877622163,4.729261610439013,-0.9742982924935745,387.641573193158,389.0467738959832,-1.6301594740319216,1.299188297090765,1.0226203474409823,-0.020237257429090313
P00086,TRIPLE_GEAR_T3_3,smooth_rankine,-1.0,0.05,2,1,True,0.006651280510138727,-2.819809161422685,2.819809161422685,2.228230687785097,-1.0474858710336439,360.5571524214729,385.6158745147652,-0.5237481689665844,1.299188297090765,2.170439164004942,0.04446679331750717
P00087,TRIPLE_GEAR_T3_3,smooth_rankine,-1.0,0.05,2,2,True,0.01763605161852844,-2.761406096398489,2.761406096398489,2.2753572230373176,-1.0075507269673327,374.8481468505378,377.6595079519168,0.1550247096958495,1.299188297090765,2.125485660994658,-0.039324954198636033
P00088,TRIPLE_GEAR_T3_3,smooth_rankine,0.0,0.05,1,1,False,1.2881508043335827e-17,-1.413723920694818,1.413723920694818,4.444421725630505,0.05853037616086252,nan,nan,nan,1.299188297090765,1.088159371401766,nan
P00089,TRIPLE_GEAR_T3_3,smooth_rankine,0.0,0.05,1,2,False,3.963429367672847e-17,-1.42098875632263,1.42098875632263,4.4216995238159456,0.07288585423114324,5181.780838623133,4899.373782918172,0.17551074514837375,1.299188297090765,1.0937511979630736,nan
P00090,TRIPLE_GEAR_T3_3,smooth_rankine,0.0,0.05,2,1,True,2.2386955440646165e-16,-2.840650273146419,2.840650273146419,2.2118827391659432,-0.029157721455850293,12952.950505185592,18270.136687564278,0.6770854564827625,1.299188297090765,2.186480804597305,0.0
P00091,TRIPLE_GEAR_T3_3,smooth_rankine,0.0,0.05,2,2,True,3.378864856921446e-16,-2.835659276010816,2.835659276010816,2.2157758375042587,0.04369242543311573,8644.027405614419,8675.36200495977,-0.5752524570556735,1.299188297090765,2.182639177369921,0.0
P00092,TRIPLE_GEAR_T3_3,smooth_rankine,1.0,0.05,1,1,False,0.00030987050810321045,-0.05930246881343744,0.05930246881343744,105.95149633561073,-0.02304817758077891,nan,nan,nan,1.299188297090765,0.04564578433028665,nan
P00093,TRIPLE_GEAR_T3_3,smooth_rankine,1.0,0.05,1,2,True,0.0008528320158848494,-0.06075376026751023,0.06075376026751023,103.42051717479774,0.007466422425673584,50583.59965851309,39594.31263270113,1.3557030613811678,1.299188297090765,0.046762859859155424,-0.010038745271089073
P00094,TRIPLE_GEAR_T3_3,smooth_rankine,1.0,0.05,2,1,False,6.295691800802204e-16,-2.7598586987121165,2.7598586987121165,2.276632970416791,0.2640554257937438,1430.3001793139638,1174.9915973064212,-0.49839556890564474,1.299188297090765,2.1242946114063592,nan
P00095,TRIPLE_GEAR_T3_3,smooth_rankine,1.0,0.05,2,2,True,2.1867887188484017e-16,-2.6023310000168527,2.6023310000168527,2.4144450906279395,0.5628882322190821,670.9653910736231,623.9978136984696,-3.093564240837744,1.299188297090765,2.00304375112074,0.0
