axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio
0.75,ea421d96de91e3a6,828898dd6341f5e5,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.07,torus,1,1,P00010,gaussian,CLOSED,0.00048631451826593197,0.000527339682337274,nan,nan,False,False,1.1666463678444388,0.15862500000000002,0.2282569533583376,True,False,True,0.00048631451826593197,-0.06509641879026465,0.06509641879026465,96.52121305510671,-0.006756342627753078,27075.871213357645,31370.781284576504,1.1666463678444388,1.3207793553866565,0.04928636908562805
0.75,b7b7a9bed3640c15,ba45f288e6ce3316,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,torus,1,2,P00011,gaussian,TIE,0.0018115789810189422,0.001864064623259731,0.9718435938208275,-0.02856039917634324,False,True,0.3680799519162606,0.321875,0.2639321491052189,True,True,True,0.0018115789810189422,-0.08281167755850656,0.08281167755850656,75.87317987539267,0.0088591268692956,20649.197777760917,14002.737243044121,0.3680799519162606,1.3207793553866565,0.06269910051271474
-0.75,2b34d817c1913abd,87cea5ccb8da3f01,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.03,torus,1,1,P00012,compact_poly,INDETERMINATE,0.00213175361109113,0.0021210556845531053,nan,nan,False,False,nan,nan,0.2649812726802928,False,False,False,0.00213175361109113,-0.05563769632402939,0.05563769632402939,112.93036416509464,-1.6275842331943416e-05,nan,nan,nan,2.0564552448626587,0.027055145723701452
-0.75,988fd4d93a5b102d,ff2a54a9793c1d84,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.03,torus,1,2,P00013,compact_poly,INDETERMINATE,0.010240302207905243,0.010492823293088337,nan,nan,False,False,nan,nan,0.21706959321078806,False,False,False,0.010240302207905243,-2.9648723285435725,2.9648723285435725,2.1192093995717047,-0.7679212342825851,nan,nan,nan,2.0564552448626587,1.441739291895741
-0.75,c87bad0a8ebbaae1,beaa7776039cf04f,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00014,compact_poly,INDETERMINATE,0.002063783128647011,0.010055806686429837,nan,nan,False,False,nan,nan,0.2612528009775795,False,False,False,0.002063783128647011,-0.05563850635615483,0.05563850635615483,112.92872002996408,-0.0001735434592847714,nan,nan,nan,2.0564552448626587,0.027055539620980507
-0.75,a667e11d230966a7,3d26b208c21d59c1,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,2,P00015,compact_poly,TIE,0.02850624058365201,0.02814535792555597,1.0128220977267224,0.012740590620311033,False,True,1.0323587676249377,0.011374999999999913,0.2562838141768499,True,True,True,0.02850624058365201,-2.8632884417568243,2.8632884417568243,2.194394813861093,-0.7478790003520048,342.4449782475009,346.3402898750662,1.0323587676249377,2.0564552448626587,1.392341724387029
-0.75,3a1bfa0304f7daa1,a03fe00e75ceeac3,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.07,torus,1,1,P00016,compact_poly,INDETERMINATE,0.010514544956799904,0.014383728254569194,nan,nan,False,False,nan,nan,0.22741318876128697,False,False,False,0.010514544956799904,-2.963814149692419,2.963814149692419,2.119966026827845,-0.7669412364183495,nan,nan,nan,2.0564552448626587,1.441224727402399
-0.75,ee371d1db597f157,7d5c9f1e5cafa1f8,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.07,torus,1,2,P00017,compact_poly,TIE,0.03587253994571742,0.03549391501860888,1.0106673163621673,0.01061082195036498,False,True,1.2990595205857562,0.0036250000000002114,0.3493677717049166,True,True,True,0.03587253994571742,-2.8499664032445384,2.8499664032445384,2.204652412753535,-0.7450242888726801,245.54080396380598,246.4308893781748,1.2990595205857562,2.0564552448626587,1.38586356808114
0.75,5c12d213b12e365a,111ffc9ae4245f0d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.03,torus,1,1,P00018,compact_poly,INDETERMINATE,0.0020633269324372276,0.0020519461725703693,nan,nan,False,False,nan,nan,0.2781005235313424,False,False,False,0.0020633269324372276,-0.0593772923798759,0.0593772923798759,105.81798285751874,-0.00023395735852182114,nan,nan,nan,2.0564552448626587,0.02887361275097501
0.75,11245f64ba087a1f,040eee6af940aefa,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.03,torus,1,2,P00019,compact_poly,INDETERMINATE,0.0018028185466483302,0.0018677767022619173,nan,nan,False,False,nan,nan,0.2857016440096911,False,False,False,0.0018028185466483302,-0.05937319042110137,0.05937319042110137,105.82529358143651,-0.0003323166092385167,nan,nan,nan,2.0564552448626587,0.028871618076505543
0.75,71466787866838ac,ae899a150f8d0305,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,torus,1,1,P00020,compact_poly,INDETERMINATE,0.0019464097344247004,0.0019104116581327144,nan,nan,False,False,nan,nan,0.2822166250213883,False,False,False,0.0019464097344247004,-0.05937523434682724,0.05937523434682724,105.82165066461474,-0.0002814103989717084,nan,nan,nan,2.0564552448626587,0.028872611983730596
0.75,93cc83dd3d19f4e8,cb53cc7b5645980c,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00021,compact_poly,INDETERMINATE,0.002087639176089322,0.002131897462640535,nan,nan,False,False,nan,nan,0.29702137392468625,False,False,False,0.002087639176089322,-0.06902480192660304,0.06902480192660304,91.0279367967004,-0.0002514849440938442,nan,nan,nan,2.0564552448626587,0.033564942441143615
0.75,838609f54264c0af,3b52bfbab8867b58,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.07,torus,1,1,P00022,compact_poly,INDETERMINATE,0.0017677976778909014,0.0020112366840936823,nan,nan,False,False,nan,nan,0.2864079001157006,False,False,False,0.0017677976778909014,-0.059372736530012724,0.059372736530012724,105.82610259177555,-0.0003438536978636887,nan,nan,nan,2.0564552448626587,0.028871397361228717
0.75,adbd79a2ee8efbc3,a694fbb90e2d764d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,torus,1,2,P00023,compact_poly,INDETERMINATE,0.002641330869353731,0.0026221087914955255,nan,nan,False,False,nan,nan,0.3069615283314481,False,False,False,0.002641330869353731,-0.06901875396646343,0.06901875396646343,91.03591337265549,-0.0004322868072082757,nan,nan,nan,2.0564552448626587,0.03356200147748553
-0.75,3d5a2fb5986e1fa2,45c90650e69dcdf9,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,twist,1,1,P00024,gaussian,CLOSED,0.0,1.2012149037482415e-16,nan,nan,False,False,-1.047227728485866,0.11262499999999998,0.9934265769335424,True,False,True,0.0,-1.0246075272278687,1.0246075272278687,6.132284938584323,-0.10673376290422579,4983.368386267757,4422.116521764351,-1.047227728485866,1.3207793553866565,0.7757597989771093
-0.75,6061cbbf44a66389,63fcbbfb888da53a,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.03,twist,1,2,P00025,gaussian,CLOSED,0.008593339389135023,0.007601146509442509,nan,nan,False,False,1.160785810390766,0.34125000000000005,0.2099611361823004,True,False,True,0.008593339389135023,-1.5594603007511487,1.5594603007511487,4.029076792883506,-0.3264222078155808,1629.4652969960357,1073.4102643961385,1.160785810390766,1.3207793553866565,1.1807122017701577
-0.75,4ed0c655c61b7e17,00dbb0fff1c643a4,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00026,gaussian,SYMMETRIC_CONTROL,0.004815117858172072,0.007724609860645448,nan,nan,False,False,nan,nan,0.193979920774768,False,True,False,0.004815117858172072,-1.5613905373306767,1.5613905373306767,4.024095930491034,-0.0929570399172737,nan,nan,nan,1.3207793553866565,1.182173639346128
-0.75,ca10a827ae7e1710,869d836fe56a50ea,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,twist,1,2,P00027,gaussian,TIE,0.021411402814807155,0.021333989217894096,1.0036286490930462,0.0036220814289631407,False,True,-2.5430884949016557,0.00024999999999997247,0.26435392824304993,True,True,True,0.021411402814807155,-1.468009073101649,1.468009073101649,4.28007252973192,-0.7006231767016754,455.50333830660304,455.3894624720264,-2.5430884949016557,1.3207793553866565,1.1114718496428129
-0.75,a3d697a8cdf18fa1,d08506da3f1330e8,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00028,gaussian,SYMMETRIC_CONTROL,0.01656995628583558,0.010672944816449903,1.5525191074824747,0.439878842306909,False,True,2.6949533915881245,0.40325,0.21636999150122313,True,True,True,0.01656995628583558,-1.4572015190749286,1.4572015190749286,4.31181633077649,-0.7738923404767473,294.5557330235274,175.77613368179,2.6949533915881245,1.3207793553866565,1.1032891399550493
-0.75,ff05549ae6791959,03dfc53cbaa1a506,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.07,twist,1,2,P00029,gaussian,TIE,0.027643264977050226,0.027412669549985783,1.0084119987848674,0.008376815095493447,False,True,-0.29998065275197144,0.015249999999999986,0.33967066593988277,True,True,True,0.027643264977050226,-1.4381341069556177,1.4381341069556177,4.3689842809447335,-0.654251071084771,348.4204087774212,353.73382001127686,-0.29998065275197144,1.3207793553866565,1.0888526543743604
0.75,27cee1796e2b618b,00882db8291a118b,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.03,twist,1,1,P00030,gaussian,INDETERMINATE,0.0,0.00012533906383651347,nan,nan,False,False,nan,nan,0.9848741159747073,False,False,False,0.0,-0.9795297898450931,0.9795297898450931,6.414491291962887,-0.01811714112700962,nan,nan,nan,1.3207793553866565,0.7416301487831304
0.75,dd1793b63a58e053,a9039e0315e2cf3e,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00031,gaussian,CLOSED,0.0004442290291104348,0.00045484439390470837,nan,nan,False,False,2.695431044978861,0.23662500000000009,0.2267463030069691,True,False,True,0.0004442290291104348,-0.06510398869026295,0.06510398869026295,96.50999014933335,-0.010502129451361381,50646.26771815007,38662.0946193428,2.695431044978861,1.3207793553866565,0.04929210047442317
0.75,d2dc48b8d8501ec8,14f572c18a95c26c,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00032,gaussian,CLOSED,0.0003858241579232277,0.00037355396220231196,nan,nan,False,False,0.06624234526981354,0.44975,0.2251142715316708,True,False,True,0.0003858241579232277,-0.06511150957310781,0.06511150957310781,96.49884249918622,-0.02129776563211544,14984.49186619636,8245.216649374548,0.06624234526981354,1.3207793553866565,0.049297794750923024
0.75,d164d8643846b8c7,626c3359ee29bd82,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,1,2,P00033,gaussian,TIE,0.0010441884825676832,0.0010756416948300483,0.9707589246467606,-0.029677116854278738,False,True,1.6762463872818625,0.01574999999999993,0.2420401442966322,True,True,True,0.0010441884825676832,-0.07069118108220872,0.07069118108220872,88.8821662191879,0.0010150690887627478,314398.4970240601,309446.7206959312,1.6762463872818625,1.3207793553866565,0.05352232437151773
0.75,a866bd4399a416ce,34d6b44a2fe97b82,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00034,gaussian,TIE,0.0006747044124293026,0.0006940749549425314,0.9720919717747912,-0.028304857830517588,False,True,2.5329002874992836,0.32962500000000006,0.2347595118651752,True,True,True,0.0006747044124293026,-0.06786417691380298,0.06786417691380298,92.58471247886956,-0.013419752191762257,16986.48547104706,11387.315197653172,2.5329002874992836,1.3207793553866565,0.05138191828712815
0.75,0dfd506feb65a345,9f19982a9be61625,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.07,twist,1,2,P00035,gaussian,TIE,0.0017267979694271544,0.0017334453163126897,0.9961652620503221,-0.00384210940835868,False,True,-0.0019869350215795606,0.44199999999999995,0.2622461007019846,True,True,True,0.0017267979694271544,-0.0736485451781621,0.0736485451781621,85.31309467118496,0.0102947741868987,22142.73198148631,12355.644445669363,-0.0019869350215795606,1.3207793553866565,0.05576142970269367
-0.75,5135915622956e15,29dedc5ef50a2b28,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,twist,1,1,P00036,compact_poly,INDETERMINATE,0.00211974470990696,0.0021126616454597374,nan,nan,False,False,nan,nan,0.2640660529407007,False,False,False,0.00211974470990696,-0.05563777011924375,0.05563777011924375,112.93021437978848,-5.174893291894084e-05,nan,nan,nan,2.0564552448626587,0.027055181608369765
-0.75,25fdd5c639299524,7db5035bdc612395,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00037,compact_poly,INDETERMINATE,0.010040459117519458,0.010175312462908906,nan,nan,False,False,nan,nan,0.20966904095516092,False,False,False,0.010040459117519458,-2.9656255773265197,2.9656255773265197,2.118671134757278,-0.7686706978357989,nan,nan,nan,2.0564552448626587,1.4421055769315223
-0.75,ce2066b0888c7d49,b9a588db558c16bc,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,1,1,P00038,compact_poly,INDETERMINATE,0.009501864745067912,0.01027241426871366,nan,nan,False,False,nan,nan,0.20280230347774647,False,False,False,0.009501864745067912,-2.959670811039536,2.959670811039536,2.1229338356628653,-0.7708813615748136,nan,nan,nan,2.0564552448626587,1.4392099309884077
-0.75,fc2671123b569f76,0e6dbed2faaa2605,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,twist,1,2,P00039,compact_poly,TIE,0.027745185294360365,0.027504574369547855,1.0087480298403966,0.008709987529875424,False,True,1.815742195424191,0.011375000000000135,0.24775988377417144,True,True,True,0.027745185294360365,-2.864479991006988,2.864479991006988,2.193482002634194,-0.7480580057425286,426.61958488875865,431.4723826668683,1.815742195424191,2.0564552448626587,1.3929211433912307
-0.75,aa1dff7841df50cd,0a001d02b741a829,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.07,twist,1,1,P00040,compact_poly,CLOSED,0.02169830534761029,0.018487817832942198,nan,nan,False,False,-0.13477495768594167,0.03462500000000013,0.19203183984671807,True,False,True,0.02169830534761029,-2.872229931094311,2.872229931094311,2.1875634813072615,-0.7485659017616164,304.5215192062201,315.0655768087355,-0.13477495768594167,2.0564552448626587,1.3966897350523833
-0.75,15f232c44c74dd41,ec97f57610d6b989,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.07,twist,1,2,P00041,compact_poly,TIE,0.03504871436419397,0.03479249053535751,1.0073643407313042,0.00733735637444772,False,True,-1.9096445074865913,0.0036249999999999893,0.3379757563636906,True,True,True,0.03504871436419397,-2.8516284529665854,2.8516284529665854,2.2033674480429273,-0.7454312971754792,305.8020591490669,306.91059161348227,-1.9096445074865913,2.0564552448626587,1.3866717790675929
0.75,74851d5a622c2c1f,3e43898df8a760fc,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.03,twist,1,1,P00042,compact_poly,INDETERMINATE,0.002039811168488583,0.00203218993523504,nan,nan,False,False,nan,nan,0.2790932875146718,False,False,False,0.002039811168488583,-0.05937682646971807,0.05937682646971807,105.81881317594473,-0.0002442804838519955,nan,nan,nan,2.0564552448626587,0.028873386191141534
0.75,2fae176a5f8ab6c9,b7f4ba79ee2eb952,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.03,twist,1,2,P00043,compact_poly,INDETERMINATE,0.001826362820800817,0.001844568863459641,nan,nan,False,False,nan,nan,0.2852005069431692,False,False,False,0.001826362820800817,-0.05937350394615152,0.05937350394615152,105.82473476515867,-0.00032437187713648514,nan,nan,nan,2.0564552448626587,0.028871770535476352
0.75,af7cf3d14a77b3ca,a3f6037b46f31116,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,twist,1,1,P00044,compact_poly,INDETERMINATE,0.0018825384510478271,0.0018947181884719972,nan,nan,False,False,nan,nan,0.283904985342904,False,False,False,0.0018825384510478271,-0.059374282967460876,0.059374282967460876,105.82334628989095,-0.00030479522780834945,nan,nan,nan,2.0564552448626587,0.028872149353012647
0.75,d2c8a6c6f1eb858f,c07d921fca3d669e,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,1,2,P00045,compact_poly,INDETERMINATE,0.0020497384011708645,0.0020809310009698274,nan,nan,False,False,nan,nan,0.29436777919318646,False,False,False,0.0020497384011708645,-0.059366531161850505,0.059366531161850505,105.8371642104166,-0.0004947145071551627,nan,nan,nan,2.0564552448626587,0.02886837985419679
0.75,a4bc05932060aafe,9acef8afc0b1c496,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,twist,1,1,P00046,compact_poly,INDETERMINATE,0.0018221256382563126,0.001973440027042988,nan,nan,False,False,nan,nan,0.2888150552856489,False,False,False,0.0018221256382563126,-0.05937107790197753,0.05937107790197753,105.82905901680296,-0.0003859398548109203,nan,nan,nan,2.0564552448626587,0.028870590814118424
0.75,84643e497b9b2904,92a0b71261c364d9,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,0.37,0.07,twist,1,2,P00047,compact_poly,INDETERMINATE,0.002576275995502208,0.0025638482260433417,nan,nan,False,False,nan,nan,0.3057039436303821,False,False,False,0.002576275995502208,-0.06901969212181613,0.06901969212181613,91.03467596016067,-0.0004081605190528774,nan,nan,nan,2.0564552448626587,0.03356245767771408
