candidate_id,family,canonical_id,topology_class,family_index,variant_index,component_count,points_per_component,construction_method,source_record,legacy_ptsa_id,parameters_json
PKLSA_fc2981fbaf7fa5,knot_0.1,0_1,unknot,0,24,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_40a4aef634cbd2,knot_0.1,0_1,unknot,0,25,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_06e87a0c38110d,knot_0.1,0_1,unknot,0,26,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_f9c9537ab1dd98,knot_0.1,0_1,unknot,0,27,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_24aebff1f05465,knot_0.1,0_1,unknot,0,28,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_49f649746859fb,knot_0.1,0_1,unknot,0,29,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_1e6dabf19d795b,knot_0.1,0_1,unknot,0,30,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_8b799f463eaacc,knot_0.1,0_1,unknot,0,31,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_57cf918ae47dee,knot_0.1,0_1,unknot,0,32,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_33b1d5d47ace16,knot_0.1,0_1,unknot,0,33,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_f43cfe5f8dcb1c,knot_0.1,0_1,unknot,0,34,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_df90827d54b4c9,knot_0.1,0_1,unknot,0,35,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":0.2}"
PKLSA_e131098ebc6b0c,knot_0.1,0_1,unknot,0,36,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":-0.2}"
PKLSA_153b939443c4e2,knot_0.1,0_1,unknot,0,37,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":-0.06}"
PKLSA_e21d849872c59b,knot_0.1,0_1,unknot,0,38,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":0.06}"
PKLSA_ec4943c00f3490,knot_0.1,0_1,unknot,0,39,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":0.2}"
PKLSA_b662a640a33f1a,knot_0.1,0_1,unknot,0,40,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_afaab03bf22dc1,knot_0.1,0_1,unknot,0,41,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_b0b96467910832,knot_0.1,0_1,unknot,0,42,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_866b6aa6649559,knot_0.1,0_1,unknot,0,43,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_b456d222551b9c,knot_0.1,0_1,unknot,0,44,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_d5e8303ed5b268,knot_0.1,0_1,unknot,0,45,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_399da0c5a14f20,knot_0.1,0_1,unknot,0,46,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_001bebb2b49c02,knot_0.1,0_1,unknot,0,47,1,512,analytic-circle-plus-SIAF-global-diffeomorphism,analytic unit circle,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_f61cfd036644e1,link_0.2.1,0_2_1,unlink,1,0,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_92df6a339b2d71,link_0.2.1,0_2_1,unlink,1,1,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_a759f5bfe188ce,link_0.2.1,0_2_1,unlink,1,2,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_c908f1cc4da581,link_0.2.1,0_2_1,unlink,1,3,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":0.2}"
PKLSA_785cde62d3752d,link_0.2.1,0_2_1,unlink,1,4,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":-0.2}"
PKLSA_ef44c927e3818a,link_0.2.1,0_2_1,unlink,1,5,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":-0.06}"
PKLSA_9ac7b0da1ba917,link_0.2.1,0_2_1,unlink,1,6,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":0.06}"
PKLSA_3d3f03b10a4335,link_0.2.1,0_2_1,unlink,1,7,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":0.2}"
PKLSA_1b7e65ee2c5630,link_0.2.1,0_2_1,unlink,1,8,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_c43e6b5475b65d,link_0.2.1,0_2_1,unlink,1,9,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_4e1134a2d4e32e,link_0.2.1,0_2_1,unlink,1,10,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_0efef803ced059,link_0.2.1,0_2_1,unlink,1,11,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_4150c53f4bbf04,link_0.2.1,0_2_1,unlink,1,12,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_b5541cccff2a3f,link_0.2.1,0_2_1,unlink,1,13,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_42d3c316066a23,link_0.2.1,0_2_1,unlink,1,14,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_583bc681c6fc14,link_0.2.1,0_2_1,unlink,1,15,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_beb753bdc3e5a4,link_0.2.1,0_2_1,unlink,1,16,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_ae5d760ccc0063,link_0.2.1,0_2_1,unlink,1,17,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_6ea670493aa7fb,link_0.2.1,0_2_1,unlink,1,18,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_87ec0296b80615,link_0.2.1,0_2_1,unlink,1,19,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":0.2}"
PKLSA_5b71f13d3af779,link_0.2.1,0_2_1,unlink,1,20,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.08,""weave_shear"":-0.2}"
PKLSA_9e2ea0e29e207f,link_0.2.1,0_2_1,unlink,1,21,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.08,""weave_shear"":-0.06}"
PKLSA_0a732d834fe50a,link_0.2.1,0_2_1,unlink,1,22,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.08,""weave_shear"":0.06}"
PKLSA_68f689f6722986,link_0.2.1,0_2_1,unlink,1,23,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.08,""weave_shear"":0.2}"
PKLSA_b14548d5a06806,link_0.2.1,0_2_1,unlink,1,24,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_27cf4a9a5b0634,link_0.2.1,0_2_1,unlink,1,25,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_40eb2a4c73e8b2,link_0.2.1,0_2_1,unlink,1,26,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_8b8314091195d5,link_0.2.1,0_2_1,unlink,1,27,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_d3fa760c0efb6a,link_0.2.1,0_2_1,unlink,1,28,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_cf228a62658c17,link_0.2.1,0_2_1,unlink,1,29,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_fea4a1c2ba293c,link_0.2.1,0_2_1,unlink,1,30,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_035412264e794c,link_0.2.1,0_2_1,unlink,1,31,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.0,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_2fcfb8dda0131a,link_0.2.1,0_2_1,unlink,1,32,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_65c4a0173977d1,link_0.2.1,0_2_1,unlink,1,33,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_614623dd8a058f,link_0.2.1,0_2_1,unlink,1,34,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_99d517ee95d21a,link_0.2.1,0_2_1,unlink,1,35,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.24,""weave_shear"":0.2}"
PKLSA_4c250da999699a,link_0.2.1,0_2_1,unlink,1,36,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":-0.2}"
PKLSA_3bff06bad0d230,link_0.2.1,0_2_1,unlink,1,37,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":-0.06}"
PKLSA_8915301ed46ba5,link_0.2.1,0_2_1,unlink,1,38,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":0.06}"
PKLSA_91932c3af82c1f,link_0.2.1,0_2_1,unlink,1,39,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":-0.08,""weave_shear"":0.2}"
PKLSA_db00777859da6b,link_0.2.1,0_2_1,unlink,1,40,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_04b7939d9f5116,link_0.2.1,0_2_1,unlink,1,41,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_15981b18ae1fa4,link_0.2.1,0_2_1,unlink,1,42,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_de6d5929d52d13,link_0.2.1,0_2_1,unlink,1,43,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_5f290b14f16777,link_0.2.1,0_2_1,unlink,1,44,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_f1b16b0ba81764,link_0.2.1,0_2_1,unlink,1,45,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_d1e3aaab8099bc,link_0.2.1,0_2_1,unlink,1,46,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_dcc45a7fbaff28,link_0.2.1,0_2_1,unlink,1,47,2,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 2-component unlink,,"{""aspect"":1.12,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_0a800e5420232f,link_0.3.1,0_3_1,unlink,2,0,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_a716975eef4ba2,link_0.3.1,0_3_1,unlink,2,1,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_f664101e6e4866,link_0.3.1,0_3_1,unlink,2,2,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_a0cea3d64a109a,link_0.3.1,0_3_1,unlink,2,3,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.24,""weave_shear"":0.2}"
PKLSA_4f8ad99232194c,link_0.3.1,0_3_1,unlink,2,4,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":-0.2}"
PKLSA_24d50b9a97bd40,link_0.3.1,0_3_1,unlink,2,5,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":-0.06}"
PKLSA_968a89bd42756d,link_0.3.1,0_3_1,unlink,2,6,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":0.06}"
PKLSA_539a2d4fb6a08b,link_0.3.1,0_3_1,unlink,2,7,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":-0.08,""weave_shear"":0.2}"
PKLSA_29a201b86d8976,link_0.3.1,0_3_1,unlink,2,8,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":-0.2}"
PKLSA_e92c374877839d,link_0.3.1,0_3_1,unlink,2,9,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":-0.06}"
PKLSA_c1aba17ec0372d,link_0.3.1,0_3_1,unlink,2,10,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":0.06}"
PKLSA_072560b8f854a2,link_0.3.1,0_3_1,unlink,2,11,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.08,""weave_shear"":0.2}"
PKLSA_b502ee65d3fab7,link_0.3.1,0_3_1,unlink,2,12,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":-0.2}"
PKLSA_1076618dafc922,link_0.3.1,0_3_1,unlink,2,13,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":-0.06}"
PKLSA_329e46b0d65792,link_0.3.1,0_3_1,unlink,2,14,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":0.06}"
PKLSA_4bdf7921c18307,link_0.3.1,0_3_1,unlink,2,15,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":0.88,""bulge_shear"":0.24,""weave_shear"":0.2}"
PKLSA_c849a292fa6fad,link_0.3.1,0_3_1,unlink,2,16,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":-0.2}"
PKLSA_191b1e2f986f99,link_0.3.1,0_3_1,unlink,2,17,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":-0.06}"
PKLSA_0251dd26820594,link_0.3.1,0_3_1,unlink,2,18,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":0.06}"
PKLSA_1f7cdde24d1884,link_0.3.1,0_3_1,unlink,2,19,3,512,analytic-unlink-circles-plus-SIAF-global-diffeomorphism,analytic 3-component unlink,,"{""aspect"":1.0,""bulge_shear"":-0.24,""weave_shear"":0.2}"
