blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non
B01,fremlin_3_1,knot,1,PASS,1,0.1657265146645171,0.18414057184946345,1.1111111111111112,0.34866016506031194,1.8663023619025136e-05,0.007151221577609876,0.3682811436989269,inf,0.2553220770984795,4.396975848658362e-06,0.014704518348094466,False,0.0,False,False,nan
B02,fremlin_5_2,knot,1,FAIL,1,0.1023529885481661,0.11372554283129567,1.1111111111111112,0.5525759176864573,0.12410273308342656,0.007406781148794482,0.22745108566259134,inf,-0.0986052901011231,0.05536887205594517,0.03168914425548754,False,0.0,False,False,nan
B03,link_0.3.1,unlink,3,FAIL,3,0.16062718525778236,0.17847465028642484,1.9312311586432882,0.2523953164774142,1.0,0.0023085610410882923,0.4204736417578704,1.423615744631332,3.7402475240675553e-08,0.045488869012414855,0.003013518166178285,False,6.963586175350579e-10,False,False,nan
B04,knot_5.1,knot,1,PASS,1,0.11973463573628593,0.1330384841514288,1.111155406931599,0.3288199727351011,0.047833881360431894,0.006579908493477097,0.2660875757907191,inf,-0.4492367730987665,-0.019733612865792612,0.026808803172923137,False,0.0,False,False,nan
B05,knot_0.1,unknot,1,FAIL,1,0.8963173982278155,0.9959082202531283,1.109161228976394,0.00012039514017957264,0.9999999999999996,0.00035555114190168096,0.5806324583953943,inf,0.0,-0.01878884325714447,0.0020377724893329663,False,0.0,False,False,nan
B06,fremlin_5_1,knot,1,PASS,1,0.10809417565776548,0.12010463961973943,1.1111111111111112,0.336065426503584,6.91149102648865e-07,0.006202450817554643,0.24019229769789688,inf,0.028869962966473414,4.332570395837974e-09,0.018089273045049314,False,0.0,False,False,nan
B07,knot_3.1,knot,1,PASS,1,0.17290880312667234,0.19212089236296925,1.1111741707273906,0.32631870940352486,0.00010263625314420651,0.00958606113245122,0.38425385032649506,inf,-0.05264323817973886,-1.104678080149363e-05,0.008892592350124559,False,0.0,False,False,nan
B08,link_6.3.1,link,3,FAIL,3,0.08455752747591767,0.0939528083065752,1.1111661132206705,0.4561388177102456,0.4452203701591925,0.01221332345307462,0.18795611389709882,0.18791491829793097,-0.538937388604731,-0.1140105064126208,0.019817702707237515,True,0.000245849211241822,False,False,nan
B09,knot_5.2,knot,1,FAIL,1,0.10917687258429913,0.1213076362047768,1.1111201738353598,0.47946618886894177,0.1395775659339101,0.015871798024358487,0.24261725128933473,inf,0.409829225178256,0.10492963913321014,0.04393546191794141,False,0.0,False,False,nan
B10,torus_6.9,torus_link,3,FAIL,3,0.026082843608896133,0.028980937343217925,1.1111613422742743,0.5542584882731645,1.0,0.04463116329203698,0.0797876692891412,0.05796449502958201,-0.5803153557559102,-0.10731319267925944,3.469042939657964e-16,True,0.0,False,False,nan
B11,link_6.3.3,link,3,FAIL,3,0.1037905837032231,0.115322870781359,1.1111401413690953,0.4339815976689351,0.2438432502836281,0.021686367571026207,0.3830503260734259,0.2306517676975605,-0.8770461117294998,-0.006422229469068633,0.02000358653485808,False,0.0002622719461713441,False,False,nan
B12,knot_4.1,knot,1,PASS,1,0.12634986006506443,0.14038873340562716,1.1112808302858155,0.47676901497710295,0.047412123149967324,0.012467106445206828,0.2808010822353076,inf,-0.09550682892767373,-0.006614211320571122,0.02915146190607336,False,0.0,False,False,nan
B13,fremlin_4_1,knot,1,PASS,1,0.12190520865011348,0.13545023183345942,1.1111111111111112,0.46283412651823863,0.04878329382572538,0.0048645195106692025,0.27090046366691883,inf,-1.3078070721501871e-15,-0.003930603931968447,0.026233667977092357,False,0.0,False,False,nan
B14,fremlin_0_1,unknot,1,FAIL,1,0.8958260604793808,0.9953622894215343,1.1111111111111112,3.015102702538835e-07,0.9999999999999993,0.0001093226476748564,0.5806729407959192,inf,0.0,-1.8663536869796838e-13,0.002038564860542897,False,0.0,False,False,nan
B15,torus_2.3,torus_knot,1,PASS,1,0.17290796122061233,0.19211995691179148,1.1111283681487163,0.3267460144495401,1.1427848151542468e-06,0.009493989354938148,0.384245881581961,inf,-3.6346223283011106e-05,4.7658258105939984e-08,0.009115824614681514,False,0.0,False,False,nan
B16,link_0.2.1,unlink,2,FAIL,2,0.15019223825355038,0.1668802647261671,3.1521262557107015,0.10321646941044926,1.0,0.0006144146546616661,0.44254459563112275,0.9468497952059467,-8.614099921966673e-14,-1.4190025702351317e-09,0.0032114063383748294,False,1.627171976797996e-10,False,False,nan
B17,link_2.2.1,link,2,PASS,2,0.08549301837112437,0.09499224263458263,1.1209462390793794,0.28915331544892137,0.007937262431183685,0.0010420427907568205,0.4386670963732947,0.1916661548213123,0.08972071140648925,-0.007666621377103655,0.006941002608737436,False,6.84764494129908e-06,False,False,nan
