distance,distance_over_core,response_rms
0.29997828,0.6,0.48320903088022
0.39997104000000006,0.8,0.4071555086284332
0.4999638,1.0,0.36119067335355853
0.62495475,1.25,0.33237454953179585
0.7499457,1.5,0.32378689071223216
0.9999276,2.0,0.3336311468719332
1.4998914,3.0,0.24360091281563784
1.9998552,4.0,0.25705026621002075
2.499819,5.0,0.155567750262334
