carrier_id,family,best_beta_total,best_beta_parameter,best_n_threads,best_helix_turns,best_gamma_core,best_log_ratio_active_over_null,best_ratio_active_over_null,discovery_only
TORUS_T2_3,torus,0.75,0.75,3,1.0,1.0,0.07956597827757214,1.082816999573225,True
TORUS_T2_9,torus,0.75,0.75,3,1.0,1.0,-0.14166652691750475,0.8679106330677215,True
TRIPLE_GEAR_T3_3,triple_gear,0.75,0.75,3,1.0,1.0,0.03634970561286415,1.037018434254843,True
TWIST_5_2,twist,0.75,0.75,3,1.0,0.5,0.09859887257335118,1.1036235170973219,True
