axis,case,value,q,cell_over_core,sector,branch,eig_real,eig_imag,eig_abs,growth_numerical_floor,overlap_prev,dominant_m,dominant_m_weight,dominant_abs_m,dominant_abs_m_weight,mode_entropy,sector_leakage_fraction,low_mode_projection_leakage,c4_symmetry_leakage,c4_acceleration_used,equilibrium_gate_ok,fourier_quality_gate_ok
resolution,N48,48,2.31,10.074424655013587,0,0,-2.2854297028844577e-14,1.3084509370553351e-11,1.3084529329975577e-11,2.220446049250313e-12,1.0,0,0.9316297847253387,0,0.9316297847253387,0.15274741407751327,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,1,-2.285429702878835e-14,-1.3084509370553395e-11,1.3084529329975622e-11,2.220446049250313e-12,1.0,0,0.9316297847253387,0,0.9316297847253387,0.15274741407751327,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,2,-0.012717818531075007,-1.2403412497278167e-19,0.012717818531075007,2.220446049250313e-12,1.0,-4,0.49951028830276545,4,0.9990205766055299,0.360360826677224,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,3,0.012717818531080644,1.240341759911458e-19,0.012717818531080644,2.220446049250313e-12,1.0,-4,0.4995102883027478,4,0.9990205766054946,0.36036082667737285,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,4,-0.02062575099027449,1.1597044701739045e-19,0.02062575099027449,2.220446049250313e-12,1.0,-4,0.4930340835662095,4,0.9860681671324178,0.3942731538782243,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,5,0.020625750990301655,-1.159704667619009e-19,0.020625750990301655,2.220446049250313e-12,1.0,-4,0.4930340835661935,4,0.9860681671323857,0.3942731538782924,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,6,1.4435694682487028e-14,0.04178740003397277,0.04178740003397277,2.220446049250313e-12,1.0,8,0.49157235898739854,8,0.9831447179544008,0.4041270506620602,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,7,1.4431871679372873e-14,-0.04178740003397279,0.04178740003397279,2.220446049250313e-12,1.0,-8,0.49157235898741325,8,0.9831447179544008,0.4041270506620603,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,8,1.8576085685977236e-14,-0.04547111736485848,0.04547111736485848,2.220446049250313e-12,1.0,-8,0.49912081928170304,8,0.9982416385564681,0.3634311361334173,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
resolution,N48,48,2.31,10.074424655013587,0,9,1.857547037613785e-14,0.04547111736485852,0.04547111736485852,2.220446049250313e-12,1.0,8,0.49912081928171853,8,0.9982416385564682,0.3634311361334173,4.6460654409825116e-12,0.031616976057127065,9.072673730990803e-12,False,False,False
