a_over_rc,a_phys_m,a_dim,L_dim,L_phys_m,E_bs_dimless,E_bs_J,E_core_J,E_penalty_J,E_total_J
0.38027913538481284,5.358019580305928e-16,0.06052330415120505,16.37100032632437,1.449295300839821e-13,3.7161900786466657,2.1594991252132112e-36,5.473882439874617e-38,3.653613188875161e-35,3.8750369838363563e-35
0.39814039956774067,5.609679464628275e-16,0.06336601263578823,16.37100032632437,1.449295300839821e-13,3.677189279364707,2.1368355396189357e-36,6.000161864003253e-38,3.446043180307818e-35,3.665726896133715e-35
0.4168405863433832,5.873159518031363e-16,0.06634223979787345,16.37100032632437,1.449295300839821e-13,3.637303578881917,2.1136577329195355e-36,6.577039750065157e-38,3.23522813933257e-35,3.453170952374589e-35
0.43641909892023456,6.149014919968898e-16,0.06945825685286618,16.37100032632437,1.449295300839821e-13,3.596570688878807,2.0899876195863783e-36,7.209380822449376e-38,3.0216409969433765e-35,3.237849139724464e-35
0.45691719122919516,6.437826926021217e-16,0.07272062956779123,16.37100032632437,1.449295300839821e-13,3.5550280378848043,2.0658469495501305e-36,7.902517518247616e-38,2.805837020272422e-35,3.0203242327456824e-35
0.47837805484982904,6.740204092660329e-16,0.07613623209603612,16.37100032632437,1.449295300839821e-13,3.5127125148998077,2.0412571592177916e-36,8.662294954893677e-38,2.588463460282736e-35,2.801251471159409e-35
0.5008469100194445,7.056783559540714e-16,0.0797122614618963,16.37100032632437,1.449295300839821e-13,3.4696602722306076,2.0162392568998178e-36,9.495120221159037e-38,2.370270208356624e-35,2.581389254267765e-35
0.5243711009167651,7.388232392017817e-16,0.08345625272544226,16.37100032632437,1.449295300839821e-13,3.4259065825143766,1.990813739725664e-36,1.0408016407168139e-37,2.1521215625988986e-35,2.3616109529786332e-35
0.5490001954209627,7.735248986723071e-16,0.08737609485966275,16.37100032632437,1.449295300839821e-13,3.3814857433201846,1.965000538207181e-36,1.1408681829060423e-37,1.935009214546485e-35,2.1429179501962636e-35
0.5747860895562537,8.0985645431571e-16,0.0914800473733386,16.37100032632437,1.449295300839821e-13,3.336431021902445,1.9388189841345307e-36,1.2505554947731613e-37,1.7200665778060677e-35,1.9264540311672525e-35
0.601783116842138,8.478944604401971e-16,0.09577675771467388,16.37100032632437,1.449295300839821e-13,3.290774632536174,1.912287797405578e-36,1.3707885529104495e-37,1.508584592021673e-35,1.7135212572913352e-35
0.630048162779687,8.877190670198833e-16,0.10027527949235429,16.37100032632437,1.449295300839821e-13,3.2445477392540765,1.8854250876164252e-36,1.5025812646012696e-37,1.3020291486058006e-35,1.5055974700134557e-35
0.6596407847151206,9.29414188578997e-16,0.1049850915524282,16.37100032632437,1.449295300839821e-13,3.1977804775685676,1.858248366684203e-36,1.6470450179475967e-37,1.1020602989618678e-35,1.304355585809764e-35
0.6906233373332338,9.730676810083738e-16,0.10991611795120566,16.37100032632437,1.449295300839821e-13,3.150501989737849,1.8307745693403864e-36,1.8053980540386046e-37,9.105534216045117e-36,1.1116848590789364e-35
0.7230611040451039,1.0187715266868178e-15,0.11507874886626153,16.37100032632437,1.449295300839821e-13,3.1027404691835665,1.8030200789421485e-36,1.9789757401944237e-37,7.29622541780895e-36,9.29714307077054e-36
0.7570224345469215,1.0666220282973899e-15,0.12048386248960335,16.37100032632437,1.449295300839821e-13,3.0545232106791396,1.7750007566370824e-36,2.16924183091776e-37,5.6164601605735614e-36,7.60838510030242e-36
0.7925788888398008,1.1167200117470253e-15,0.12614284794913613,16.37100032632437,1.449295300839821e-13,3.0058766638293433,1.7467319724404906e-36,2.3778008115153233e-37,4.092948150218314e-36,6.077460203810337e-36
0.8298053880140295,1.169171038617043e-15,0.13206762930672097,16.37100032632437,1.449295300839821e-13,2.9568264881141118,1.7182286372216497e-36,2.606411428480922e-37,2.7556365993966695e-36,4.7345063794664115e-36
0.8687803721154775,1.2240856285922076e-15,0.13827069068339448,16.37100032632437,1.449295300839821e-13,2.90739760836259,1.689505234940098e-36,2.8570015207399468e-37,1.638052940815194e-36,3.6132583278292864e-36
0.9095859654268075,1.281579492337023e-15,0.14476510256469022,16.37100032632437,1.449295300839821e-13,2.8576142699673883,1.6605758547309502e-36,3.131684276824876e-37,7.77681967286474e-37,2.751426249699912e-36
0.9523081495117474,1.3417737753099521e-15,0.1515645493414903,16.37100032632437,1.449295300839821e-13,2.807500093466059,1.6314542226225054e-36,3.4327760550761214e-37,2.1638077784927466e-37,2.191112605979392e-36
0.9970369443870493,1.4047953130293013e-15,0.15868335814443804,16.37100032632437,1.449295300839821e-13,2.757078128334567,1.602153732795935e-36,3.7628159171432754e-37,8.352374053110342e-40,1.9792705619155734e-36
1.0438665982038844,1.4707768983286487e-15,0.1661365290326696,16.37100032632437,1.449295300839821e-13,2.7063709059827166,1.572687478381228e-36,4.12458703950987e-37,1.8306201718155536e-37,2.16820819951377e-36
1.0928957858383488,1.539857561164942e-15,0.17393976660047464,16.37100032632437,1.449295300839821e-13,2.6554004920377405,1.5430682818394797e-36,4.5211401836017675e-37,8.209606779450847e-37,2.816142978144741e-36
1.1442278168095301,1.6121828615688526e-15,0.1821095130684844,16.37100032632437,1.449295300839821e-13,2.604188538067989,1.513308725019821e-36,4.9558194223991e-37,1.978920690623038e-36,3.9878113578827685e-36
1.1979708529632458,1.6879051963546695e-15,0.1906629829291147,16.37100032632437,1.449295300839821e-13,2.5527563329473693,1.4834211790075854e-36,5.432290340500412e-37,3.728488763485714e-36,5.755138976543341e-36
1.2542381363801272,1.767184120235991e-15,0.199618199219264,16.37100032632437,1.449295300839821e-13,2.501124854102114,1.4534178339040976e-36,5.9545709454458835e-37,6.14910236536053e-36,8.197977293809216e-36
1.3131482279882805,1.8501866820238463e-15,0.20899403149669799,16.37100032632437,1.449295300839821e-13,2.4493148189203047,1.4233107287010378e-36,6.527065550970179e-37,9.328895904871608e-36,1.1404913188669664e-35
1.3748252573833013,1.937087776615644e-15,0.2188102356001397,16.37100032632437,1.449295300839821e-13,2.397346736644915,1.3931117814357834e-36,7.154601917917283e-37,1.336558665128056e-35,1.5474158624508072e-35
1.4393991843820464,2.028070513516633e-15,0.22908749527684513,16.37100032632437,1.449295300839821e-13,2.345240961114499,1.3628328198393231e-36,7.842471966021087e-37,1.8367448168442398e-35,2.051452818488383e-35
1.5070060728612755,2.123326602670384e-15,0.23984746576537702,16.37100032632437,1.449295300839821e-13,2.2930177447628792,1.3324856127157809e-36,8.59647639986807e-37,2.4454379785497113e-35,2.66465130381997e-35
1.577788377458171,2.2230567584112634e-15,0.2511128194254091,16.37100032632437,1.449295300839821e-13,2.240697294339814,1.3020819023220119e-36,9.422973625365958e-37,3.175908145256676e-35,3.4003460717425366e-35
1.6518952437368484,2.3274711223900988e-15,0.2629072935107107,16.37100032632437,1.449295300839821e-13,2.1882998288677773,1.2716334380466163e-36,1.0328933369223833e-36,4.0428344233904753e-35,4.2732871008873755e-35
1.7294828224533332,2.4367897063641527e-15,0.27525574018597077,16.37100032632437,1.449295300839821e-13,2.1358456404039017,1.241152011719048e-36,1.1321995453608442e-36,5.062446768230328e-35,5.299781923938317e-35
1.8107145985811914,2.551242855784423e-15,0.28818417889285364,16.37100032632437,1.449295300839821e-13,2.0833551582280885,1.2106494949096903e-36,1.241053422161468e-36,6.252681642550447e-35,6.497851934257563e-35
1.8957617357911136,2.6710717351571004e-15,0.3017198511756274,16.37100032632437,1.449295300839821e-13,2.0308490171248446,1.1801378786088177e-36,1.3603729156840532e-36,7.633352948708117e-35,7.887404028137404e-35
1.984803437110295,2.796528836201877e-15,0.3158912780818873,16.37100032632437,1.449295300839821e-13,1.978348130462575,1.1496293156933876e-36,1.491164229259067e-36,9.22633971708381e-35,9.490419071579056e-35
2.0780273225215633,2.927878509877852e-15,0.330728320259323,16.37100032632437,1.449295300839821e-13,1.9258737687939742,1.1191361666021731e-36,1.6345303063488878e-36,1.1055792177029683e-34,1.1331158824324789e-34
2.1756298242979,3.0653975233980824e-15,0.34626224087516255,16.37100032632437,1.449295300839821e-13,1.8734476446970254,1.0886710486373488e-36,1.7916801315040303e-36,1.3148357993538674e-34,1.3436393111552812e-34
2.277816600905349,3.209375643406432e-15,0.36252577149086535,16.37100032632437,1.449295300839821e-13,1.821092004539126,1.0582468892891447e-36,1.9639389255478905e-36,1.553343062503505e-34,1.5835649206518754e-34
2.384802970346468,3.3601162465455684e-15,0.3795531810308751,16.37100032632437,1.449295300839821e-13,1.7688297277662384,1.027876983933334e-36,2.1527593209644987e-36,1.8243421946466787e-34,1.856148557695657e-34
2.496814363857411,3.5179369587026183e-15,0.3973803479907531,16.37100032632437,1.449295300839821e-13,1.716684434183051,9.975750581723439e-37,2.3597336117296302e-36,2.1314061488845207e-34,2.1649792355835406e-34
2.614086800914623,3.6831703242794326e-15,0.41604483603684156,16.37100032632437,1.449295300839821e-13,1.6646805994860705,9.673553349721896e-37,2.586607180886244e-36,2.4784724873279375e-34,2.514012112486522e-34
2.7368673865520465,3.856164506897693e-15,0.43558597315675535,16.37100032632437,1.449295300839821e-13,1.6128436790263092,9.372326065816744e-37,2.835293219096992e-36,2.8698794266310757e-34,2.9076046848878624e-34
2.86541483203674,4.037284023015327e-15,0.4560449345274802,16.37100032632437,1.449295300839821e-13,1.5612002393993742,9.072223110001359e-37,3.107888858293142e-36,3.31040539560697e-34,3.350556507299903e-34
3.0,4.2269105100000006e-15,0.47746482927568606,16.37100032632437,1.449295300839821e-13,1.5097780969778156,8.773406124793796e-37,3.4066928564725036e-36,3.805312444775411e-34,3.84815277946493e-34
