a_over_rc,a_phys_m,a_dim,L_dim,L_phys_m,E_bs_dimless,E_bs_J,E_core_J,E_penalty_J,E_total_J
0.2,2.8179403400000003e-16,0.03183098861837907,16.37100032632437,1.449295300839821e-13,4.15107489967849,2.4122131604782576e-36,1.5140857139877797e-38,6.088499911640659e-35,6.331235313402473e-35
0.20939376501151116,2.9502956868520894e-16,0.03332605275420476,16.37100032632437,1.449295300839821e-13,4.127562078514085,2.398549726783736e-36,1.6596555479020675e-38,5.946354546797414e-35,6.187869175023689e-35
0.2192287441284798,3.0888676088359074e-16,0.034891338295875894,16.37100032632437,1.449295300839821e-13,4.102851668240463,2.3841903672676106e-36,1.8192210072621724e-38,5.79933187864927e-35,6.039570136383293e-35
0.229525660659038,3.233948091181271e-16,0.036530143460318874,16.37100032632437,1.449295300839821e-13,4.076939265903513,2.3691325233482823e-36,1.9941276835711693e-38,5.647375797915028e-35,5.886283177933427e-35
0.24030621126075227,3.385842833321181e-16,0.03824592137783401,16.37100032632437,1.449295300839821e-13,4.049825754421641,2.3533767080946442e-36,2.1858505385057094e-38,5.490444190090866e-35,5.727967711438836e-35
0.2515931116577026,3.5448718930318223e-16,0.040042287368194526,16.37100032632437,1.449295300839821e-13,4.021517240678194,2.3369264702512336e-36,2.3960063420458393e-38,5.328511191654462e-35,5.564599845021632e-35
0.26341014450483935,3.711370360827081e-16,0.041923026558495634,16.37100032632437,1.449295300839821e-13,3.9920248862160514,2.3197882958539035e-36,2.626367306452911e-38,5.161569705963225e-35,5.396174902855068e-35
0.2757822095004726,3.885689066028565e-16,0.04389210185880488,16.37100032632437,1.449295300839821e-13,3.9613646365066733,2.3019714509065286e-36,2.8788760310688485e-38,4.989634205823619e-35,5.222710226945341e-35
0.2887353758524865,4.068195315998918e-16,0.0459536623124195,16.37100032632437,1.449295300839821e-13,3.9295568595095003,2.2834877713458246e-36,3.1556618839640303e-38,4.8127438523966436e-35,5.04424829141519e-35
0.3022969372088296,4.25927367009604e-16,0.04811205183832554,16.37100032632437,1.449295300839821e-13,3.896625908389875,2.264351408934253e-36,3.4590589585777354e-38,4.6309659630554185e-35,4.860860162907422e-35
0.316495469168026,4.459326749979033e-16,0.05037181838427989,16.37100032632437,1.449295300839821e-13,3.862599626491359,2.2445785435966266e-36,3.7916257567768174e-38,4.444399864050071e-35,4.6726493441665106e-35
0.3313608894908881,4.6687760879732785e-16,0.05273772350980212,16.37100032632437,1.449295300839821e-13,3.827508814706981,2.2241870739065233e-36,4.1561667643168945e-38,4.2531811673906575e-35,4.4797560415456265e-35
0.3469245211403017,4.888063015282195e-16,0.055214752419267765,16.37100032632437,1.449295300839821e-13,3.7913866821182594,2.2031962978495066e-36,4.555756100648601e-38,4.057486515261388e-35,4.282361901146987e-35
0.3632191582819168,5.117649591917292e-16,0.057808124466244594,16.37100032632437,1.449295300839821e-13,3.7542683001515242,2.1816265956302686e-36,4.993763442504262e-38,3.857538839562321e-35,4.0806952625678523e-35
