low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_m,high_m,low_omega_hat,high_omega_hat,frequency_rel_error,low_sigma_hat,high_sigma_hat,sigma_hat_abs_error,overlap,minimum_overlap,low_circularity_eigs,high_circularity_eigs,circularity_error,low_class,high_class,converged,physical_interpretation_allowed
10,22,2,2,14;16,42;44,-16;16,-16;16,-0.466974191732215,-0.44610963919709123,0.044680311898453916,1.1871025243955128e-17,-5.276011219535612e-18,1.7147036463490742e-17,0.8375829888716926,0.8375829888716904,-0.999913709559;-0.999913709559,-0.999871805154;-0.999871805154,4.1904404934567374e-05,oscillatory,oscillatory,True,True
11,23,2,2,15;17,43;45,-16;16,-16;16,0.466974191732215,0.44610963919709123,0.044680311898453916,1.1871025243955128e-17,-5.276011219535612e-18,1.7147036463490742e-17,0.8375829888716926,0.8375829888716904,0.999913709559;0.999913709559,0.999871805154;0.999871805154,4.1904404934567374e-05,oscillatory,oscillatory,True,True
8,24,2,2,12;18,46;48,-16;15,-15;16,-0.4410643020133525,-0.39428805134932465,0.1060531320501467,0.0,-2.638005609767805e-18,2.638005609767805e-18,0.8728713042109544,0.8728713042109509,-0.999899575645;-0.999899575645,-0.999830999555;-0.999830999555,6.857608993893205e-05,oscillatory,oscillatory,True,True
9,25,2,2,13;19,47;49,-15;16,-16;15,0.4410643020133525,0.39428805134932465,0.1060531320501467,0.0,-2.638005609767805e-18,2.638005609767805e-18,0.8728713042109544,0.8728713042109509,0.999899575645;0.999899575645,0.999830999555;0.999830999555,6.857608993893205e-05,oscillatory,oscillatory,True,True
4,20,2,2,6;8,38;40,-15;16,-16;16,-0.48605228031787445,-0.4966564091204938,0.021351035862796436,2.596786772115184e-18,-9.892521036629273e-19,3.586038875778111e-18,0.7960705738915772,0.7960705738915734,-0.999922575147;-0.999922575147,-0.9998996423;-0.9998996423,2.2932847139722767e-05,oscillatory,oscillatory,False,False
5,21,2,2,7;9,39;41,-16;15,-16;16,0.48605228031787445,0.4966564091204938,0.021351035862796436,2.596786772115184e-18,-9.892521036629273e-19,3.586038875778111e-18,0.7960705738915772,0.7960705738915734,0.999922575147;0.999922575147,0.9998996423;0.9998996423,2.2932847139722767e-05,oscillatory,oscillatory,False,False
2,18,2,2,2;4,34;36,-15;15,-16;16,-0.4977309048119021,-0.5451309666332464,0.08695169550555769,5.276011219535612e-18,-1.8466039268374644e-17,2.3742050487910256e-17,0.7485992507364505,0.748599250736437,-0.99992745658;-0.99992745658,-0.999919172634;-0.999919172634,8.283945971854223e-06,oscillatory,oscillatory,False,False
3,19,2,2,3;5,35;37,-15;15,-16;16,0.4977309048119021,0.5451309666332464,0.08695169550555769,5.276011219535612e-18,-1.8466039268374644e-17,2.3742050487910256e-17,0.7485992507364505,0.748599250736437,0.99992745658;0.99992745658,0.999919172634;0.999919172634,8.283945971854223e-06,oscillatory,oscillatory,False,False
27,54,2,2,51;53,104;105,-11;11,-11,0.07201322003480536,-0.0,1.0,3.54482003812549e-18,0.007171896895098093,0.00717189689509809,0.7156633249130676,0.7156633249130657,0.994433880944;0.994433880944,-4.19840455371e-15;4.19840455371e-15,0.9944338809436621,oscillatory,real_dominant,False,False
26,55,2,2,50;52,106;107,-11;11,-11,-0.07201322003480536,-0.0,1.0,3.54482003812549e-18,-0.007171896895098093,0.007171896895098097,0.7156633249130675,0.7156633249130661,-0.994433880944;-0.994433880944,-2.57883145627e-15;2.57883145627e-15,0.9944338809436605,oscillatory,real_dominant,False,False
0,16,1,2,0,30;32,16,14;16,-0.5016627461724645,-0.5907722363168101,0.15083560916792865,6.595014024419515e-19,-2.1763546280584403e-17,2.2423047683026354e-17,0.4920952508069314,0.4920952508069314,-0.99992901561,-0.999933177596;-0.999933177596,inf,oscillatory,oscillatory,False,False
1,17,1,2,1,31;33,-16,-16;-14,0.5016627461724645,0.5907722363168101,0.15083560916792865,6.595014024419515e-19,-2.1763546280584403e-17,2.2423047683026354e-17,0.4920952508069314,0.4920952508069314,0.99992901561,0.999933177596;0.999933177596,inf,oscillatory,oscillatory,False,False
40,52,2,2,78;80,100;102,9,-9;9,-0.008414716550692425,-0.03610322469059935,0.7669261784008045,6.595014024419515e-19,2.7699058902561966e-17,2.7039557500120015e-17,0.26345750119739064,0.2634575011973825,-0.738402302491;-0.738402302491,0.978806944583;0.978806944583,1.7172092470741864,oscillatory,oscillatory,False,False
41,53,2,2,79;81,101;103,-9,-9;9,0.008414716550692425,0.03610322469059935,0.7669261784008045,6.595014024419515e-19,2.7699058902561966e-17,2.7039557500120015e-17,0.26345750119739064,0.2634575011973825,0.738402302491;0.738402302491,-0.978806944583;-0.978806944583,1.7172092470741864,oscillatory,oscillatory,False,False
30,56,2,2,56;58,110;112,-10,-9;9,-0.03835367189888686,-0.018398948932960766,0.5202819437610416,-4.987479355967259e-18,8.037673342261285e-18,1.3025152698228544e-17,0.09680656153879108,0.09680656153879012,-0.980530387035;-0.980530387035,0.923569786291;0.923569786291,1.904100173326036,oscillatory,oscillatory,False,False
31,57,2,2,57;59,111;113,10,-9;9,0.03835367189888686,0.018398948932960766,0.5202819437610416,-4.987479355967259e-18,8.037673342261285e-18,1.3025152698228544e-17,0.09680656153879108,0.09680656153879012,0.980530387035;0.980530387035,-0.923569786291;-0.923569786291,1.904100173326036,oscillatory,oscillatory,False,False
