knot_target,knot_source,orientation_deg,impact_parameter_R,separation_R,core_radius_R,gamma_proxy,velocity_rms_proxy,shape_velocity_rms_proxy,translation_fraction,rotation_fraction,shape_fraction,mode_capture_fraction,dominant_mode_id,dominant_mode_fraction,writhe_directional_response_per_Rrms,min_segment_distance_R,interpretation
link_4.2.1_final,link_4.2.1_final,0.0,0.0,3.5,0.075,1.0,0.009495016947767394,0.007962449386722002,0.24500631636936968,0.05175641086233055,0.7032372727682998,0.23591915330038704,kelvin_m06_B_sin,0.05301593382992525,0.08481812999949767,0.8558368965672204,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_5.2.1_final,link_5.2.1_final,0.0,0.0,3.5,0.075,1.0,0.026616954152085683,0.01789837685432547,0.3272215333841957,0.22059926472794184,0.4521792018878631,0.32204296928357157,kelvin_m03_N_sin,0.10585827552824442,0.2238836932044741,0.5239604723428207,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_6.2.1_final,link_6.2.1_final,0.0,0.0,3.5,0.075,1.0,0.017916381098701067,0.007642879446993618,0.6100946016227982,0.20792968299784578,0.18197571537935578,0.40171176405342396,kelvin_m01_B_sin,0.0875568063294897,0.1401105295517624,1.1800456664722412,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_6.3.1_final,link_6.3.1_final,0.0,0.0,3.5,0.075,1.0,0.012656021855074582,0.00846063622080869,0.37670126229162054,0.17639744362843657,0.44690129407994283,0.29940556113321837,kelvin_m04_N_cos,0.05775000000982959,0.39906034611902896,0.9773071469730099,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_6.3.2_final,link_6.3.2_final,0.0,0.0,3.5,0.075,1.0,0.01249328504474296,0.009364344945759235,0.42256437510346984,0.015610045563489992,0.5618255793330403,0.3504389392699052,kelvin_m04_N_cos,0.0851174814950516,-0.8998464509918369,1.0332117719954645,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_6.3.3_final,link_6.3.3_final,0.0,0.0,3.5,0.075,1.0,0.016250655297254727,0.012146016610158782,0.39227681241424417,0.049090962358578995,0.558632225227177,0.48706612139838623,kelvin_m05_N_cos,0.06877151409830942,0.042288489472408486,0.9182427019483926,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_7.2.5_final,link_7.2.5_final,0.0,0.0,3.5,0.075,1.0,0.01016274283593689,0.008295845136762101,0.2798294350033178,0.05382517061881463,0.6663453943778677,0.09885009432177176,kelvin_m01_N_sin,0.013185766728302819,-0.23488184831776948,0.7775416189510794,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_7.2.6_final,link_7.2.6_final,0.0,0.0,3.5,0.075,1.0,0.018017292850081176,0.012911932451039877,0.35859136677054676,0.12783417625321028,0.5135744569762423,0.16407824402588436,kelvin_m05_B_cos,0.02559413865718187,0.044427590780715676,0.7445238124535802,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_7.2.8_final,link_7.2.8_final,0.0,0.0,3.5,0.075,1.0,0.021286011573918594,0.015463286611757882,0.43275944549836964,0.039506617465626136,0.5277339370360048,0.5490370709452875,kelvin_m03_N_cos,0.07582374483251723,0.683237009484472,0.6921473040051563,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
link_8.2.1_final,link_8.2.1_final,0.0,0.0,3.5,0.075,1.0,0.003101758721888363,0.0027908921338150048,0.14944916544039427,0.04095161840237678,0.8095992161572289,0.34459906888377306,kelvin_m03_B_sin,0.0760676573309926,-0.3201231722016473,1.0065881435100337,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
