blind_id,n_input,G1,G1_metric,G2,G2_holonomy_rad,G2_physical_phase_lock,G3,G3_metric,G4,G4_rel_rmse,G4_a2,G4_a4,G4_quartic_gain,T_CONV,S_CONV
B02CE9C98EAE4064A,300,PASS,0.025711135135852905,FAIL,-0.9510629995448904,UNTESTED,PASS,1.0957937320804609e-16,SKIP,,,,,SKIP,SKIP
B07DC4CD9D4B3F508,300,PASS,0.032624767311367917,PASS,2.5767751665778738,UNTESTED,PASS,8.743623445753776e-17,SKIP,,,,,SKIP,SKIP
B15880EDE00D1EB7B,900,FAIL,0.40846807993686285,FAIL,1.9512311714168655,UNTESTED,PASS,6.137330218083062e-17,SKIP,,,,,SKIP,SKIP
