mode,n_points,q_core,omega_core,omega2_core,growth_core,max_growth_core,frequency_source,linearization_eps_rel_error,gram_condition,track_omega_core,track_growth_core,phase_r2,n_steps,dt_core,t_final_core,omega_rad_s,frequency_hz,linear_eigenvalues,linear_eigenvalues_half_eps,linear_matrix,blind_id
2,128,0.15708079573571937,0.14301490516407397,0.020453263099089073,-0.00021375531031266048,8.466591800228469e-05,projected_linear_operator,5.815827972547811e-06,1.0,1.596693602450068,-0.36898693590291987,0.6406846954886429,16,0.001875,0.03,1.1102877290765263e+20,1.7670778033680425e+19,"[[8.466591800228469e-05, 0.09531599020864957], [8.466591800228469e-05, -0.09531599020864957], [-0.00021375531031266048, 0.14301490516407397], [-0.00021375531031266048, -0.14301490516407397]]","[[8.476960276502382e-05, 0.09531564783567986], [8.476960276502382e-05, -0.09531564783567986], [-0.00021364159021470402, 0.14301407341398803], [-0.00021364159021470402, -0.14301407341398803]]","[[0.029927556005116242, -0.027232774205995975, -0.10435274223601354, 0.018874782567433274], [0.003704549750790721, -0.018067322447932545, 0.021063739533413905, -0.14326274398834293], [0.13738887440333886, 0.018421499143600046, -0.03018663037954077, -0.003864153622743846], [0.02128839282152995, 0.11867003557013962, 0.03087137579353049, 0.018068218037736256]]",B02CE9C98EAE4064A
3,128,0.23562119360357905,0.0,0.0,-0.02831923811114524,0.028811825672897116,projected_linear_operator,0.0,1.0000000000000002,1.6255886810629996,-0.05333499198906827,0.5143974377003551,16,0.001875,0.03,0.0,0.0,"[[-0.02831923811114524, 0.0], [0.028811825672897116, 0.0], [-0.0031359723581049544, 0.0], [0.0037411009177928467, 0.0]]","[[-0.02831782437312836, 0.0], [0.028810503971350567, 0.0], [-0.0031340067184358576, 0.0], [0.0037389034511492642, 0.0]]","[[-0.023169881750459108, -0.011487322189349418, -0.014769297235892147, 0.006619846689825791], [-0.005186703443849505, 0.010043573735249289, 0.004036165495666674, 0.015807909066447655], [-0.005254286406163226, 0.0074731918016217825, 0.02426985248467861, 0.0001598926172576239], [0.004468599441081169, -0.002118084803938767, 0.00431108459235956, -0.010045828348029024]]",B02CE9C98EAE4064A
4,128,0.31416159147143874,0.11556798133543952,0.013355958309948499,-9.956996513169405e-05,0.0008444826694189288,projected_linear_operator,3.403262200536271e-06,1.0000000000000004,4.128206225065471,5.047603360801947,0.6701055522638395,16,0.001875,0.03,8.972051647601033e+19,1.427946369391488e+19,"[[0.0008444826694189288, 0.0568969283000709], [0.0008444826694189288, -0.0568969283000709], [-9.956996513169405e-05, 0.11556798133543952], [-9.956996513169405e-05, -0.11556798133543952]]","[[0.0008447190370352619, 0.056895225361064915], [0.0008447190370352619, -0.056895225361064915], [-9.948483158063112e-05, 0.11556758802729705], [-9.948483158063112e-05, -0.11556758802729705]]","[[0.017543462025538723, -0.047880529745623734, -0.07287718776494713, 0.02237054911860237], [-0.0034718181576817923, -0.009588548797541153, 0.022090534249746264, -0.11133720096545635], [0.09153625741630693, 0.02266100651685474, -0.016052348576938297, -0.021734876847509223], [0.02291148224734193, 0.09828336404943262, 0.024523630508150825, 0.00958726075751511]]",B02CE9C98EAE4064A
5,128,0.39270198933929845,0.0728285563836842,0.005303998624931468,-0.000553816540108349,0.05200275934119825,projected_linear_operator,1.4186398852432404e-05,1.0000000000000002,-0.78795925750484,-7.669782411376986,0.1307883079843284,16,0.001875,0.03,5.654001755019523e+19,8.998623275616085e+18,"[[-0.05211409698864018, 0.0], [-0.000553816540108349, 0.0728285563836842], [-0.000553816540108349, -0.0728285563836842], [0.05200275934119825, 0.0]]","[[-0.05211380022857566, 0.0], [-0.0005537652889359632, 0.07282752320873549], [-0.0005537652889359632, -0.07282752320873549], [0.05200264762564097, 0.0]]","[[-0.024706693875738244, 0.03608546250245657, 0.03084650569709874, -0.023736685729608128], [-0.031196379445544715, 0.014280023017040521, -0.027185306331859744, 0.045649118095677954], [-0.057703339229633915, -0.02489999294424425, 0.023487548988105747, 0.009845837875310933], [-0.02813182409563428, -0.02618064118193407, -0.06321789446142237, -0.014279848857066652]]",B02CE9C98EAE4064A
2,128,0.239690049267746,0.016419936810938694,0.00026961432487521955,0.0006420830088280092,0.06000692001090291,projected_linear_operator,0.0001215670992632543,1.0000000000000002,2.90196334295409,-4.283842283962392,0.38214191795009667,16,0.001875,0.03,1.2747520499686253e+19,2.0288308996903347e+18,"[[0.06000692001090291, 0.0], [-0.060967720505704016, 0.0], [0.0006420830088280092, 0.016419936810938694], [0.0006420830088280092, -0.016419936810938694]]","[[0.060007640665710696, 0.0], [-0.060967168252193796, 0.0], [0.0006414815071340652, 0.016417940686850502], [0.0006414815071340652, -0.016417940686850502]]","[[0.01943269861616758, -0.006514816418006657, 0.04466023024520184, 0.010910266472957019], [-0.04684681911188544, -0.02118279687069183, 0.0016518058756020096, 0.016071957984187535], [0.03258866906829788, 0.02342521315444203, -0.02173832917975748, 0.022813386274160585], [0.008814611886608974, -0.019693165981256533, 0.03847847308739063, 0.02381179295713673]]",B07DC4CD9D4B3F508
3,128,0.35953507390161904,0.0,0.0,0.10473474470322458,0.10473474470322458,projected_linear_operator,0.0,1.0000000000000002,-1.4232685417439124,5.7160370732302805,0.2959532975271296,16,0.001875,0.03,0.0,0.0,"[[0.10473474470322458, 0.0], [-0.10180536953715719, 0.0], [-0.006922389353764736, 0.0], [0.0007110390161212097, 0.0]]","[[0.10473479764923897, 0.0], [-0.10180604582775943, 0.0], [-0.006917740402792446, 0.0], [0.0007069507012918506, 0.0]]","[[0.025472061867805266, -0.04977519125411246, 0.038882329587625074, 0.03997479942119643], [-0.00570805754056332, -0.025821651282258624, 0.041795481870716925, -0.04173001149702231], [0.026835444463813765, 0.029917165535535, -0.045852245825197466, 0.021987731037858813], [0.039135675630332864, -0.06615368587287689, 0.05266654618688743, 0.04291986006807471]]",B07DC4CD9D4B3F508
4,128,0.479380098535492,0.05460478617698636,0.0029816826734344005,0.0013695876708976155,0.0013695876708976155,projected_linear_operator,1.8326304226166659e-06,1.0000000000000007,0.33636475656420234,-0.1523865686627896,0.28007957686621,16,0.001875,0.03,4.239210169849155e+19,6.746912533369262e+18,"[[0.0007317484010432689, 0.0339635794493103], [0.0007317484010432689, -0.0339635794493103], [0.0013695876708976155, 0.05460478617698636], [0.0013695876708976155, -0.05460478617698636]]","[[0.0007316738836595363, 0.03395972004222124], [0.0007316738836595363, -0.03395972004222124], [0.0013697450439303866, 0.05460468610659399], [0.0013697450439303866, -0.05460468610659399]]","[[0.003921315954672512, 0.014521889507407579, 0.022278199873422413, -0.0067993661470120165], [0.005034219415416488, 0.017907094575512008, -0.007190760799807194, 0.04142802300229204], [-0.06972800622171298, -0.009228740281066529, -0.00453855454310319, -0.003804867925235277], [-0.00810586508592015, -0.07429974356446618, -0.01055757415586059, -0.01308718384319958]]",B07DC4CD9D4B3F508
5,128,0.599225123169365,0.06050211668303202,0.0036605061231272215,0.0007191713304793255,0.0007191713304793255,projected_linear_operator,7.510460185798493e-06,1.0000000000000004,-0.29310403072386126,-3.003496815013583,0.3438169164553808,16,0.001875,0.03,4.6970459239378125e+19,7.475580767243415e+18,"[[0.0007191713304793255, 0.06050211668303202], [0.0007191713304793255, -0.06050211668303202], [-0.0013938295922474669, 0.02643126682435614], [-0.0013938295922474669, -0.02643126682435614]]","[[0.0007195598532559501, 0.06050166228429352], [0.0007195598532559501, -0.06050166228429352], [-0.0013942505344301773, 0.026428563721020256], [-0.0013942505344301773, -0.026428563721020256]]","[[0.007410845208147314, 0.0038729789005596395, 0.031089401268579182, 0.011642026722359132], [-0.012708941681315405, -0.007744021836963385, 0.014304473236379758, 0.034814717575547965], [-0.05135898842393441, 0.005202809718111596, -0.008367366172892254, 0.01628604502894787], [0.004031163180457191, -0.0806799314456919, -0.008761710707888802, 0.007351226278172071]]",B07DC4CD9D4B3F508
2,128,0.005981651974550913,0.0,0.0,-0.0047661468378740425,0.003963968019620502,projected_linear_operator,0.0,1.0000000000000002,-32.30385984962082,-0.9654806214365877,0.9114838672345553,16,0.001875,0.03,0.0,0.0,"[[-0.0047661468378740425, 0.0], [-0.0014522062506928547, 0.0], [0.003963968019620502, 0.0], [0.001749159233315086, 0.0]]","[[-0.004766103422681694, 0.0], [-0.0014522116696927424, 0.0], [0.003963966317075852, 0.0], [0.0017491663364023742, 0.0]]","[[-0.0019766024190084005, 0.0026939748715253554, 0.001929136302937356, 0.00031680188653375625], [0.000678899226312995, -0.000983274354012232, -0.0004652747875712585, 0.000562381104745795], [0.004761454004723764, -0.004233052532053963, 0.0016938348957795776, -0.00044833675610772854], [-0.004182506322143306, 0.009428775719345462, -0.0015088539327331692, 0.0007608160416097493]]",B15880EDE00D1EB7B
3,128,0.00897247796182637,0.0,0.0,0.005732588669954767,0.005732588669954767,projected_linear_operator,0.0,1.0000000000000002,-29.298783241608877,-6.142000952852921,0.8910704007698873,16,0.001875,0.03,0.0,0.0,"[[0.005732588669954767, 0.0], [0.0019409341418046447, 0.0], [-0.0013813853645782386, 0.0], [0.0001371406913655776, 0.0]]","[[0.0057327449692755805, 0.0], [0.0019409042683577, 0.0], [-0.0013813846608120863, 0.0], [0.00013714251493500648, 0.0]]","[[0.0010441490205274184, 0.00021873737310552685, 0.003833366419243164, -0.003203437052879452], [-0.00019873595700438016, -0.00045154758664645494, -0.004973748933146338, 0.004300815044606161], [-0.0010806316538280924, -0.0010212107836913627, 0.002328085174441931, -0.00220603455374069], [0.0018588252316109762, 0.0017609479171792684, -0.0032882745370376104, 0.0035085915302238593]]",B15880EDE00D1EB7B
