axial_ratio,candidate_a,candidate_b,carrier_id,condition_a,condition_b,control_offset,core_fraction,family,m,n,pair_id,profile,winner_condition,closed_growth,control_growth,closed_over_control_growth,log_growth_ratio,neutral_pair,both_valid,closed_loop_phase,closed_tau_error,closed_hybridization,closed_mode_valid,control_mode_valid,closed_delay_valid,lambda_real,lambda_imag,omega_mode,T_mode,group_velocity,tau_loop_group,tau_return_measured,phi_loop,omega_swirl_rms_core,mode_over_swirl_frequency_ratio
-0.75,d0c4da6c96eec1d3,0e0f0fa7cd5af314,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,1,1,P00000,gaussian,INDETERMINATE,9.796211554607037e-05,0.0052728945142078085,nan,nan,False,False,nan,nan,0.20222910997343604,False,False,False,9.796211554607037e-05,-0.044516986623023204,0.044516986623023204,141.14129872236367,-0.004464713317174737,nan,nan,nan,1.3167214819603816,0.03380896205683888
-0.75,35cb3a678e7307cb,eeba729e19deb0dd,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00001,gaussian,TIE,0.01933195289062926,0.01928002510927046,1.002693344750904,0.002689724197405986,False,True,-1.9295685253270347,0.013700000000000045,0.2359474881828614,True,True,True,0.01933195289062926,-1.4663540989029002,1.4663540989029002,4.284903156666287,-0.6751915487295415,379.3208510508117,384.51754671020785,-1.9295685253270347,1.3167214819603816,1.1136402944681516
-0.75,022526d449e05d41,42c1392010bffd2d,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00002,gaussian,CLOSED,0.0,1.4225276315663397e-17,nan,nan,False,False,-2.502730756406032,0.33299999999999996,0.27996358441741404,True,False,True,-1.041567565692794e-18,-2.1106348104759824,2.1106348104759824,2.9769173122671213,0.10068269137822958,2543.776188146122,3390.8536587987805,-2.502730756406032,1.3167214819603816,1.6029470464274604
-0.75,ca57ce0613ff6f0d,6a453581d912f9b1,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,-0.37,0.05,torus,2,2,P00003,gaussian,INDETERMINATE,nan,0.010346711377025189,nan,nan,False,False,nan,nan,nan,False,False,False,nan,nan,nan,nan,nan,nan,nan,nan,1.3167214819603816,nan
0.75,22426db74c4de811,6cb703e7f8dc3a4d,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,1,1,P00004,gaussian,CLOSED,0.0003018601052243797,0.0003309777826879671,nan,nan,False,False,0.12857109948168943,0.23739999999999994,0.22896915501474024,True,False,True,0.0003018601052243797,-0.04572787758763525,0.04572787758763525,137.4038253828459,-0.0010493473542545083,244070.02299858796,186127.7995387232,0.12857109948168943,1.3167214819603816,0.03472858779485694
0.75,fb1a7f21adee473a,47f341ac5d69bd3a,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,1,2,P00005,gaussian,TIE,0.0011197545522896072,0.0011190257524213625,1.0006512748736291,0.0006510628861850418,False,True,2.491619010905318,0.06999999999999995,0.252784515803986,True,True,True,0.0011197545522896072,-0.055406637588070205,0.055406637588070205,113.40131039701353,-0.0005302355705700749,483019.7125610563,449208.33268178237,2.491619010905318,1.3167214819603816,0.042079238735878176
0.75,58add05a071c4693,ab20343d6209530e,TORUS_T2_3,SYMMETRIC_CONTROL,CLOSED,0.37,0.05,torus,2,1,P00006,gaussian,TIE,1.4836374138843202e-16,2.9537176650194796e-16,1.0,0.0,True,True,-0.8821457552708165,0.3675999999999999,0.3847651726856659,True,True,True,1.4836374138843202e-16,-2.129703306649762,2.129703306649762,2.950263206880056,0.056590526492229995,4525.743949768171,2862.0804738333914,-0.8821457552708165,1.3167214819603816,1.6174288456803974
0.75,24851f412b156aef,dcf0bc9b0e2700c0,TORUS_T2_3,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,torus,2,2,P00007,gaussian,TIE,1.7654847863528723e-16,2.2994881377625096e-16,1.0,0.0,True,True,2.043983971531798,0.1288999999999999,0.4087989795190371,True,True,True,1.7654847863528723e-16,-2.625539282569526,2.625539282569526,2.393102761361257,0.30597194533790073,837.0513597368052,729.1554394667311,2.043983971531798,1.3167214819603816,1.9939974539342442
-0.75,2b72fdf7c0d557cf,1a5ab3d9971a5e35,TWIST_5_2,SYMMETRIC_CONTROL,CLOSED,-0.37,0.05,twist,1,1,P00008,gaussian,INDETERMINATE,0.0,8.529435175094459e-05,nan,nan,False,False,nan,nan,0.988452268117891,False,False,False,0.0,-0.9656872478062701,0.9656872478062701,6.506439141091441,-0.010929278883492023,nan,nan,nan,1.3167214819603816,0.7334028198343971
-0.75,533b661840e9880b,2f79b1b595cdd5cc,TWIST_5_2,CLOSED,SYMMETRIC_CONTROL,0.37,0.05,twist,1,2,P00009,gaussian,SYMMETRIC_CONTROL,0.016503054523065126,0.014423114227275546,1.144208720871738,0.13471332463039284,False,True,2.6327720811407347,0.013699999999999823,0.19437776273178056,True,True,True,0.016503054523065126,-1.5105283900913777,1.5105283900913777,4.1595943170584775,-0.6747279759868595,473.04645811422176,479.52719459038656,2.6327720811407347,1.3167214819603816,1.1471889923466954
