blind_id,source,topology_class,components,status,component_count,core_radius_norm,thickness_norm,core_clearance_radii,shape_velocity_ratio,normalized_growth,jacobian_convergence,nearest_self_distance,nearest_inter_distance,nearest_relevant_rate,TBK_block_diagonal_growth_penalty,ringdown_max_recurrence,ringdown_core_event,linking_drift_max,rpo_found,floquet_valid,floquet_rho_non,analysis_scope,jacobian_reference_eps,jacobian_convergence_eps_count,jacobian_robustness_eps_count,jacobian_robustness_relative_drift_max,dominant_kmax_boundary_weight,dominant_kelvin_k,kmax_basis_present,min_component_nyquist_k,spectral_nyquist_fraction,spectral_nyquist_safe,reduced_mode_count,spectral_extension_fast_path
B01,knotplot:link_6.2.1,link,2,LINEAR_FAIL,2,0.09560915165914627,0.10623239073238475,1.111116706137424,0.36127428120010735,0.03242809464367845,0.30460718380884816,0.2451047151436776,0.21246585133620807,0.15198005768299772,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00010984768455209054,3,True,175,0.3657142857142857,True,510,True
B02,knotplot:torus_2.11,torus_knot,1,LINEAR_FAIL,1,0.05833578811885313,0.06481754235428125,0.7225812329402115,0.3404981906650139,0.14179789882668686,0.07278947822147937,0.1296373666069957,inf,-0.11727273858556247,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.6601979974045006e-07,3,True,360,0.17777777777777778,True,255,True
B03,knotplot:link_7.2.8,link,2,LINEAR_FAIL,2,0.09057112519106601,0.1006345835456289,1.0680196653784548,0.3250594390878226,0.02554288593274564,0.30803155358903744,0.17562226215220555,0.20126931971245388,-0.3105427066623406,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0022561620520671257,4,True,120,0.5333333333333333,True,510,True
B04,knotplot:torus_2.5,torus_knot,1,LINEAR_FAIL,1,0.11730888136643879,0.1303432015182653,0.6209413070159477,0.3316671769140421,0.05796484194139593,0.09273690305482912,0.2606869434865024,inf,-0.09130577992070577,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,7.93060077563585e-11,5,True,360,0.17777777777777778,True,255,True
B05,fremlin:6_3:knot.6_3z,knot,1,LINEAR_PASS,1,0.0774350004738845,0.08603888941542723,1.1111111111111112,0.3238083874608735,0.07600304699940101,0.09832078972383113,0.17207777883085446,inf,-0.722929364760992,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.6914882849809689e-28,5,True,360,0.17777777777777778,True,255,True
B06,fremlin:15331:knot.15331,knot,1,LINEAR_FAIL,1,0.011280989960755432,0.012534433289728258,1.1111111111111112,0.5145017784090531,0.10427459412258497,0.5035018420118713,4.615798956820346e-17,inf,-8.169703373969934e-14,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.004836952646096761,6,True,360,0.17777777777777778,True,255,True
B07,knotplot:torus_2.3,torus_knot,1,LINEAR_FAIL,1,0.17266867434339075,0.1918540826037675,0.5360607250534749,0.3224006110154236,0.030486854835988418,0.09990681515589121,0.38370907743317956,inf,-0.055049581161779604,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,4.6918388238665133e-08,3,True,360,0.17777777777777778,True,255,True
B08,fremlin:8_8:knot.8_8d,knot,1,LINEAR_FAIL,1,0.0011826783451477016,0.001314087050164113,1.1111111111111112,0.9878722748066059,0.32204567204069834,0.6347611133084986,1.0968707118257839e-14,inf,-0.06763951381140294,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.028764821034552156,3,True,360,0.17777777777777778,True,255,True
B09,fremlin:6_3:knot.6_3d,knot,1,LINEAR_FAIL,1,0.03280760834087177,0.03645289815652419,1.111111111111111,0.5336928492251796,0.3127014037319753,0.10437073758406143,2.6588050055603613e-14,inf,-0.5010612427151215,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.9805688854524896e-05,4,True,360,0.17777777777777778,True,255,True
B10,knotplot:knot_6.2,knot,1,LINEAR_FAIL,1,0.09912847390585834,0.11014274878428704,0.6517578365549246,0.29624688705902263,0.027936392935535192,0.10984329229921933,0.22028744956619078,inf,-0.5725790901858641,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.0027300075069737416,3,True,360,0.17777777777777778,True,255,True
B100,fremlin:8_11:knot.8_11,knot,1,LINEAR_PASS,1,0.04834210792250143,0.05371345324722381,1.1111111111111112,0.4456855164091962,0.10103198375392049,0.09530315710494053,0.12069179080858032,inf,0.03975974028195328,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,6.899317010261278e-05,11,True,360,0.17777777777777778,True,255,True
B101,fremlin:10_1:knot.10_1,knot,1,LINEAR_FAIL,1,0.01921163483648789,0.02134626092943099,1.1111111111111112,0.616374015920392,0.3751464434366393,0.13146571306389654,0.004369135652595731,inf,0.609655860797338,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.006121624726284453,9,True,360,0.17777777777777778,True,255,True
B102,fremlin:7_6:knot.7_6d,knot,1,LINEAR_FAIL,1,0.03279328548719031,0.036436983874655895,1.1111111111111112,0.6470051444358101,0.35824702325828933,0.1082063873624324,2.8320897187840134e-14,inf,0.5738413092755797,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,9.56160689387392e-05,2,True,360,0.17777777777777778,True,255,True
B103,fremlin:8_12:knot.8_12z,knot,1,LINEAR_PASS,1,0.054614232405093645,0.06068248045010405,1.1111111111111112,0.461460228055989,0.11952485633555328,0.08813237654974901,0.1213649609002081,inf,0.36483172485021964,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,1.4310068009325138e-27,5,True,360,0.17777777777777778,True,255,True
B104,knotplot:knot_7.1,knot,1,LINEAR_FAIL,1,0.09202883304738302,0.10225425894153668,0.7491799323307211,0.3327629032809191,0.048758807762613744,0.09119640604451988,0.2045099993921374,inf,-0.297976914156697,nan,nan,False,0.0,False,False,nan,linear_convergence_only,0.004,4,0,0.0,0.00022563493761752355,3,True,360,0.17777777777777778,True,255,True
