carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TORUS_T2_3,torus,2,nan,nan,nan,nan,nan,-0.055096198983551836,0.013049885226930236,1
TORUS_T2_7,torus,2,nan,nan,nan,nan,nan,-0.055039316050572884,0.028029268819184994,1
TRIPLE_GEAR_T3_3,triple_gear,2,nan,nan,nan,nan,nan,-0.055104062432009715,0.011030384690851158,1
TWIST_4_1,twist,2,nan,nan,nan,nan,nan,-0.039450473182713136,-0.04386661554364368,1
TWIST_5_2,twist,2,nan,nan,nan,nan,nan,-0.05444097993131661,0.04813860892745095,1
TWIST_7_2,twist,2,nan,nan,nan,nan,nan,-0.05444097993131686,-0.06793274725272991,1
