knot,mode_id,family,m,phase,polarization,roughness_lambda_per_R2,retained_norm_fraction,omega_rad_s,gap_eV,status
knot_6.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.450810233414502,0.9593641685433324,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.8097119015436,0.6964274267496023,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.9540126499819186,0.8325381069246648,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.2753236811331212,0.7846322330146687,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.557096741139673,0.9187000845920476,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.733946238060737,0.8352593855892333,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.679258219574084,0.7555475477889245,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.93057511564494,0.8079501661289571,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.229858527177365,0.9134718487290739,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.3617143480823715,0.7054370139764263,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,4.599998738233185,0.7326610310435097,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.430589620113169,0.7457857693409411,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,6.432491485407827,0.5960756046664217,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,6.0188669309275795,0.48089857967292404,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,6.302640485177383,0.7853922179922698,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.538597037238333,0.8778545415628175,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,5.378499821218783,0.8686397377861264,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,5.591533983671378,0.7952679665463336,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,8.296599140708187,0.7957474161448095,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,6.6091066314633204,0.8396698704847837,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,6.813848492272689,0.9034554778541423,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,6.931329050995506,0.8243719061526004,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.0398098946421945,0.836804845326248,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.7817451457730782,0.8911887328147111,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.272399064647625,0.7262521642166774,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.6170460278771865,0.6477351458708078,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.3763581772619125,0.8031929908753499,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.1543037410350516,0.8647710126017752,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_N_sin,kelvin,2,sin,N,1.8772839891659676,0.8845059770476502,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.357916495099054,0.7858188671441839,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_N_cos,kelvin,3,cos,N,2.5604737077224926,0.8638283819325464,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.4605925880546677,0.5886169100926562,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.7662796673100725,0.7290690478001203,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m03_B_sin,kelvin,3,sin,B,2.4395888920483975,0.9039014612017794,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.332461135776868,0.8190960572292327,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.401815537461629,0.6289445308446605,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_N_sin,kelvin,4,sin,N,3.886633118942655,0.5807022980681074,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m04_B_sin,kelvin,4,sin,B,4.300039422453024,0.6292165150762861,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_N_cos,kelvin,5,cos,N,4.804465680689625,0.5953205882428624,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_B_cos,kelvin,5,cos,B,4.338390267240417,0.9063200913936135,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_N_sin,kelvin,5,sin,N,5.102942841994994,0.8171793118052428,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m05_B_sin,kelvin,5,sin,B,5.231712162752714,0.679855412186366,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_N_cos,kelvin,6,cos,N,6.689167699735781,0.8073989720425889,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_B_cos,kelvin,6,cos,B,5.380236687930512,0.7945808189117072,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_N_sin,kelvin,6,sin,N,6.1272842377477135,0.8475209184199373,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.2_final,kelvin_m06_B_sin,kelvin,6,sin,B,5.695762495495487,0.8962087897417573,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_N_cos,kelvin,1,cos,N,1.8278118733241413,0.9263580234679076,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.6243226277988647,0.832276044055465,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.0315344050100195,0.8844569078633294,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m01_B_sin,kelvin,1,sin,B,1.569816871597604,0.8270698942657505,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.1447243478317315,0.8755280638067853,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_B_cos,kelvin,2,cos,B,1.4958088338145417,0.8793909033088592,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.104387201369125,0.8649847791862953,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m02_B_sin,kelvin,2,sin,B,1.3663688993123977,0.8614785532030905,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.2068143789945656,0.6049660639524206,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.865931781168296,0.5723773150464687,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m03_N_sin,kelvin,3,sin,N,4.03989004389083,0.5776515506229881,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m03_B_sin,kelvin,3,sin,B,2.525005712590643,0.6475123842777283,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.363284128859812,0.7708378615587844,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m04_B_cos,kelvin,4,cos,B,2.773720874828973,0.7918932185735187,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m04_N_sin,kelvin,4,sin,N,3.609068459609203,0.7784245659257379,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m04_B_sin,kelvin,4,sin,B,3.4758836422612505,0.5877808236205875,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m05_N_cos,kelvin,5,cos,N,4.330693213193799,0.8071659029849364,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m05_B_cos,kelvin,5,cos,B,3.619259765430986,0.9594146164507417,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m05_N_sin,kelvin,5,sin,N,4.390194299756265,0.8656768726923261,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m05_B_sin,kelvin,5,sin,B,4.753809254142036,0.6955923886916059,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m06_N_cos,kelvin,6,cos,N,6.184123717435989,0.7213190294396413,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m06_B_cos,kelvin,6,cos,B,5.308736688814845,0.88288661717861,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m06_N_sin,kelvin,6,sin,N,5.38761935427826,0.9066602165933629,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_6.3_final,kelvin_m06_B_sin,kelvin,6,sin,B,5.633085520410319,0.852892242003814,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.2677914568692388,0.9950382032773916,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.875940416931843,0.8098661437524618,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.637701014447084,0.7920823654436233,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.4129699362028294,0.7727277011098744,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m02_N_cos,kelvin,2,cos,N,3.4997084864094345,0.7012697430557034,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.631812926284,0.7581235074529121,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.1301934356376124,0.8063620407816162,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.5532010415046367,0.8234379122887869,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.0722018860062104,0.8742148943897629,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.0766150428350323,0.7824119284762341,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.02268022558622,0.8617860071366509,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.5297404007490143,0.679058467994349,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m04_N_cos,kelvin,4,cos,N,4.509962150613065,0.6789176801175875,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.008628918316973,0.6307701294103312,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m04_N_sin,kelvin,4,sin,N,6.3760061810250415,0.4299727725435636,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m04_B_sin,kelvin,4,sin,B,5.4680433189827475,0.45726858372912876,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m05_N_cos,kelvin,5,cos,N,5.50435095171687,0.8700885359548894,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m05_B_cos,kelvin,5,cos,B,4.635696569885367,0.9164263835081914,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m05_N_sin,kelvin,5,sin,N,5.114710638737598,0.9331372287351083,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m05_B_sin,kelvin,5,sin,B,4.473414631475052,0.9571097405375568,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m06_N_cos,kelvin,6,cos,N,6.461420601660467,0.8725918640980828,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m06_B_cos,kelvin,6,cos,B,5.977521954906959,0.8401321414468862,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m06_N_sin,kelvin,6,sin,N,7.684027987720549,0.6925889434001088,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.1_final,kelvin_m06_B_sin,kelvin,6,sin,B,6.37317850732192,0.8656569097408373,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.210357093414737,0.7290733399168305,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.113865322313324,0.9412266607059627,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m01_N_sin,kelvin,1,sin,N,1.9403807991197097,0.8941458767439997,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.3460476405899877,0.8949337832483403,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m02_N_cos,kelvin,2,cos,N,1.6056547493257018,0.945788344675377,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.2163023791871845,0.7723030876862153,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m02_N_sin,kelvin,2,sin,N,3.1754114625269003,0.6973238688162458,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.4349465520062648,0.9215519711465898,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m03_N_cos,kelvin,3,cos,N,2.854429376247839,0.7384243174890701,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m03_B_cos,kelvin,3,cos,B,3.231802416485278,0.79324483487272,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m03_N_sin,kelvin,3,sin,N,2.433820496631925,0.8308099606709459,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.476653527436339,0.6840030212871819,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.6358536586655035,0.7742475474324029,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m04_B_cos,kelvin,4,cos,B,4.163403067314928,0.5552114017701768,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m04_N_sin,kelvin,4,sin,N,3.75989757717632,0.763749071895547,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m04_B_sin,kelvin,4,sin,B,3.8849726717813287,0.8428898366517833,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m05_N_cos,kelvin,5,cos,N,4.0915183711801415,0.8907767782652988,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.137862989337033,0.7886940107945002,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m05_N_sin,kelvin,5,sin,N,3.966001249748688,0.8056860917451767,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m05_B_sin,kelvin,5,sin,B,5.770254260221535,0.6449221213396075,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m06_N_cos,kelvin,6,cos,N,5.591355258676674,0.8230288575158072,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m06_B_cos,kelvin,6,cos,B,6.542842799933258,0.7905875776840615,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m06_N_sin,kelvin,6,sin,N,5.1466203407255575,0.856511613314809,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.2_final,kelvin_m06_B_sin,kelvin,6,sin,B,5.902865559963923,0.7837101418930646,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.4254969700822895,0.7033415879732849,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.078855636436616,0.973432671249435,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m01_N_sin,kelvin,1,sin,N,2.38744105186429,0.9356371131368845,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m01_B_sin,kelvin,1,sin,B,3.1861116858744567,0.5484267028895883,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.364746568629564,0.8887451163998755,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.4456092142414843,0.88105945906853,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.941340871601545,0.8635211697963393,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m02_B_sin,kelvin,2,sin,B,2.6775160372559097,0.8050482071148898,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m03_N_cos,kelvin,3,cos,N,2.8575226078275495,0.8004479481281007,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.9828791754738297,0.7823033594255777,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m03_N_sin,kelvin,3,sin,N,3.369408795147372,0.6976038045229618,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.5609887822350856,0.7424263441917168,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.784501741839564,0.8082556820176866,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m04_B_cos,kelvin,4,cos,B,3.4462621270250025,0.9529903421352015,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m04_N_sin,kelvin,4,sin,N,3.4910718039348594,0.9364281769705014,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m04_B_sin,kelvin,4,sin,B,3.5299133049912705,0.7540579031955887,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m05_N_cos,kelvin,5,cos,N,5.15925025738056,0.7297249292211971,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m05_B_cos,kelvin,5,cos,B,5.203933703021717,0.7691206191787182,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m05_N_sin,kelvin,5,sin,N,5.320168793438897,0.6814036362562776,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m05_B_sin,kelvin,5,sin,B,6.304911987676982,0.5461110218072579,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m06_N_cos,kelvin,6,cos,N,6.5556198512161545,0.7648293975657129,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m06_B_cos,kelvin,6,cos,B,6.331491132605205,0.7966582314450922,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m06_N_sin,kelvin,6,sin,N,6.456911306949479,0.8702986739863834,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.3_final,kelvin_m06_B_sin,kelvin,6,sin,B,7.179640352169949,0.6664580396377685,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.106917728738167,0.8985137676573888,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m01_B_cos,kelvin,1,cos,B,2.7151100072491006,0.6687832729661618,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m01_N_sin,kelvin,1,sin,N,3.5371598986776154,0.5836674405085703,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.3648487039579544,0.8836697839189855,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.2334114624844323,0.7888176692058383,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m02_B_cos,kelvin,2,cos,B,2.6605489948014442,0.8953192099887138,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m02_N_sin,kelvin,2,sin,N,2.5714078099086075,0.8520313406363544,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m02_B_sin,kelvin,2,sin,B,3.5459484643625694,0.7061186750735733,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m03_N_cos,kelvin,3,cos,N,3.41697650772085,0.6816364193582806,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m03_B_cos,kelvin,3,cos,B,2.6671241047029914,0.8847932350171963,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m03_N_sin,kelvin,3,sin,N,2.9963052054227908,0.84077975605577,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m03_B_sin,kelvin,3,sin,B,3.2266122535934927,0.6841273709636068,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m04_N_cos,kelvin,4,cos,N,3.407533538520117,0.9033238428554301,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m04_B_cos,kelvin,4,cos,B,3.653061488619376,0.7876566379758005,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m04_N_sin,kelvin,4,sin,N,4.066257349013166,0.5914597029931216,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m04_B_sin,kelvin,4,sin,B,4.272783016245232,0.7764335083696265,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m05_N_cos,kelvin,5,cos,N,4.423404795376639,0.8360799614822687,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m05_B_cos,kelvin,5,cos,B,4.588585639360353,0.8237209717966898,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m05_N_sin,kelvin,5,sin,N,4.0535462487156,0.8103927268026736,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m05_B_sin,kelvin,5,sin,B,5.701100684949989,0.6580473193542812,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m06_N_cos,kelvin,6,cos,N,5.471131737905957,0.9241797773781464,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m06_B_cos,kelvin,6,cos,B,6.0200941743853225,0.8393123627652793,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m06_N_sin,kelvin,6,sin,N,5.840301441368755,0.7357438998082935,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_7.4_final,kelvin_m06_B_sin,kelvin,6,sin,B,5.469801699321757,0.8017845758003912,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_8.17_final,kelvin_m01_N_cos,kelvin,1,cos,N,2.119451741609216,0.9736142821239016,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_8.17_final,kelvin_m01_B_cos,kelvin,1,cos,B,1.3766027582471363,0.8205953202491237,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_8.17_final,kelvin_m01_N_sin,kelvin,1,sin,N,1.788433009457452,0.953222459671491,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_8.17_final,kelvin_m01_B_sin,kelvin,1,sin,B,2.047641780925576,0.8944272166037394,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
knot_8.17_final,kelvin_m02_N_cos,kelvin,2,cos,N,2.6058118963686177,0.8159579214795895,,,GEOMETRY_CANDIDATE_NOT_EIGENMODE
