knot,parent,file,component,closed,input_points,resampled_points,length_units,rms_radius_units,bbox_x,bbox_y,bbox_z,segment_mean,segment_cv,curvature_mean,curvature_max,writhe_midpoint,note
knot_7.1_final,knot_7.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.1_final.txt,1,True,300,300,30.70592557937997,1.6521212410385067,3.7657117158790707,4.264679189406154,1.9964715744987127,0.1023530852645999,0.0005207826407350088,1.0663934148790513,1.4435899935611145,9.17221488058005,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.2_final,knot_7.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.2_final.txt,1,True,300,300,31.939134721997213,1.6464133626692528,3.678012098749596,4.346631341442402,2.9265141369480454,0.10646378240665738,0.0006334504790047945,1.0003154394951674,1.3997569560385978,5.706422989435081,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.3_final,knot_7.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.3_final.txt,1,True,300,300,31.985448791990347,1.6679524417509943,3.342592075992491,4.616904259213235,2.90882723245553,0.10661816263996782,0.0003603762478183443,1.0145517910441848,1.5773429387267839,-7.441157773136515,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_7.4_final,knot_7.4_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_7.4_final.txt,1,True,300,300,32.157382452051266,1.6140297310653418,4.364385122668307,2.9098509774834596,3.3073774009098327,0.10719127484017088,0.00038588251113969095,1.0202821667988837,1.612675565564756,-5.807002832197101,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.17_final,knot_8.17_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.17_final.txt,1,True,300,300,37.42980176918755,1.6607863321354905,3.77214272526601,3.4005217847935993,2.827407034064297,0.12476600589729182,0.0008738243506262815,0.9785727153655221,1.4988836367966287,-0.013431275302301818,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.18_final,knot_8.18_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.18_final.txt,1,True,300,300,37.488164836085986,1.627524455464675,3.4418100208584548,3.4659702858414683,2.572400058724424,0.12496054945361995,0.0006359944612003307,0.9921283345407895,1.3622398196023164,-0.000429524401030605,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_8.1_final,knot_8.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_8.1_final.txt,1,True,300,300,36.86863544228315,1.8726322215314604,3.823662574936817,4.724675218742409,2.0006675378508314,0.12289545147427716,0.00043043520675720013,1.012117007315729,1.7554545337106917,2.500653564896034,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.1_final,knot_9.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.1_final.txt,1,True,300,300,40.24034512930204,2.2704463847621543,5.246678176153207,5.3065340315930065,1.0237730698934882,0.13413448376434015,0.0002481517552799708,1.1161294789953062,1.3189064195225004,11.8662801080097,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.2_final,knot_9.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.2_final.txt,1,True,300,300,40.51445363744241,1.927381862535202,4.849303267930013,4.829741569535056,2.067905241322012,0.13504817879147468,0.0006360321199184512,1.0167474537526315,1.7616377472510627,7.090651388578819,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
knot_9.35_final,knot_9.35_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\knot_9.35_final.txt,1,True,300,300,40.74689600115817,1.8284393378625767,4.642743571297478,4.861692157785455,3.070126708813679,0.13582298667052722,0.0014807724303784358,1.0338300114290462,1.5089529076706922,7.157745402811407,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_0.2.1_final,link_0.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.2.1_final.txt,1,True,600,300,24.503753275289505,1.9634990833038861,3.0080516633027203,2.8463793346223527,3.0083448671611484,0.08167917758429835,0.013713295776047203,0.7561311191125163,11.163336340606195,-1.6870576457439408e-10,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_0.3.1_final,link_0.3.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_0.3.1_final.txt,1,True,900,300,36.28240127168162,3.102542737949811,7.7254111618622625,3.5330517948893663,6.078280717303755,0.12094133757227207,0.05198943931537395,0.7459827582905539,28.494908227488242,-0.0011413625583442837,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_2.2.1_final,link_2.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_2.2.1_final.txt,1,True,600,300,48.88574599201341,3.5829720596820365,7.407726259984378,9.20040771232841,4.379595090084962,0.16295248664004472,0.01738408094443738,0.3804791899621185,9.985196637631498,1.7094398673130298,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_4.2.1_final,link_4.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_4.2.1_final.txt,1,True,600,300,27.472403363898966,1.6681280281348285,4.411265867526616,4.011062928008477,1.12308998316525,0.09157467787966322,0.04284472130768851,0.8608997193833929,30.9765407237246,-3.5721574866110086,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_5.2.1_final,link_5.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_5.2.1_final.txt,1,True,600,300,31.810769127372556,1.7612195818972856,4.862705469575134,4.282679724527446,1.4842442820996662,0.10603589709124185,0.03879966834732128,0.936784483709579,22.49792000484551,1.0715060076915492,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.2.1_final,link_6.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.2.1_final.txt,1,True,600,300,34.88377871811473,1.8720999478807243,4.3830542620253015,4.269306100721277,1.2502373198875065,0.11627926239371578,0.027065534192755928,0.9610588240221638,15.695105682116669,7.546135922716508,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.1_final,link_6.3.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.1_final.txt,1,True,901,300,71.03917726940313,3.661017453030919,9.197208049883667,9.287019956246544,2.4233127204613973,0.2367972575646771,0.04570396224645094,0.5043311845769993,10.602611381362394,-2.307656955347812,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.2_final,link_6.3.2_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.2_final.txt,1,True,899,300,53.44034909235292,2.2284849531570394,5.708340804566398,5.749473894773551,1.6780791758149212,0.17813449697450973,0.03936131729999443,0.6747883180323987,10.351666852716432,-0.1654125083046523,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_6.3.3_final,link_6.3.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_6.3.3_final.txt,1,True,899,300,33.30091834666128,1.5633912339861342,4.093017520559874,3.9818685507391867,2.010768628744203,0.11100306115553758,0.03957668640886037,0.9907797349532568,21.043305261495007,1.5819967891241309,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.5_final,link_7.2.5_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.5_final.txt,1,True,600,300,43.045288410637454,1.8097755060704106,4.9363673451143315,4.6446326461704235,2.2264629255186357,0.14348429470212484,0.021480820637772183,0.8690880620139183,12.37555137251717,5.781731775317601,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.6_final,link_7.2.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.6_final.txt,1,True,600,300,54.08307389272489,2.4708027107792554,6.828546345357649,6.451470396111989,1.988957120270873,0.18027691297574963,0.010696879021042495,0.6138287198634335,7.730406087625241,0.790887044849258,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_7.2.8_final,link_7.2.8_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_7.2.8_final.txt,1,True,600,300,48.11790040551495,2.114195054937803,5.675355333390794,4.931984666314256,2.4336064128903785,0.1603930013517165,0.007058134703084116,0.6067564029107658,8.81730861182708,3.9194395208807986,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_8.2.1_final,link_8.2.1_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_8.2.1_final.txt,1,True,600,300,40.876127307975196,2.336557223155412,5.838300291211863,5.334090698599527,1.6645412921751466,0.13625375769325065,0.039300706377508016,1.013486719069043,14.489602995438883,-5.744017045287201,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_9.2.20_final,link_9.2.20_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.20_final.txt,1,True,600,300,51.436059349508724,2.4601146398785656,6.11048667639087,6.178487926703395,1.9274814691398592,0.1714535311650291,0.03868595713453055,0.7725662185912447,12.122784261376905,7.998509031444588,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
link_9.2.40_final,link_9.2.40_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\link_9.2.40_final.txt,1,True,600,300,53.046052990045325,2.422172644732892,6.148160578138917,5.934417845892195,1.5575725278218786,0.17682017663348443,0.04035381144429932,0.7506099779059225,15.226264314724208,-8.989734396813324,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.11_final,torus_2.11_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.11_final.txt,1,True,300,300,48.48566455647543,2.652973342262021,6.070105996431121,6.123710739743444,1.0331502181271706,0.1616188818549181,0.0007951837066379275,1.1207759592531656,1.2772421606309163,-14.665727034842618,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.3_final,torus_2.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.3_final.txt,1,True,300,300,16.376423514448895,1.2390446253084344,2.7818078104392603,2.959338298226988,1.035618111414022,0.05458807838149632,5.5150979464300314e-05,1.05952353300923,1.7007428847448547,-3.4152952490636808,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.4_final,torus_2.4_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.4_final.txt,1,True,600,300,25.011209195058264,1.3733561584729086,3.496216280292341,3.4942889727835995,1.0040768795858215,0.08337069731686088,0.028730654417793166,1.1311445105613,22.634752018985182,-5.116864384762549,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.5_final,torus_2.5_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.5_final.txt,1,True,300,300,24.09870766955082,1.5492806992643156,3.6140266131357635,3.7239326449037864,1.0002981930068757,0.0803290255651694,0.00022470845618110594,1.0954606275319645,1.5485588896549543,-6.251657626019043,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.6_final,torus_2.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.6_final.txt,1,True,600,300,32.08284530799804,1.7303494597865094,4.207671955875377,3.8264262425744904,1.0037889483961444,0.10694281769332681,0.029232068441943447,1.1599826597689598,19.197432245121277,-7.995271457165267,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.7_final,torus_2.7_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.7_final.txt,1,True,300,300,32.09179058561797,1.8980681356144253,4.427162282426878,4.505502878554435,1.0104692706940432,0.10697263528539323,0.00010709885038312817,1.1103708986777008,1.433519037635877,-9.070233757206704,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.8_final,torus_2.8_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.8_final.txt,1,True,600,300,39.73936621716085,2.097288036353979,4.973477030128674,4.973270345922732,1.0130956141272995,0.13246455405720284,0.005696280169333849,1.1515950714442527,9.18206012449534,-12.59673470880605,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_2.9_final,torus_2.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_2.9_final.txt,1,True,300,300,40.24005211938412,2.2703886917385225,5.246709633782826,5.306507790172496,1.0234122629181341,0.13413350706461372,0.00024436856430123325,1.1161689906257732,1.3197162217950826,-11.866433901387861,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.3_final,torus_3.3_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.3_final.txt,1,True,900,300,33.98174327501327,1.3459009145678797,3.1778816707486803,3.2760309051798933,1.5028773634588406,0.11327247758337758,0.006587408662345742,0.8520564580218939,5.1686968679037815,-6.227780147110646,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.6_final,torus_3.6_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.6_final.txt,1,True,900,300,50.34979707598552,1.8599269999442567,4.402999112321936,4.290644925948333,1.5594174422440341,0.16783265691995172,0.028538897808761093,0.8255712487754291,10.321285467704215,-10.718348393730535,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_3.9_final,torus_3.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_3.9_final.txt,1,True,900,300,62.007514028792045,2.097248166238774,5.30035060979457,5.156414665337536,2.2189205467012076,0.2066917134293068,0.028044618579710075,0.8736205238982658,9.993937342430296,-18.027295117502526,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.15_final,torus_6.15_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.15_final.txt,1,True,900,300,156.263282072006,3.3589247840310033,8.57262733610617,8.614028871643523,2.745790377011678,0.5208776069066867,0.03868317118468853,0.4637141181395693,4.801957810430257,-80.89815044331861,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.21_final,torus_6.21_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.21_final.txt,1,True,900,300,228.75633948874727,4.886325015398382,11.671816204241974,11.721794750857715,2.482667254404251,0.7625211316291576,0.025254901980953415,0.3764361145254681,2.7836985224364046,-109.1973054659618,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
torus_6.9_final,torus_6.9_final,C:\workspace\projects\SST-Workbench\KnotPlot\knots\final\torus_6.9_final.txt,1,True,900,300,117.97404051549267,2.774017544765883,6.742922611016486,6.704339098980013,2.916821061651362,0.3932468017183089,0.017095723227580597,0.443217359986794,4.222522035382318,-40.97292949035748,"Geometry-only diagnostics; source-file units are retained. Midpoint writhe is a convergence diagnostic, not an exact invariant."
