low_group,high_group,low_dimension,high_dimension,low_members,high_members,low_omega_hat,high_omega_hat,frequency_rel_error,overlap,minimum_overlap,fingerprint_similarity,low_dominant_m,high_dominant_m,low_ppw,high_ppw,low_wavelength_status,high_wavelength_status,low_circularity_eigs,high_circularity_eigs,circularity_error,low_condition_number_max,high_condition_number_max,low_class,high_class,low_core_status,high_core_status,equilibrium_ready,score,numerically_trackable,physical_interpretation_allowed
58,84,2,2,114;122,166;167,-0.0,-0.0,0.0,0.9928974724377615,0.9928974724377578,0.9950339879947221,0,2,32.0,48.0,RESOLVED,RESOLVED,-5.44516866648e-16;5.44516866648e-16,-1.07409526859e-14;1.07409526859e-14,1.0196435819233845e-14,2.092290444747304,3.3783395608376843,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,True,0.9944969804613374,True,False
62,93,2,2,120;121,182;183,-0.0,-0.0,0.0,0.9928974724377609,0.9928974724377582,0.9950339879947224,2,0,32.0,48.0,RESOLVED,RESOLVED,-2.34520612769e-15;2.34520612769e-15,-2.21666379053e-14;2.21666379053e-14,1.9821431777610205e-14,1.6525928898731825,35.984549525565726,real_dominant,real_dominant,DIAGNOSTIC,DIAGNOSTIC,True,0.9944969804613372,True,False
60,91,2,2,116;118,178;180,-0.015233654835295448,-0.016970112781425416,0.1023244788349669,0.9997148472703654,0.9997148472703651,0.9988652957248516,1,2,64.0,48.0,RESOLVED,RESOLVED,0.930933894879;0.930933894879,0.947330797805;0.947330797805,0.016396902926091972,1.1662943082845636,2.4249083078666187,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9841965604681872,True,False
61,92,2,2,117;119,179;181,0.015233654835295448,0.016970112781425416,0.1023244788349669,0.9997148472703654,0.9997148472703651,0.9988652957248516,1,2,64.0,48.0,RESOLVED,RESOLVED,-0.930933894879;-0.930933894879,-0.947330797805;-0.947330797805,0.016396902926091972,1.1662943082845636,2.4249083078666187,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9841965604681872,True,False
64,85,2,2,124;126,168;170,-0.028444339131980093,-0.03211805514308624,0.11438164592282137,0.999847217073983,0.9998472170739829,0.999426589779997,3,3,21.333333333333332,32.0,RESOLVED,RESOLVED,0.97602889751;0.97602889751,0.98272290697;0.98272290697,0.006694009459636274,3.951961794047386,1.077043002188055,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9826077308009659,True,False
65,86,2,2,125;127,169;171,0.028444339131980093,0.03211805514308624,0.11438164592282137,0.999847217073983,0.9998472170739829,0.999426589779997,3,3,21.333333333333332,32.0,RESOLVED,RESOLVED,-0.97602889751;-0.97602889751,-0.98272290697;-0.98272290697,0.006694009459636274,3.951961794047386,1.077043002188055,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9826077308009659,True,False
48,74,2,2,94;96,146;148,-0.04002513546500332,-0.046844279992517605,0.14557048434949804,0.9998360047212946,0.9998360047212944,0.9995139290501049,4,4,16.0,24.0,RESOLVED,RESOLVED,0.986510366858;0.986510366858,0.99109337947;0.99109337947,0.004583012612080051,3.819774543186869,2.1845747475794215,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9779445124428783,True,False
49,75,2,2,95;97,147;149,0.04002513546500332,0.046844279992517605,0.14557048434949804,0.9998360047212946,0.9998360047212944,0.9995139290501049,4,4,16.0,24.0,RESOLVED,RESOLVED,-0.986510366858;-0.986510366858,-0.99109337947;-0.99109337947,0.004583012612080051,3.819774543186869,2.1845747475794215,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9779445124428783,True,False
44,76,2,2,86;88,150;152,-0.048658792930960724,-0.06001265008122196,0.189191064465488,0.999762457194814,0.9997624571948139,0.9994567015413566,5,5,12.8,19.2,RESOLVED,RESOLVED,0.990109610445;0.990109610445,0.994185458007;0.994185458007,0.004075847562205581,1.3921352801803693,5.090441120935369,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9713429900324043,False,False
45,77,2,2,87;89,151;153,0.048658792930960724,0.06001265008122196,0.189191064465488,0.999762457194814,0.9997624571948139,0.9994567015413566,5,5,12.8,19.2,RESOLVED,RESOLVED,-0.990109610445;-0.990109610445,-0.994185458007;-0.994185458007,0.004075847562205581,1.3921352801803693,5.090441120935369,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9713429900324043,False,False
40,80,2,2,78;80,158;160,-0.0532735568013253,-0.07071420744630666,0.24663573664774582,0.9996109759441847,0.9996109759441846,0.999259269050923,6,6,10.666666666666666,16.0,DIAGNOSTIC,RESOLVED,0.99121113827;0.99121113827,0.99557074268;0.99557074268,0.004359604409894691,2.5452954154902225,9.189436964465909,oscillatory,oscillatory,DIAGNOSTIC,DIAGNOSTIC,True,0.9625860423320796,False,False
