cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,3,0;2;4,oscillatory,-1.8750441183499336,1.7586704065118706e-18,47,2.0425531914893615,UNDERRESOLVED,-0.999383900275;-0.999383900171;-0.999383900167,1.0284315691018389,1.028431574791739,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
1,3,1;3;5,oscillatory,1.8750441183499336,1.7586704065118706e-18,47,2.0425531914893615,UNDERRESOLVED,0.999383900167;0.999383900171;0.999383900275,1.0284315691018389,1.028431574791739,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
2,3,6;8;10,oscillatory,-1.8080011589832903,1.1255490601675972e-16,44,2.0425531914893615,UNDERRESOLVED,-0.998453614786;-0.998453614756;-0.998453613331,1.0343643383255345,1.0343643544715395,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
3,3,7;9;11,oscillatory,1.8080011589832903,1.1255490601675972e-16,44,2.0425531914893615,UNDERRESOLVED,0.998453613331;0.998453614756;0.998453614786,1.0343643383255345,1.0343643544715395,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
4,3,12;14;16,oscillatory,-1.7377900767248549,-1.5476299577304462e-16,47,2.0425531914893615,UNDERRESOLVED,-0.997683497574;-0.997683497252;-0.99768349252,1.0082222968141956,1.008222677518743,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
5,3,13;15;17,oscillatory,1.7377900767248549,-1.5476299577304462e-16,47,2.0425531914893615,UNDERRESOLVED,0.99768349252;0.997683497252;0.997683497574,1.0082222968141956,1.008222677518743,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
6,3,18;20;22,oscillatory,-1.6686147119952024,7.034681626047482e-18,46,2.0869565217391304,UNDERRESOLVED,-0.997240151215;-0.997239711043;-0.997239664029,1.0079221406201018,1.0079301754134151,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
7,3,19;21;23,oscillatory,1.6686147119952024,7.034681626047482e-18,46,2.0869565217391304,UNDERRESOLVED,0.997239664029;0.997239711043;0.997240151215,1.0079221406201018,1.0079301754134151,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
8,3,24;26;28,oscillatory,-1.6019546337487929,2.04005767155377e-16,43,2.2325581395348837,UNDERRESOLVED,-0.9971142409;-0.997112497378;-0.997105363278,1.0157926828741257,1.0159394077535306,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
9,3,25;27;29,oscillatory,1.6019546337487929,2.04005767155377e-16,43,2.2325581395348837,UNDERRESOLVED,0.997105363278;0.997112497378;0.9971142409,1.0157926828741257,1.0159394077535306,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
10,3,30;32;34,oscillatory,-1.5397775462610797,-1.1255490601675972e-16,41,2.2857142857142856,UNDERRESOLVED,-0.997299548151;-0.997240846398;-0.997214211333,1.0231853624149527,1.0241746651632868,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
11,3,31;33;35,oscillatory,1.5397775462610797,-1.1255490601675972e-16,41,2.2857142857142856,UNDERRESOLVED,0.997214211333;0.997240846398;0.997299548151,1.0231853624149527,1.0241746651632868,False,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
12,1,36,oscillatory,-1.4892536963116063,8.44161795125698e-17,39,2.4615384615384617,UNDERRESOLVED,-0.997839687344,1.0224155002083195,1.0224155002083195,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
13,1,37,oscillatory,1.4892536963116063,8.44161795125698e-17,39,2.4615384615384617,UNDERRESOLVED,0.997839687344,1.0224155002083195,1.0224155002083195,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
14,1,38,oscillatory,-1.4852527013862913,1.266242692688547e-16,38,2.526315789473684,UNDERRESOLVED,-0.99772419111,1.02423336839697,1.02423336839697,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
15,1,39,oscillatory,1.4852527013862913,1.266242692688547e-16,38,2.526315789473684,UNDERRESOLVED,0.99772419111,1.02423336839697,1.02423336839697,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
16,1,40,oscillatory,-1.4807076603231482,-1.4772831414699715e-16,40,2.4,UNDERRESOLVED,-0.997419443386,1.0299073597751043,1.0299073597751043,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
17,1,41,oscillatory,1.4807076603231482,-1.4772831414699715e-16,40,2.4,UNDERRESOLVED,0.997419443386,1.0299073597751043,1.0299073597751043,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
18,1,42,oscillatory,-1.4494189451651536,4.22080897562849e-17,37,2.5945945945945947,UNDERRESOLVED,-0.998286113705,1.022368642601367,1.022368642601367,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
19,1,43,oscillatory,1.4494189451651536,4.22080897562849e-17,37,2.5945945945945947,UNDERRESOLVED,0.998286113705,1.022368642601367,1.022368642601367,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
20,1,44,oscillatory,-1.4402491299813827,1.266242692688547e-16,37,2.5945945945945947,UNDERRESOLVED,-0.998011917795,1.012407024567259,1.012407024567259,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
21,1,45,oscillatory,1.4402491299813827,1.266242692688547e-16,37,2.5945945945945947,UNDERRESOLVED,0.998011917795,1.012407024567259,1.012407024567259,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
22,1,46,oscillatory,-1.4257102343032448,8.44161795125698e-17,36,2.6666666666666665,UNDERRESOLVED,-0.997761843671,1.0214788779401542,1.0214788779401542,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
23,1,47,oscillatory,1.4257102343032448,8.44161795125698e-17,36,2.6666666666666665,UNDERRESOLVED,0.997761843671,1.0214788779401542,1.0214788779401542,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
24,1,48,oscillatory,-1.4071149899391662,1.701513618300235e-16,36,2.6666666666666665,UNDERRESOLVED,-0.997876123558,1.0118939672537626,1.0118939672537626,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
25,1,49,oscillatory,1.4071149899391662,1.701513618300235e-16,36,2.6666666666666665,UNDERRESOLVED,0.997876123558,1.0118939672537626,1.0118939672537626,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
26,1,50,oscillatory,-1.388239706715752,-2.532485385377094e-16,35,2.742857142857143,UNDERRESOLVED,-0.997729122571,1.0107075426603185,1.0107075426603185,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
27,1,51,oscillatory,1.388239706715752,-2.532485385377094e-16,35,2.742857142857143,UNDERRESOLVED,0.997729122571,1.0107075426603185,1.0107075426603185,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
28,1,52,oscillatory,-1.3697504526939999,-4.22080897562849e-17,35,2.742857142857143,UNDERRESOLVED,-0.997317846544,1.0051047580781132,1.0051047580781132,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
29,1,53,oscillatory,1.3697504526939999,-4.22080897562849e-17,35,2.742857142857143,UNDERRESOLVED,0.997317846544,1.0051047580781132,1.0051047580781132,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
30,1,54,oscillatory,-1.3471949426154899,8.44161795125698e-17,34,2.823529411764706,UNDERRESOLVED,-0.997505581557,1.0094338109074028,1.0094338109074028,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
31,1,55,oscillatory,1.3471949426154899,8.44161795125698e-17,34,2.823529411764706,UNDERRESOLVED,0.997505581557,1.0094338109074028,1.0094338109074028,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
32,1,56,oscillatory,-1.3263587443275864,4.1152887512377776e-16,34,2.823529411764706,UNDERRESOLVED,-0.99696367076,1.0044510104663382,1.0044510104663382,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
33,1,57,oscillatory,1.3263587443275864,4.1152887512377776e-16,34,2.823529411764706,UNDERRESOLVED,0.99696367076,1.0044510104663382,1.0044510104663382,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
34,1,58,oscillatory,-1.301547723736249,-8.44161795125698e-17,33,2.909090909090909,UNDERRESOLVED,-0.997285070273,1.0087829625261218,1.0087829625261218,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
35,1,59,oscillatory,1.301547723736249,-8.44161795125698e-17,33,2.909090909090909,UNDERRESOLVED,0.997285070273,1.0087829625261218,1.0087829625261218,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
36,1,60,oscillatory,-1.27875840892547,-2.7435258341585187e-16,33,2.909090909090909,UNDERRESOLVED,-0.996575976084,1.0046798453658472,1.0046798453658472,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
37,1,61,oscillatory,1.27875840892547,-2.7435258341585187e-16,33,2.909090909090909,UNDERRESOLVED,0.996575976084,1.0046798453658472,1.0046798453658472,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
38,1,62,oscillatory,-1.2519444709192857,-2.1104044878142451e-16,32,3.0,UNDERRESOLVED,-0.997048930641,1.0087638403682488,1.0087638403682488,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
39,1,63,oscillatory,1.2519444709192857,-2.1104044878142451e-16,32,3.0,UNDERRESOLVED,0.997048930641,1.0087638403682488,1.0087638403682488,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
40,1,64,oscillatory,-1.2273764680900283,1.266242692688547e-16,32,3.0,UNDERRESOLVED,-0.996139431762,1.0051205882603145,1.0051205882603145,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
41,1,65,oscillatory,1.2273764680900283,1.266242692688547e-16,32,3.0,UNDERRESOLVED,0.996139431762,1.0051205882603145,1.0051205882603145,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
42,1,66,oscillatory,-1.1987196081696114,-4.22080897562849e-17,31,3.096774193548387,UNDERRESOLVED,-0.99678118421,1.008991129254263,1.008991129254263,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
43,1,67,oscillatory,1.1987196081696114,-4.22080897562849e-17,31,3.096774193548387,UNDERRESOLVED,0.99678118421,1.008991129254263,1.008991129254263,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
44,1,68,oscillatory,-1.172551738151542,-2.954566282939943e-16,31,3.096774193548387,UNDERRESOLVED,-0.995619037359,1.0057457489921533,1.0057457489921533,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
45,1,69,oscillatory,1.172551738151542,-2.954566282939943e-16,31,3.096774193548387,UNDERRESOLVED,0.995619037359,1.0057457489921533,1.0057457489921533,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
46,1,70,oscillatory,-1.1422858442647759,-1.688323590251396e-16,30,3.2,UNDERRESOLVED,-0.99646417053,1.0093976327706489,1.0093976327706489,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
47,1,71,oscillatory,1.1422858442647759,-1.688323590251396e-16,30,3.2,UNDERRESOLVED,0.99646417053,1.0093976327706489,1.0093976327706489,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
48,1,72,oscillatory,-1.11457558365305,1.688323590251396e-16,30,3.2,UNDERRESOLVED,-0.994993805282,1.0065491980680141,1.0065491980680141,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
49,1,73,oscillatory,1.11457558365305,1.688323590251396e-16,30,3.2,UNDERRESOLVED,0.994993805282,1.0065491980680141,1.0065491980680141,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
50,1,74,oscillatory,-1.0827926542729176,2.954566282939943e-16,29,3.310344827586207,UNDERRESOLVED,-0.996089102927,1.0099744210715798,1.0099744210715798,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
51,1,75,oscillatory,1.0827926542729176,2.954566282939943e-16,29,3.310344827586207,UNDERRESOLVED,0.996089102927,1.0099744210715798,1.0099744210715798,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
52,1,76,oscillatory,-1.0537119040886538,3.376647180502792e-16,29,3.310344827586207,UNDERRESOLVED,-0.994205632517,1.007571058832958,1.007571058832958,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
53,1,77,oscillatory,1.0537119040886538,3.376647180502792e-16,29,3.310344827586207,UNDERRESOLVED,0.994205632517,1.007571058832958,1.007571058832958,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
54,1,78,oscillatory,-1.0206787805919373,-2.954566282939943e-16,28,3.4285714285714284,UNDERRESOLVED,-0.995629070955,1.010706422856808,1.010706422856808,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
55,1,79,oscillatory,1.0206787805919373,-2.954566282939943e-16,28,3.4285714285714284,UNDERRESOLVED,0.995629070955,1.010706422856808,1.010706422856808,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
56,1,80,oscillatory,-0.9902544102941845,-1.688323590251396e-16,28,3.4285714285714284,UNDERRESOLVED,-0.993228929754,1.0088338000108972,1.0088338000108972,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
57,1,81,oscillatory,0.9902544102941845,-1.688323590251396e-16,28,3.4285714285714284,UNDERRESOLVED,0.993228929754,1.0088338000108972,1.0088338000108972,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
58,1,82,oscillatory,-0.9560534445919668,8.44161795125698e-17,27,3.5555555555555554,UNDERRESOLVED,-0.995071353584,1.0116237436918227,1.0116237436918227,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
59,1,83,oscillatory,0.9560534445919668,8.44161795125698e-17,27,3.5555555555555554,UNDERRESOLVED,0.995071353584,1.0116237436918227,1.0116237436918227,True,1.1151301242690912,DIAGNOSTIC,frozen_geometry_only
