cluster_id,dimension,members,classification,omega_hat,sigma_hat,dominant_m,ppw,wavelength_status,circularity_eigs,condition_number_median,condition_number_max,strict_true_degeneracy,core_eta_a_max,core_status,equilibrium_status
0,1,0,oscillatory,-1.6519291513436456,4.642889873191339e-16,55,4.654545454545454,UNDERRESOLVED,-0.998192353156,1.0092258420966258,1.0092258420966258,True,0.4192850069176911,RESOLVED,frozen_geometry_only
1,1,1,oscillatory,1.6519291513436456,4.642889873191339e-16,55,4.654545454545454,UNDERRESOLVED,0.998192353156,1.0092258420966258,1.0092258420966258,True,0.4192850069176911,RESOLVED,frozen_geometry_only
2,1,2,oscillatory,-1.6407196529156862,-4.22080897562849e-17,54,4.7407407407407405,UNDERRESOLVED,-0.997988156832,1.022782995843788,1.022782995843788,True,0.4192850069176911,RESOLVED,frozen_geometry_only
3,1,3,oscillatory,1.6407196529156862,-4.22080897562849e-17,54,4.7407407407407405,UNDERRESOLVED,0.997988156832,1.022782995843788,1.022782995843788,True,0.4192850069176911,RESOLVED,frozen_geometry_only
4,1,4,oscillatory,-1.6305037400899427,8.4416179512569805e-16,54,4.7407407407407405,UNDERRESOLVED,-0.998127145067,1.0085875461353724,1.0085875461353724,True,0.4192850069176911,RESOLVED,frozen_geometry_only
5,1,5,oscillatory,1.6305037400899427,8.4416179512569805e-16,54,4.7407407407407405,UNDERRESOLVED,0.998127145067,1.0085875461353724,1.0085875461353724,True,0.4192850069176911,RESOLVED,frozen_geometry_only
6,1,6,oscillatory,-1.6187144026812712,-4.2208089756284903e-16,53,4.830188679245283,UNDERRESOLVED,-0.997944912712,1.0221897945790355,1.0221897945790355,True,0.4192850069176911,RESOLVED,frozen_geometry_only
7,1,7,oscillatory,1.6187144026812712,-4.2208089756284903e-16,53,4.830188679245283,UNDERRESOLVED,0.997944912712,1.0221897945790355,1.0221897945790355,True,0.4192850069176911,RESOLVED,frozen_geometry_only
8,1,8,oscillatory,-1.6079647723854413,5.064970770754188e-16,53,4.830188679245283,UNDERRESOLVED,-0.998056386532,1.0080943893452459,1.0080943893452459,True,0.4192850069176911,RESOLVED,frozen_geometry_only
9,1,9,oscillatory,1.6079647723854413,5.064970770754188e-16,53,4.830188679245283,UNDERRESOLVED,0.998056386532,1.0080943893452459,1.0080943893452459,True,0.4192850069176911,RESOLVED,frozen_geometry_only
10,1,10,oscillatory,-1.5955767738218303,4.2208089756284903e-16,52,4.923076923076923,UNDERRESOLVED,-0.997896683243,1.021698564587255,1.021698564587255,True,0.4192850069176911,RESOLVED,frozen_geometry_only
11,1,11,oscillatory,1.5955767738218303,4.2208089756284903e-16,52,4.923076923076923,UNDERRESOLVED,0.997896683243,1.021698564587255,1.021698564587255,True,0.4192850069176911,RESOLVED,frozen_geometry_only
12,1,12,oscillatory,-1.5842755624599028,-6.331213463442735e-16,52,4.923076923076923,UNDERRESOLVED,-0.997979314601,1.0077294631616647,1.0077294631616647,True,0.4192850069176911,RESOLVED,frozen_geometry_only
13,1,13,oscillatory,1.5842755624599028,-6.331213463442735e-16,52,4.923076923076923,UNDERRESOLVED,0.997979314601,1.0077294631616647,1.0077294631616647,True,0.4192850069176911,RESOLVED,frozen_geometry_only
14,1,14,oscillatory,-1.5712706959868297,2.110404487814245e-17,51,5.019607843137255,UNDERRESOLVED,-0.997842963362,1.0212987585869027,1.0212987585869027,True,0.4192850069176911,RESOLVED,frozen_geometry_only
15,1,15,oscillatory,1.5712706959868297,2.110404487814245e-17,51,5.019607843137255,UNDERRESOLVED,0.997842963362,1.0212987585869027,1.0212987585869027,True,0.4192850069176911,RESOLVED,frozen_geometry_only
