knot_target,knot_source,orientation_deg,impact_parameter_R,separation_R,core_radius_R,gamma_proxy,velocity_rms_proxy,shape_velocity_rms_proxy,translation_fraction,rotation_fraction,shape_fraction,mode_capture_fraction,dominant_mode_id,dominant_mode_fraction,writhe_directional_response_per_Rrms,min_segment_distance_R,interpretation
circle,circle,0.0,0.0,3.5,0.075,1.0,0.009718600308727994,0.002040327641110283,0.6862424359720795,0.26968255770289695,0.04407500632502389,0.9999801771401997,kelvin_m02_B_cos,0.8749538287241281,7.441040124712838e-15,1.4992870686315554,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
trefoil_T2_3,trefoil_T2_3,0.0,0.0,3.5,0.075,1.0,0.01659681333803522,0.006854718924487143,0.6344030865098401,0.19501621688071571,0.17058069660944325,0.7521849384680951,kelvin_m02_B_cos,0.24836784439958276,0.00017122129047919543,1.3210731655255246,REGULARIZED_BIOT_SAVART_GEOMETRIC_COUPLING_PROXY_NOT_ENERGY_NOT_GAP
