eigen_index,lambda_real,lambda_imag,frequency,growth_abs,growth_ratio,k2,k
2,-0.1434988614805578,0.0,0.0,0.1434988614805578,143498861480557.78,1.184661045589408,1.0884213548021777
5,-0.11694033740784587,0.0,0.0,0.11694033740784587,116940337407845.86,1.0085619826751557,1.004271866914112
11,0.12279821685822663,0.0,0.0,0.12279821685822663,122798216858226.62,1.215557364164267,1.1025231807831828
8,0.14146320256484612,0.0,0.0,0.14146320256484612,141463202564846.12,1.06647127332703,1.0327009602624713
15,-0.08914973298883684,0.0,0.0,0.08914973298883684,89149732988836.83,1.0965827307787022,1.0471784617622262
14,0.11250681273209927,0.0,0.0,0.11250681273209927,112506812732099.27,1.3618257576234365,1.1669729035515077
29,-0.04765913654642483,0.0,0.0,0.04765913654642483,47659136546424.82,0.7631397712664357,0.8735787149801876
18,0.08792599196664233,0.0,0.0,0.08792599196664233,87925991966642.33,1.1331825015466213,1.0645104515910688
43,0.003997748119987956,0.0,0.0,0.003997748119987956,3997748119987.9556,0.8017615811766667,0.8954114033094881
42,0.014967709413409332,0.0,0.0,0.014967709413409332,14967709413409.33,0.8204466245344022,0.9057850873879533
38,0.046460730507333625,0.0019498436587034444,0.0019498436587034444,0.046460730507333625,23.827926049326365,0.5488354574424198,0.7408342982357254
3,-0.1226167962217588,0.003612636072845286,0.003612636072845286,0.1226167962217588,33.9410872696033,1.1090225747200773,1.053101407614707
27,-0.05311075648592778,0.013242487656030649,0.013242487656030649,0.05311075648592778,4.010632886015269,0.9699949644799915,0.9848832237783277
12,0.11793627999849372,0.013926590950301075,0.013926590950301075,0.11793627999849372,8.468424212311922,1.0986781825277911,1.048178506995727
6,-0.1087326263991034,0.014091987039980455,0.014091987039980455,0.1087326263991034,7.715918705475492,1.3048258072117416,1.1422897212230099
40,-0.01674820502677954,0.01426665422073844,0.01426665422073844,0.01674820502677954,1.1739406288009588,0.8741214549170773,0.9349446266582194
23,0.06797732222336401,0.01534220713656678,0.01534220713656678,0.06797732222336401,4.43073943783135,0.9841299153192457,0.9920332228908696
16,0.07983492934689507,0.03178576429600273,0.03178576429600273,0.07983492934689507,2.5116567468203,1.0948134208397626,1.046333322053619
21,-0.05872432037149439,0.03485617248866366,0.03485617248866366,0.05872432037149439,1.6847610101365378,1.0481093169204048,1.0237721020424442
36,0.02095205840661899,0.038347627979112786,0.038347627979112786,0.02095205840661899,0.5463716926124133,1.1443890157202423,1.0697611956508062
34,-0.007634098253815873,0.044909122832977266,0.044909122832977266,0.007634098253815873,0.1699899212507012,1.4408662523672664,1.200360884220769
30,-0.022839733102639564,0.04491958001759785,0.04491958001759785,0.022839733102639564,0.5084582957741767,1.2943948308588915,1.1377147405474237
32,-0.0008940727845647032,0.0528351482370637,0.0528351482370637,0.0008940727845647032,0.016921931978938102,1.427646635239416,1.1948416778968736
25,0.02299368182656794,0.05822369756297199,0.05822369756297199,0.02299368182656794,0.39491964249950057,1.0754631848944114,1.0370454112016558
19,-0.005079930647524031,0.07779251757908259,0.07779251757908259,0.005079930647524031,0.06530101873049496,1.155512456444072,1.0749476528855124
9,0.0012073204718205527,0.0994723872453016,0.0994723872453016,0.0012073204718205527,0.01213724235694945,1.2969209886644975,1.1388243888609417
0,-0.004932673725299701,0.18661122604300476,0.18661122604300476,0.004932673725299701,0.02643288847029471,1.142395854778091,1.0688291981313436
