pair_id,candidate_a,candidate_b,geometry_a,geometry_b
P00000,f41a58ef9154da62,cfa25639bff984fe,geometry/f41a58ef9154da62.npz,geometry/cfa25639bff984fe.npz
P00001,93793db049ba0128,82f5c98fd052b8bc,geometry/93793db049ba0128.npz,geometry/82f5c98fd052b8bc.npz
P00002,13cbcb77bb77d71b,e2a48f0656ec45fc,geometry/13cbcb77bb77d71b.npz,geometry/e2a48f0656ec45fc.npz
P00003,2779e8226ca0090a,9776d953c528f35b,geometry/2779e8226ca0090a.npz,geometry/9776d953c528f35b.npz
P00004,c044ee44f2c7b232,02e3110304768987,geometry/c044ee44f2c7b232.npz,geometry/02e3110304768987.npz
P00005,36ec25224344ddb3,87b2a162df89d761,geometry/36ec25224344ddb3.npz,geometry/87b2a162df89d761.npz
P00006,fb3ad3c1e32c4a64,ba3fe215cc6c23ae,geometry/fb3ad3c1e32c4a64.npz,geometry/ba3fe215cc6c23ae.npz
P00007,d54596bb938eb104,16abab91d49cc678,geometry/d54596bb938eb104.npz,geometry/16abab91d49cc678.npz
P00008,b1f14e30d015d591,48b7dedec1f25afd,geometry/b1f14e30d015d591.npz,geometry/48b7dedec1f25afd.npz
P00009,78b63eeffc39c0c8,2d4bae53a8ef7096,geometry/78b63eeffc39c0c8.npz,geometry/2d4bae53a8ef7096.npz
P00010,f109935580b991e1,79135b496e16db22,geometry/f109935580b991e1.npz,geometry/79135b496e16db22.npz
P00011,89deae88326b68b7,ced3f05963636907,geometry/89deae88326b68b7.npz,geometry/ced3f05963636907.npz
P00012,89cf573fc7b1f1d5,31df1accc34f78b8,geometry/89cf573fc7b1f1d5.npz,geometry/31df1accc34f78b8.npz
P00013,9f83d3ce121d72a2,4a9f0384a24120e5,geometry/9f83d3ce121d72a2.npz,geometry/4a9f0384a24120e5.npz
P00014,a75e929855547a5d,3c6506a8b80bc2f4,geometry/a75e929855547a5d.npz,geometry/3c6506a8b80bc2f4.npz
P00015,8685295dd751d9fc,d14dc2f6278ea1d7,geometry/8685295dd751d9fc.npz,geometry/d14dc2f6278ea1d7.npz
P00016,47dab748b406baca,6b364b60da4c94ac,geometry/47dab748b406baca.npz,geometry/6b364b60da4c94ac.npz
P00017,b3d48077516f3047,4fa229124e5cc81d,geometry/b3d48077516f3047.npz,geometry/4fa229124e5cc81d.npz
P00018,ae6499d724325a48,b2c9c549a387a48e,geometry/ae6499d724325a48.npz,geometry/b2c9c549a387a48e.npz
P00019,2f40814ee4194a47,2dcc58bbb0618134,geometry/2f40814ee4194a47.npz,geometry/2dcc58bbb0618134.npz
P00020,465698c5c51bb92c,b1e421bd52d3ff0a,geometry/465698c5c51bb92c.npz,geometry/b1e421bd52d3ff0a.npz
P00021,29ab3155839674ed,18e278548b77e137,geometry/29ab3155839674ed.npz,geometry/18e278548b77e137.npz
P00022,6be8628eecc76e33,f7a03a8529c3d9bc,geometry/6be8628eecc76e33.npz,geometry/f7a03a8529c3d9bc.npz
P00023,27e98fd4542aa1a1,aed92f5bda95ee78,geometry/27e98fd4542aa1a1.npz,geometry/aed92f5bda95ee78.npz
P00024,4a468402190b8fff,c7496735607fbe04,geometry/4a468402190b8fff.npz,geometry/c7496735607fbe04.npz
P00025,0512514b545b741f,36ec8a9905fd7305,geometry/0512514b545b741f.npz,geometry/36ec8a9905fd7305.npz
P00026,c65388f0f72430e6,87d37d3cd61d59a9,geometry/c65388f0f72430e6.npz,geometry/87d37d3cd61d59a9.npz
P00027,2dbe7f47705f4c6b,a418933f6e652bc4,geometry/2dbe7f47705f4c6b.npz,geometry/a418933f6e652bc4.npz
P00028,5f04489dd7d9ff3f,6127a47ca70917b1,geometry/5f04489dd7d9ff3f.npz,geometry/6127a47ca70917b1.npz
P00029,4a8234bc915d215d,63f7b4895ff3c7cd,geometry/4a8234bc915d215d.npz,geometry/63f7b4895ff3c7cd.npz
P00030,4de6f42a315b2d8a,62643c676c33c7ed,geometry/4de6f42a315b2d8a.npz,geometry/62643c676c33c7ed.npz
P00031,d4febccb14c5b06d,9cf6d2f018ec28bf,geometry/d4febccb14c5b06d.npz,geometry/9cf6d2f018ec28bf.npz
P00032,d7dfbe9c82e9821c,3b91902f7dd1ecf9,geometry/d7dfbe9c82e9821c.npz,geometry/3b91902f7dd1ecf9.npz
P00033,828b7c4a65e22f6e,e20ce9b19a1d5aeb,geometry/828b7c4a65e22f6e.npz,geometry/e20ce9b19a1d5aeb.npz
P00034,10520a67f4b51948,08f21060400e844b,geometry/10520a67f4b51948.npz,geometry/08f21060400e844b.npz
P00035,72f23fd30ecd5f41,b42ebac76e7c4ddc,geometry/72f23fd30ecd5f41.npz,geometry/b42ebac76e7c4ddc.npz
P00036,470fb439a02477c0,616993fe5171d2dd,geometry/470fb439a02477c0.npz,geometry/616993fe5171d2dd.npz
P00037,ba80d1cea60b7d84,8dcfaaff55276a3a,geometry/ba80d1cea60b7d84.npz,geometry/8dcfaaff55276a3a.npz
P00038,0e62e113261bd93c,29a790dfa2adbdaf,geometry/0e62e113261bd93c.npz,geometry/29a790dfa2adbdaf.npz
P00039,a2ac5e396ea2ecf3,6485e8ba51845bbe,geometry/a2ac5e396ea2ecf3.npz,geometry/6485e8ba51845bbe.npz
P00040,51ebabd0eb1449cd,fb600fe7e4c347eb,geometry/51ebabd0eb1449cd.npz,geometry/fb600fe7e4c347eb.npz
P00041,d3940dfdf4903a5c,bcc7923cfa05fa82,geometry/d3940dfdf4903a5c.npz,geometry/bcc7923cfa05fa82.npz
P00042,f80947db35c0e302,d0c2ec4dd683a495,geometry/f80947db35c0e302.npz,geometry/d0c2ec4dd683a495.npz
