candidate_id,carrier_id,family,source,source_qualified,condition,gamma_core,beta_parameter,beta_total_thread_over_core,thread_coupling_mode,n_threads,helix_turns,thread_gamma_each,hole_clearance,combined_initial_gap_core,carrier_self_gap_core,bundle_radius,thread_density_proxy,link_matrix_json
CAND_9A96686860F7133E,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,1,0.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_BE30B71D01933478,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,1,0.0,-1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_A18F29915F2BBB99,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,1,0.0,-0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_445958481D7968F2,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,1,0.0,0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_031C0C54148A6956,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,1,0.0,1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002436563927353], [1.0002303125729581], [1.0002303515329063]]"
CAND_1E08D3AE35C516F4,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,null,1.0,0.0,0.0,total_beta,1,1.0,0.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_33DE99BEF33D77FE,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-1.0,-1.0,total_beta,1,1.0,-1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_B92824DB75B2DC4D,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,-0.5,-0.5,total_beta,1,1.0,-0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_4AC7818901A6F152,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,0.5,0.5,total_beta,1,1.0,0.5,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
CAND_0392CEB4731AE342,TRIPLE_GEAR_T3_3,triple_gear,"analytic T(3,3) three-unknot-link proxy",True,active,1.0,1.0,1.0,total_beta,1,1.0,1.0,0.6658776098258083,4.062061848346823,4.062061848346823,0.1198579697686455,0.7178956195811282,"[[1.0002509689638663], [1.0002264555499607], [1.0002264969754957]]"
