carrier_id,beta_total,n_threads,helix_turns,active_score,null_score,active_minus_null,best_p,best_q,thread_over_carrier_rate
TRIPLE_GEAR_T3_3,-0.5,3,0.0,0.030861132490795057,0.09745107309565909,-0.06658994060486403,5,7,0.6991884036628413
TRIPLE_GEAR_T3_3,1.0,1,1.0,2.022536911665925,2.0125149669797264,0.010021944686198658,1,1,-4.64290940825029
TRIPLE_GEAR_T3_3,-0.5,1,1.0,2.0079960691814454,2.0125149669797264,-0.004518897798281074,1,1,-0.48708227403861143
TRIPLE_GEAR_T3_3,0.5,3,3.0,2.025909124112671,0.06555147106337496,1.9603576530492963,1,1,-0.5471935320154219
TRIPLE_GEAR_T3_3,1.0,5,1.0,2.02400729216692,0.0712542570422168,1.9527530351247033,1,1,-1.4577358668358258
TRIPLE_GEAR_T3_3,-1.0,3,1.0,0.0397674649034293,0.05663902244060235,-0.01687155753717305,8,5,1.5747641950320206
TRIPLE_GEAR_T3_3,0.5,3,0.0,2.029202835331215,0.09745107309565909,1.931751762235556,1,1,-0.3657868122673406
TRIPLE_GEAR_T3_3,0.5,5,1.0,2.0223352594173685,0.0712542570422168,1.9510810023751517,1,1,-0.6703714422302148
TRIPLE_GEAR_T3_3,-1.0,5,0.0,0.029680760608426636,0.0929548297598327,-0.06327406915140607,7,5,1.4082231929000628
TRIPLE_GEAR_T3_3,-1.0,1,1.0,0.04964277335078696,2.0125149669797264,-1.9628721936289395,2,1,1.9451013639994912
TRIPLE_GEAR_T3_3,1.0,1,3.0,2.021716693380723,0.024959862723489337,1.9967568306572339,1,1,-0.971264896880729
TRIPLE_GEAR_T3_3,-1.0,3,3.0,0.03942953122854239,0.06555147106337496,-0.026121939834832568,8,5,1.5749618590217722
TRIPLE_GEAR_T3_3,-1.0,5,1.0,0.04510430956003137,0.0712542570422168,-0.02614994748218543,7,4,1.7884839586568428
TRIPLE_GEAR_T3_3,-0.5,3,1.0,0.01696371265325347,0.05663902244060235,-0.03967530978734888,6,7,0.8645485446637386
TRIPLE_GEAR_T3_3,0.5,5,3.0,2.023008586837788,0.06161096315609706,1.961397623681691,1,1,-0.6512296770745813
TRIPLE_GEAR_T3_3,0.5,5,0.0,2.025422392346878,0.0929548297598327,1.9324675625870453,1,1,-0.4548891564566872
TRIPLE_GEAR_T3_3,-1.0,5,3.0,0.046477534731436745,0.06161096315609706,-0.015133428424660311,7,4,1.7910426063693061
TRIPLE_GEAR_T3_3,0.5,3,1.0,2.0250218200693038,0.05663902244060235,1.9683827976287014,1,1,-0.5672931799302104
TRIPLE_GEAR_T3_3,-0.5,3,3.0,0.01118852469981402,0.06555147106337496,-0.05436294636356094,7,8,0.8728858935036602
TRIPLE_GEAR_T3_3,-0.5,1,0.0,0.10656983095855997,2.0125149669797096,-1.9059451360211497,1,5,0.2208081369900394
TRIPLE_GEAR_T3_3,0.5,1,1.0,2.0129068257144787,2.0125149669797264,0.0003918587347522262,1,1,-3.700268731891745
TRIPLE_GEAR_T3_3,-1.0,3,0.0,0.04463669332787657,0.09745107309565909,-0.05281437976778252,6,5,1.2246031082904933
TRIPLE_GEAR_T3_3,1.0,3,3.0,2.025356045728635,0.06555147106337496,1.9598045746652601,1,1,-1.2329213142522784
TRIPLE_GEAR_T3_3,-0.5,1,3.0,0.044338459626978806,0.024959862723489337,0.01937859690348947,1,3,0.34570875655627614
TRIPLE_GEAR_T3_3,-0.5,5,1.0,0.038029228580003405,0.0712542570422168,-0.033225028462213396,1,1,0.97006584195391
TRIPLE_GEAR_T3_3,-1.0,1,0.0,0.03389136466918938,2.0125149669797096,-1.9786236023105201,3,7,0.42430197288644184
TRIPLE_GEAR_T3_3,1.0,5,0.0,2.0253050725626704,0.0929548297598327,1.9323502428028378,1,1,-1.058523718748866
TRIPLE_GEAR_T3_3,-0.5,5,3.0,0.029471290369750304,0.06161096315609706,-0.03213967278634675,1,1,0.978922169899435
TRIPLE_GEAR_T3_3,1.0,1,0.0,2.020035733502954,2.0125149669797096,0.007520766523244404,1,1,-0.4402796223564794
TRIPLE_GEAR_T3_3,1.0,5,3.0,2.024274358061864,0.06161096315609706,1.9626633949057668,1,1,-1.4374050247779828
TRIPLE_GEAR_T3_3,0.5,1,0.0,2.011857975338441,2.0125149669797096,-0.0006569916412684229,1,1,-0.25798419423186597
TRIPLE_GEAR_T3_3,-1.0,1,3.0,2.0224454389014284,0.024959862723489337,1.997485576177939,1,1,-0.2903182539785225
TRIPLE_GEAR_T3_3,0.5,1,3.0,2.0125487054299693,0.024959862723489337,1.98758884270648,1,1,-0.4085703287434168
TRIPLE_GEAR_T3_3,1.0,3,0.0,2.0267910354630896,0.09745107309565909,1.9293399623674305,1,1,-0.8837417920761227
TRIPLE_GEAR_T3_3,-0.5,5,0.0,0.021579969460029186,0.0929548297598327,-0.07137486029980351,4,5,0.7897408839948447
TRIPLE_GEAR_T3_3,1.0,3,1.0,2.025010258518552,0.05663902244060235,1.9683712360779495,1,1,-1.2565310353543004
