carrier_id,family,n,poly_r2,c1_A,c2_B,c3_C,c4_D,median_even_quadratic_B,median_odd_linear_A,n_symmetric_pairs
TRIPLE_GEAR_T3_3,triple_gear,36,0.9931340882865572,0.00936870135267124,-0.05424492662702473,-1.5265566588595902e-16,3.156948291969142e-16,-0.05324917412776703,0.0104724541566531,2
